,end_time,event_date,goes_class,goes_location,noaa_active_region,peak_time,start_time,flux
37,2015-07-07 03:11:00,2015-07-07,C1.3,"(-30, 12)",12381,2015-07-07 03:00:00,2015-07-07 02:52:00,1.3e-06 W / m2
38,2015-07-07 03:58:00,2015-07-07,C1.1,"(0, 0)",12381,2015-07-07 03:53:00,2015-07-07 03:46:00,1.1e-06 W / m2
39,2015-07-07 04:27:00,2015-07-07,C2.7,"(-32, 14)",12381,2015-07-07 04:09:00,2015-07-07 03:58:00,2.7e-06 W / m2
40,2015-07-07 08:37:00,2015-07-07,C1.1,"(0, 0)",0,2015-07-07 08:12:00,2015-07-07 07:28:00,1.1e-06 W / m2
41,2015-07-07 17:37:00,2015-07-07,C1.4,"(-21, 15)",12381,2015-07-07 17:31:00,2015-07-07 17:27:00,1.4e-06 W / m2
42,2015-07-07 19:33:00,2015-07-07,C1.1,"(-21, 13)",12381,2015-07-07 19:28:00,2015-07-07 19:20:00,1.1e-06 W / m2
43,2015-07-07 23:13:00,2015-07-07,C1.5,"(0, 0)",12381,2015-07-07 23:10:00,2015-07-07 23:04:00,1.5e-06 W / m2
44,2015-07-08 11:10:00,2015-07-08,C1.0,"(0, 0)",0,2015-07-08 11:06:00,2015-07-08 11:00:00,1e-06 W / m2
45,2015-07-09 03:50:00,2015-07-09,C1.9,"(-1, 13)",12381,2015-07-09 03:37:00,2015-07-09 03:31:00,1.9e-06 W / m2
46,2015-07-09 18:32:00,2015-07-09,B9.7,"(0, 0)",12373,2015-07-09 18:28:00,2015-07-09 18:21:00,9.7e-07 W / m2
47,2015-07-10 01:30:00,2015-07-10,B7.3,"(-54, -22)",12384,2015-07-10 01:26:00,2015-07-10 01:21:00,7.3e-07 W / m2
48,2015-07-10 16:19:00,2015-07-10,C1.1,"(0, 0)",12385,2015-07-10 16:13:00,2015-07-10 16:07:00,1.1e-06 W / m2
49,2015-07-10 23:49:00,2015-07-10,B7.1,"(0, 0)",12385,2015-07-10 23:45:00,2015-07-10 23:42:00,7.1e-07 W / m2
50,2015-07-11 18:41:00,2015-07-11,C1.0,"(63, 8)",12385,2015-07-11 18:36:00,2015-07-11 18:27:00,1e-06 W / m2
51,2015-07-11 23:25:00,2015-07-11,B9.2,"(67, 8)",12385,2015-07-11 23:17:00,2015-07-11 23:11:00,9.2e-07 W / m2
52,2015-07-12 11:03:00,2015-07-12,B6.2,"(0, 0)",12385,2015-07-12 10:51:00,2015-07-12 10:40:00,6.2e-07 W / m2
53,2015-07-12 12:35:00,2015-07-12,B6.9,"(0, 0)",12385,2015-07-12 12:24:00,2015-07-12 12:02:00,6.9e-07 W / m2
54,2015-07-13 23:50:00,2015-07-13,B6.3,"(0, 0)",12386,2015-07-13 23:48:00,2015-07-13 23:45:00,6.3e-07 W / m2
55,2015-07-14 03:57:00,2015-07-14,B6.2,"(0, 0)",0,2015-07-14 03:54:00,2015-07-14 03:47:00,6.2e-07 W / m2
56,2015-07-14 09:19:00,2015-07-14,B9.0,"(0, 0)",0,2015-07-14 05:52:00,2015-07-14 04:47:00,9e-07 W / m2
57,2015-07-14 09:27:00,2015-07-14,C1.0,"(59, 15)",12381,2015-07-14 09:25:00,2015-07-14 09:20:00,1e-06 W / m2
58,2015-07-14 12:28:00,2015-07-14,C1.2,"(0, 0)",12387,2015-07-14 12:10:00,2015-07-14 12:03:00,1.2e-06 W / m2
59,2015-07-14 16:12:00,2015-07-14,B8.1,"(0, 0)",12387,2015-07-14 16:00:00,2015-07-14 15:44:00,8.1e-07 W / m2
60,2015-07-14 17:34:00,2015-07-14,B7.1,"(0, 0)",12387,2015-07-14 17:27:00,2015-07-14 17:23:00,7.1e-07 W / m2
61,2015-07-16 21:20:00,2015-07-16,B5.8,"(0, 0)",12387,2015-07-16 21:11:00,2015-07-16 21:00:00,5.8e-07 W / m2
62,2015-07-17 16:05:00,2015-07-17,B5.1,"(-54, 19)",12387,2015-07-17 15:59:00,2015-07-17 15:53:00,5.1e-07 W / m2
63,2015-07-18 14:52:00,2015-07-18,C1.8,"(0, 0)",12388,2015-07-18 14:42:00,2015-07-18 14:28:00,1.8e-06 W / m2
64,2015-07-19 13:02:00,2015-07-19,C2.1,"(0, 0)",0,2015-07-19 10:40:00,2015-07-19 09:22:00,2.1e-06 W / m2
65,2015-07-20 05:05:00,2015-07-20,B6.4,"(0, 0)",12388,2015-07-20 04:52:00,2015-07-20 04:32:00,6.4e-07 W / m2
66,2015-07-21 06:20:00,2015-07-21,B5.3,"(0, 0)",12384,2015-07-21 05:47:00,2015-07-21 05:23:00,5.3e-07 W / m2
67,2015-07-21 12:25:00,2015-07-21,B2.9,"(0, 0)",12387,2015-07-21 12:20:00,2015-07-21 12:16:00,2.9e-07 W / m2
68,2015-07-22 04:01:00,2015-07-22,B2.4,"(0, 0)",12386,2015-07-22 03:57:00,2015-07-22 03:54:00,2.4e-07 W / m2
69,2015-07-24 03:15:00,2015-07-24,C1.0,"(0, 0)",12389,2015-07-24 03:12:00,2015-07-24 03:07:00,1e-06 W / m2
70,2015-07-24 03:51:00,2015-07-24,B4.0,"(0, 0)",0,2015-07-24 03:48:00,2015-07-24 03:42:00,4e-07 W / m2
71,2015-07-24 05:38:00,2015-07-24,B4.9,"(0, 0)",12389,2015-07-24 05:17:00,2015-07-24 05:02:00,4.9e-07 W / m2
72,2015-07-24 08:47:00,2015-07-24,B5.2,"(0, 0)",12389,2015-07-24 08:23:00,2015-07-24 08:05:00,5.2e-07 W / m2
73,2015-07-24 09:56:00,2015-07-24,B4.6,"(0, 0)",12389,2015-07-24 09:52:00,2015-07-24 09:47:00,4.6e-07 W / m2
74,2015-07-24 14:49:00,2015-07-24,C2.0,"(-70, -14)",12389,2015-07-24 14:44:00,2015-07-24 14:35:00,2e-06 W / m2
75,2015-07-24 18:00:00,2015-07-24,C2.6,"(-67, -14)",12389,2015-07-24 17:55:00,2015-07-24 17:49:00,2.6e-06 W / m2
76,2015-07-24 20:57:00,2015-07-24,B4.6,"(0, 0)",12389,2015-07-24 20:49:00,2015-07-24 20:45:00,4.6e-07 W / m2
77,2015-07-24 23:54:00,2015-07-24,B6.9,"(-62, -11)",12389,2015-07-24 23:39:00,2015-07-24 23:33:00,6.9e-07 W / m2
78,2015-07-26 09:26:00,2015-07-26,B4.0,"(-44, -10)",12389,2015-07-26 09:23:00,2015-07-26 09:20:00,4e-07 W / m2
79,2015-07-26 10:26:00,2015-07-26,B5.8,"(-44, -10)",12389,2015-07-26 10:24:00,2015-07-26 10:20:00,5.8e-07 W / m2
80,2015-07-26 11:39:00,2015-07-26,B6.1,"(0, 0)",12389,2015-07-26 11:37:00,2015-07-26 11:34:00,6.1e-07 W / m2
81,2015-07-26 12:36:00,2015-07-26,C1.1,"(0, 0)",12389,2015-07-26 12:34:00,2015-07-26 12:28:00,1.1e-06 W / m2
82,2015-07-27 03:45:00,2015-07-27,B3.7,"(0, 0)",12390,2015-07-27 03:43:00,2015-07-27 03:40:00,3.7e-07 W / m2
83,2015-07-27 12:43:00,2015-07-27,B3.9,"(0, 0)",12390,2015-07-27 12:39:00,2015-07-27 12:35:00,3.9e-07 W / m2
84,2015-07-28 00:47:00,2015-07-28,B4.3,"(0, 0)",12390,2015-07-28 00:42:00,2015-07-28 00:38:00,4.3e-07 W / m2
85,2015-07-30 23:53:00,2015-07-30,B5.7,"(0, 0)",12393,2015-07-30 23:46:00,2015-07-30 23:28:00,5.7e-07 W / m2
86,2015-07-31 04:08:00,2015-07-31,B5.9,"(0, 0)",12390,2015-07-31 04:02:00,2015-07-31 03:55:00,5.9e-07 W / m2
