,ar_noaanum,event_starttime,event_peaktime,event_endtime,fl_goescls,obs_instrument,obs_title,event_coord1,event_coord2,boundbox_c1ll,boundbox_c1ur,hrc_bbox,hrc_boundcc,hrc_coord,hgc_bbox,hgc_boundcc,hgc_coord,hgc_x,hgc_y,hgs_bbox,hgs_boundcc,hgs_coord,hgs_x,hgs_y,hpc_bbox,hpc_boundcc,hpc_coord,hpc_geom,hpc_radius,hpc_x,hpc_y,hrc_a,hrc_bbox,hrc_boundcc,hrc_coord,hrc_r,flux
0,12253,2014-12-31T23:02:00,2014-12-31T23:39:00,2015-01-01T00:17:00,C1.2,GOES,,0,0,-89.9000015259,89.9000015259,"POLYGON((0.998906 179.899863,0.998906 180.100137,0.998413 359.899867,0.998413 0.100133,0.998906 179.899863))",,POINT(0.0520126403192765 0),"POLYGON((-37.478139 -89.9,142.321861 -89.9,142.321861 89.9,-37.478139 89.9,-37.478139 -89.9))",,POINT(52.421861 0),52.421861,0,"POLYGON((-89.9 -89.9,89.9 -89.9,89.9 89.9,-89.9 89.9,-89.9 -89.9))",,POINT(0 0),0,0,"POLYGON((-1.702578 -974.166,1.702578 -974.166,1.701672 973.686,-1.701672 973.686,-1.702578 -974.166))",,POINT(0 50.72454),,50.7245399999999975,0.0,50.72454,0.0,"POLYGON((0.998906 179.899863,0.998906 180.100137,0.998413 359.899867,0.998413 0.100133,0.998906 179.899863))",,POINT(0.0520126403192765 0),0.0520126403193,1.2e-06 W / m2
1,12253,2015-01-01T04:57:00,2015-01-01T05:07:00,2015-01-01T05:17:00,C2.1,GOES,,-50,-7,-50.5,-49.5,"POLYGON((0.773529 97.254489,0.762421 97.308562,0.762016 95.993401,0.773157 95.958249,0.773529 97.254489))",,POINT(0.76778753872922 96.6283253898737),"POLYGON((-1.32506 -7.5,-0.32506 -7.5,-0.32506 -6.5,-1.32506 -6.5,-1.32506 -7.5))",,POINT(-0.825060000000001 -7),-0.82506,-7,"POLYGON((-50.5 -7.5,-49.5 -7.5,-49.5 -6.5,-50.5 -6.5,-50.5 -7.5))",,POINT(-50 -7),-50,-7,"POLYGON((-748.338 -95.2602,-737.502 -94.5882,-739.086 -77.595,-749.94 -78.2694,-748.338 -95.2602))",,POINT(-743.772 -86.43),010300000001000000050000001904560E2D3088C0EB51B81E852B5DC01904560E2D3088C0D6A3703D0A174CC01904560E2D4C86C0D6A3703D0A174CC01904560E2D4C86C0EB51B81E852B5DC01904560E2D3088C0EB51B81E852B5DC0,748.776958034901099,-743.772,-86.43,96.6283253899,"POLYGON((0.773529 97.254489,0.762421 97.308562,0.762016 95.993401,0.773157 95.958249,0.773529 97.254489))",,POINT(0.76778753872922 96.6283253898737),0.767787538729,2.1e-06 W / m2
2,12253,2015-01-01T07:22:00,2015-01-01T07:30:00,2015-01-01T07:38:00,C2.1,GOES,,-49,-6,-49.5,-48.5,"POLYGON((0.762 95.983371,0.750628 96.021849,0.750365 94.685517,0.761771 94.666986,0.762 95.983371))",,POINT(0.756195760557499 95.3391487493037),"POLYGON((-1.651262 -6.5,-0.651262 -6.5,-0.651262 -5.5,-1.651262 -5.5,-1.651262 -6.5))",,POINT(-1.151262 -6),-1.151262,-6,"POLYGON((-49.5 -6.5,-48.5 -6.5,-48.5 -5.5,-49.5 -5.5,-49.5 -6.5))",,POINT(-49 -6),-49,-6,"POLYGON((-739.086 -77.4642,-728.004 -76.797,-729.342 -59.77722,-740.448 -60.4464,-739.086 -77.4642))",,POINT(-734.274 -68.6226),01030000000100000005000000D578E92631E487C0569FABADD8B758C0D578E92631E487C0AC3E575BB12F43C0D578E926310086C0AC3E575BB12F43C0D578E926310086C0569FABADD8B758C0D578E92631E487C0569FABADD8B758C0,737.473639058888693,-734.274,-68.6226,95.3391487493,"POLYGON((0.762 95.983371,0.750628 96.021849,0.750365 94.685517,0.761771 94.666986,0.762 95.983371))",,POINT(0.756195760557499 95.3391487493037),0.756195760557,2.1e-06 W / m2
3,12253,2015-01-01T19:03:00,2015-01-01T19:05:00,2015-01-01T19:07:00,C1.8,GOES,,-38,-5,-38.5,-37.5,"POLYGON((0.624313 94.98578,0.610609 95.044153,0.610249 93.400293,0.623989 93.378047,0.624313 94.98578))",,POINT(0.617273500258064 94.2017784026904),"POLYGON((2.937268 -5.5,3.937268 -5.5,3.937268 -4.5,2.937268 -4.5,2.937268 -5.5))",,POINT(3.437268 -5),3.437268,-5,"POLYGON((-38.5 -5.5,-37.5 -5.5,-37.5 -4.5,-38.5 -4.5,-38.5 -5.5))",,POINT(-38 -5),-38,-5,"POLYGON((-606.558 -52.91526,-593.1906 -52.3581,-594.0978 -35.29896,-607.488 -35.85786,-606.558 -52.91526))",,POINT(-600.378 -44.10774),010300000001000000050000001A2FDD2406AF83C0261E5036E56652C01A2FDD2406AF83C02AF180B229372DC01A2FDD2406D781C02AF180B229372DC01A2FDD2406D781C0261E5036E56652C01A2FDD2406AF83C0261E5036E56652C0,601.996042854026996,-600.378,-44.10774,94.2017784027,"POLYGON((0.624313 94.98578,0.610609 95.044153,0.610249 93.400293,0.623989 93.378047,0.624313 94.98578))",,POINT(0.617273500258064 94.2017784026904),0.617273500258,1.8e-06 W / m2
4,12253,2015-01-02T04:33:00,2015-01-02T04:36:00,2015-01-02T04:38:00,B7.0,GOES,,0,0,-89.9000015259,89.9000015259,"POLYGON((0.998779 179.899849,0.998779 180.100151,0.998269 359.899853,0.998269 0.100147,0.998779 179.899849))",,POINT(0.0545291969939212 0),"POLYGON((-53.67601 -89.9,126.12399 -89.9,126.12399 89.9,-53.67601 89.9,-53.67601 -89.9))",,POINT(36.22399 0),36.22399,0,"POLYGON((-89.9 -89.9,89.9 -89.9,89.9 89.9,-89.9 89.9,-89.9 -89.9))",,POINT(0 0),0,0,"POLYGON((-1.702632 -974.064,1.702632 -974.064,1.70169 973.566,-1.70169 973.566,-1.702632 -974.064))",,POINT(0 53.17992),,53.1799200000000027,0.0,53.17992,0.0,"POLYGON((0.998779 179.899849,0.998779 180.100151,0.998269 359.899853,0.998269 0.100147,0.998779 179.899849))",,POINT(0.0545291969939212 0),0.0545291969939,7e-07 W / m2
5,12253,2015-01-02T09:50:00,2015-01-02T09:53:00,2015-01-02T09:55:00,B9.3,GOES,,-33,-5,-33.5,-32.5,"POLYGON((0.55388 95.229555,0.53929 95.316216,0.538771 93.454683,0.553402 93.417079,0.55388 95.229555))",,POINT(0.546307220965932 94.3540461444017),"POLYGON((-0.175308 -5.5,0.824692 -5.5,0.824692 -4.5,-0.175308 -4.5,-0.175308 -5.5))",,POINT(0.324691999999999 -5),0.324692,-5,"POLYGON((-33.5 -5.5,-32.5 -5.5,-32.5 -4.5,-33.5 -4.5,-33.5 -5.5))",,POINT(-33 -5),-33,-5,"POLYGON((-537.9276 -49.23504,-523.6848 -48.73026,-524.4864 -31.6626,-538.7502 -32.16882,-537.9276 -49.23504))",,POINT(-531.2532 -40.44912),01030000000100000005000000C7BAB88D066281C0B0FECF61BE5C50C0C7BAB88D066281C084F57F0EF3E52EC08E75711B0DA47FC084F57F0EF3E52EC08E75711B0DA47FC0B0FECF61BE5C50C0C7BAB88D066281C0B0FECF61BE5C50C0,532.790853730630715,-531.2532,-40.44912,94.3540461444,"POLYGON((0.55388 95.229555,0.53929 95.316216,0.538771 93.454683,0.553402 93.417079,0.55388 95.229555))",,POINT(0.546307220965932 94.3540461444017),0.546307220966,9.3e-07 W / m2
6,12253,2015-01-02T14:05:00,2015-01-02T14:08:00,2015-01-02T14:11:00,B9.7,GOES,,0,0,-89.9000015259,89.9000015259,"POLYGON((0.998744 179.899845,0.998744 180.100155,0.998221 359.899849,0.998221 0.100151,0.998744 179.899845))",,POINT(0.055336464851537 0),"POLYGON((-58.907542 -89.9,120.892458 -89.9,120.892458 89.9,-58.907542 89.9,-58.907542 -89.9))",,POINT(30.992458 0),30.992458,0,"POLYGON((-89.9 -89.9,89.9 -89.9,89.9 89.9,-89.9 89.9,-89.9 -89.9))",,POINT(0 0),0,0,"POLYGON((-1.70265 -974.034,1.70265 -974.034,1.70169 973.524,-1.70169 973.524,-1.70265 -974.034))",,POINT(0 53.96748),,53.9674800000000019,0.0,53.96748,0.0,"POLYGON((0.998744 179.899845,0.998744 180.100155,0.998221 359.899849,0.998221 0.100151,0.998744 179.899845))",,POINT(0.055336464851537 0),0.0553364648515,9.7e-07 W / m2
7,12253,2015-01-02T14:12:00,2015-01-02T14:15:00,2015-01-02T14:17:00,C1.0,GOES,,-27,-4,-27.5,-26.5,"POLYGON((0.463224 93.682915,0.447677 93.755094,0.447417 91.511364,0.462994 91.514609,0.463224 93.682915))",,POINT(0.455278244703041 92.6156678346055),"POLYGON((3.428436 -4.5,4.428436 -4.5,4.428436 -3.5,3.428436 -3.5,3.428436 -4.5))",,POINT(3.928436 -4),3.928436,-4,"POLYGON((-27.5 -4.5,-26.5 -4.5,-26.5 -3.5,-27.5 -3.5,-27.5 -4.5))",,POINT(-27 -4),-27,-4,"POLYGON((-450.831 -29.01894,-435.6642 -28.59384,-436.1964 -11.50878,-451.3818 -11.93502,-450.831 -29.01894))",,POINT(-443.5524 -20.26314),01030000000100000005000000F8E461A1D6707DC07E224F92AEE147C0F8E461A1D6707DC01CEC866D8BF21C40F8E461A1D6007AC01CEC866D8BF21C40F8E461A1D6007AC07E224F92AEE147C0F8E461A1D6707DC07E224F92AEE147C0,444.015006940553349,-443.5524,-20.26314,92.6156678346,"POLYGON((0.463224 93.682915,0.447677 93.755094,0.447417 91.511364,0.462994 91.514609,0.463224 93.682915))",,POINT(0.455278244703041 92.6156678346055),0.455278244703,1e-06 W / m2
8,12248,2015-01-02T19:35:00,2015-01-02T19:38:00,2015-01-02T19:39:00,C1.1,GOES,,0,0,-89.9000015259,89.9000015259,"POLYGON((0.998717 179.899842,0.998717 180.100158,0.998194 359.899846,0.998194 0.100154,0.998717 179.899842))",,POINT(0.0558009451911461 0),"POLYGON((-61.925717 -89.9,117.874283 -89.9,117.874283 89.9,-61.925717 89.9,-61.925717 -89.9))",,POINT(27.974283 0),27.974283,0,"POLYGON((-89.9 -89.9,89.9 -89.9,89.9 89.9,-89.9 89.9,-89.9 -89.9))",,POINT(0 0),0,0,"POLYGON((-1.702656 -974.01,1.702656 -974.01,1.70169 973.5,-1.70169 973.5,-1.702656 -974.01))",,POINT(0 54.4206),,54.4206000000000003,0.0,54.4206,0.0,"POLYGON((0.998717 179.899842,0.998717 180.100158,0.998194 359.899846,0.998194 0.100154,0.998717 179.899842))",,POINT(0.0558009451911461 0),0.0558009451911,1.1e-06 W / m2
9,12256,2015-01-02T19:47:00,2015-01-02T19:48:00,2015-01-02T19:49:00,C1.2,GOES,,0,0,-89.9000015259,89.9000015259,"POLYGON((0.998717 179.899842,0.998717 180.100158,0.998194 359.899846,0.998194 0.100154,0.998717 179.899842))",,POINT(0.0558177976029915 0),"POLYGON((-62.035468 -89.9,117.764532 -89.9,117.764532 89.9,-62.035468 89.9,-62.035468 -89.9))",,POINT(27.864532 0),27.864532,0,"POLYGON((-89.9 -89.9,89.9 -89.9,89.9 89.9,-89.9 89.9,-89.9 -89.9))",,POINT(0 0),0,0,"POLYGON((-1.702656 -974.01,1.702656 -974.01,1.70169 973.5,-1.70169 973.5,-1.702656 -974.01))",,POINT(0 54.43704),,54.4370399999999961,0.0,54.43704,0.0,"POLYGON((0.998717 179.899842,0.998717 180.100158,0.998194 359.899846,0.998194 0.100154,0.998717 179.899842))",,POINT(0.0558177976029915 0),0.055817797603,1.2e-06 W / m2
