,ar_noaanum,event_starttime,event_peaktime,event_endtime,fl_goescls,obs_instrument,obs_title,event_coord1,event_coord2,boundbox_c1ll,boundbox_c1ur,hrc_bbox,hrc_boundcc,hrc_coord,hgc_bbox,hgc_boundcc,hgc_coord,hgc_x,hgc_y,hgs_bbox,hgs_boundcc,hgs_coord,hgs_x,hgs_y,hpc_bbox,hpc_boundcc,hpc_coord,hpc_geom,hpc_radius,hpc_x,hpc_y,hrc_a,hrc_bbox,hrc_boundcc,hrc_coord,hrc_r,flux
0,12079,2014-06-01T01:27:00,2014-06-01T01:37:00,2014-06-01T01:49:00,C2.4,GOES,,-72,9,-72.5,-71.5,"POLYGON((0.956608 80.882933,0.951437 80.820217,0.951787 79.770091,0.95692 79.838286,0.956608 80.882933))",,POINT(0.95421627025099 80.3282200440544),"POLYGON((-75.50816 8.5,-74.50816 8.5,-74.50816 9.5,-75.50816 9.5,-75.50816 8.5))",,POINT(-75.00816 9),-75.00816,9,"POLYGON((-72.5 8.5,-71.5 8.5,-71.5 9.5,-72.5 9.5,-72.5 8.5))",,POINT(-72 9),-72,9,"POLYGON((-893.28 143.3532,-888.294 143.5506,-885.84 159.8652,-890.808 159.6672,-893.28 143.3532))",,POINT(-889.62 151.6146),01030000000100000005000000295C8FC2F5C48CC0C8073D9B55275E40295C8FC2F5C48CC0E4839ECDAAD36640295C8FC2F5D48AC0E4839ECDAAD36640295C8FC2F5D48AC0C8073D9B55275E40295C8FC2F5C48CC0C8073D9B55275E40,902.447079519436443,-889.62,151.6146,80.3282200441,"POLYGON((0.956608 80.882933,0.951437 80.820217,0.951787 79.770091,0.95692 79.838286,0.956608 80.882933))",,POINT(0.95421627025099 80.3282200440544),0.954216270251,2.4e-06 W / m2
1,12073,2014-06-01T03:46:00,2014-06-01T03:55:00,2014-06-01T04:06:00,B8.0,GOES,,71,-12,70.5,71.5,"POLYGON((0.945954 256.993399,0.951341 257.057546,0.951033 258.108677,0.945608 258.05038,0.945954 256.993399))",,POINT(0.948515098833451 257.5529676014),"POLYGON((66.21444 -12.5,67.21444 -12.5,67.21444 -11.5,66.21444 -11.5,66.21444 -12.5))",,POINT(66.71444 -12),66.71444,-12,"POLYGON((70.5 -12.5,71.5 -12.5,71.5 -11.5,70.5 -11.5,70.5 -12.5))",,POINT(71 -12),71,-12,"POLYGON((871.668 -201.3462,876.858 -201.5112,880.122 -185.3316,874.914 -185.1648,871.668 -201.3462))",,POINT(875.958 -193.3458),010300000001000000050000008B6CE7FBA9978A409E5E29CB104B6BC08B6CE7FBA9978A409E5E29CB100B65C08B6CE7FBA9278C409E5E29CB100B65C08B6CE7FBA9278C409E5E29CB104B6BC08B6CE7FBA9978A409E5E29CB104B6BC0,897.042371430491471,875.958,-193.3458,257.552967601,"POLYGON((0.945954 256.993399,0.951341 257.057546,0.951033 258.108677,0.945608 258.05038,0.945954 256.993399))",,POINT(0.948515098833451 257.5529676014),0.948515098833,8e-07 W / m2
2,12077,2014-06-01T11:41:00,2014-06-01T11:53:00,2014-06-01T12:00:00,C1.2,GOES,,0,0,-90.0,90.0,"POLYGON((0.99999 180.000005,0.99999 179.999995,0.999889 0,0.999889 0,0.99999 180.000005))",,POINT(0.011162736930954 0),"POLYGON((-98.55078 -89.9,81.24922 -89.9,81.24922 89.9,-98.55078 89.9,-98.55078 -89.9))",,POINT(-8.65078 0),-8.65078,0,"POLYGON((-89.9 -89.9,89.9 -89.9,89.9 89.9,-89.9 89.9,-89.9 -89.9))",,POINT(0 0),0,0,"POLYGON((8.3e-05 -945.678,-8.3e-05 -945.678,0 945.582,-0 945.582,8.3e-05 -945.678))",,POINT(0 10.55646),,10.5564599999999995,0.0,10.55646,0.0,"POLYGON((0.99999 180.000005,0.99999 179.999995,0.999889 0,0.999889 0,0.99999 180.000005))",,POINT(0.011162736930954 0),0.011162736931,1.2e-06 W / m2
3,12077,2014-06-01T14:49:00,2014-06-01T14:54:00,2014-06-01T15:00:00,B4.9,GOES,,0,0,-90.0,90.0,"POLYGON((0.99999 180.000005,0.99999 179.999995,0.999889 0,0.999889 0,0.99999 180.000005))",,POINT(0.0108868278914386 0),"POLYGON((-100.2785 -89.9,79.5215 -89.9,79.5215 89.9,-100.2785 89.9,-100.2785 -89.9))",,POINT(-10.3785 0),-10.3785,0,"POLYGON((-89.9 -89.9,89.9 -89.9,89.9 89.9,-89.9 89.9,-89.9 -89.9))",,POINT(0 0),0,0,"POLYGON((8.3e-05 -945.66,-8.3e-05 -945.66,0 945.564,-0 945.564,8.3e-05 -945.66))",,POINT(0 10.29534),,10.2953399999999995,0.0,10.29534,0.0,"POLYGON((0.99999 180.000005,0.99999 179.999995,0.999889 0,0.999889 0,0.99999 180.000005))",,POINT(0.0108868278914386 0),0.0108868278914,4.9e-07 W / m2
4,12077,2014-06-02T07:27:00,2014-06-02T07:31:00,2014-06-02T07:34:00,B3.9,GOES,,0,0,-90.0,90.0,"POLYGON((1.000001 180.000005,1.000001 179.999995,0.999912 0,0.999912 0,1.000001 180.000005))",,POINT(0.00942156858774073 0),"POLYGON((-109.45021 -89.9,70.34979 -89.9,70.34979 89.9,-109.45021 89.9,-109.45021 -89.9))",,POINT(-19.55021 0),-19.55021,0,"POLYGON((-89.9 -89.9,89.9 -89.9,89.9 89.9,-89.9 89.9,-89.9 -89.9))",,POINT(0 0),0,0,"POLYGON((8.3e-05 -945.576,-8.3e-05 -945.576,0 945.492,-0 945.492,8.3e-05 -945.576))",,POINT(0 8.9088),,8.90879999999999939,0.0,8.9088,0.0,"POLYGON((1.000001 180.000005,1.000001 179.999995,0.999912 0,0.999912 0,1.000001 180.000005))",,POINT(0.00942156858774073 0),0.00942156858774,3.9e-07 W / m2
5,0,2014-06-02T23:29:00,2014-06-02T23:32:00,2014-06-02T23:35:00,B4.5,GOES,,0,0,-90.0,90.0,"POLYGON((1.000006 180.000005,1.000006 179.999995,0.99993 0,0.99993 0,1.000006 180.000005))",,POINT(0.00800832435223961 0),"POLYGON((-118.29123 -89.9,61.50877 -89.9,61.50877 89.9,-118.29123 89.9,-118.29123 -89.9))",,POINT(-28.39123 0),-28.39123,0,"POLYGON((-89.9 -89.9,89.9 -89.9,89.9 89.9,-89.9 89.9,-89.9 -89.9))",,POINT(0 0),0,0,"POLYGON((8.3e-05 -945.492,-8.3e-05 -945.492,0 945.42,-0 945.42,8.3e-05 -945.492))",,POINT(0 7.57176),,7.57176000000000027,0.0,7.57176,0.0,"POLYGON((1.000006 180.000005,1.000006 179.999995,0.99993 0,0.99993 0,1.000006 180.000005))",,POINT(0.00800832435223961 0),0.00800832435224,4.5e-07 W / m2
6,12077,2014-06-03T03:58:00,2014-06-03T04:09:00,2014-06-03T04:17:00,M1.3,GOES,,-30,-5,-30.5,-29.5,"POLYGON((0.51507 100.028934,0.500212 100.322817,0.498125 98.330421,0.513088 98.093001,0.51507 100.028934))",,POINT(0.506586168454895 99.1934384937283),"POLYGON((-61.36343 -5.5,-60.36343 -5.5,-60.36343 -4.5,-61.36343 -4.5,-61.36343 -5.5))",,POINT(-60.86343 -5),-60.86343,-5,"POLYGON((-30.5 -5.5,-29.5 -5.5,-29.5 -4.5,-30.5 -4.5,-30.5 -5.5))",,POINT(-30 -5),-30,-5,"POLYGON((-479.538 -84.8052,-465.276 -84.7464,-465.9894 -68.2332,-480.2736 -68.2932,-479.538 -84.8052))",,POINT(-472.8054 -76.5222),0103000000010000000500000030BB270F0B8080C07AA52C431C7760C030BB270F0B8080C06CC5FEB27B5235C0FA0FE9B7AF197AC06CC5FEB27B5235C0FA0FE9B7AF197AC07AA52C431C7760C030BB270F0B8080C07AA52C431C7760C0,478.957820023851411,-472.8054,-76.5222,99.1934384937,"POLYGON((0.51507 100.028934,0.500212 100.322817,0.498125 98.330421,0.513088 98.093001,0.51507 100.028934))",,POINT(0.506586168454895 99.1934384937283),0.506586168455,1.3e-05 W / m2
7,12077,2014-06-03T17:55:00,2014-06-03T18:02:00,2014-06-03T18:07:00,B7.6,GOES,,0,0,-90.0,90.0,"POLYGON((1.00001 180.000005,1.00001 179.999995,0.999953 0,0.999953 0,1.00001 180.000005))",,POINT(0.00638278616454146 0),"POLYGON((-128.4558 -89.9,51.3442 -89.9,51.3442 89.9,-128.4558 89.9,-128.4558 -89.9))",,POINT(-38.5558 0),-38.5558,0,"POLYGON((-89.9 -89.9,89.9 -89.9,89.9 89.9,-89.9 89.9,-89.9 -89.9))",,POINT(0 0),0,0,"POLYGON((8.3e-05 -945.396,-8.3e-05 -945.396,0 945.342,-0 945.342,8.3e-05 -945.396))",,POINT(0 6.0342),,6.03420000000000023,0.0,6.0342,0.0,"POLYGON((1.00001 180.000005,1.00001 179.999995,0.999953 0,0.999953 0,1.00001 180.000005))",,POINT(0.00638278616454146 0),0.00638278616454,7.6e-07 W / m2
8,12077,2014-06-03T20:58:00,2014-06-03T21:03:00,2014-06-03T21:07:00,B5.7,GOES,,0,0,-90.0,90.0,"POLYGON((1.000008 180.000005,1.000008 179.999995,0.999951 0,0.999951 0,1.000008 180.000005))",,POINT(0.00611371874309398 0),"POLYGON((-130.13766 -89.9,49.66234 -89.9,49.66234 89.9,-130.13766 89.9,-130.13766 -89.9))",,POINT(-40.23766 0),-40.23766,0,"POLYGON((-89.9 -89.9,89.9 -89.9,89.9 89.9,-89.9 89.9,-89.9 -89.9))",,POINT(0 0),0,0,"POLYGON((8.3e-05 -945.378,-8.3e-05 -945.378,0 945.324,-0 945.324,8.3e-05 -945.378))",,POINT(0 5.779728),,5.77972800000000042,0.0,5.779728,0.0,"POLYGON((1.000008 180.000005,1.000008 179.999995,0.999951 0,0.999951 0,1.000008 180.000005))",,POINT(0.00611371874309398 0),0.00611371874309,5.7e-07 W / m2
9,12077,2014-06-04T01:27:00,2014-06-04T01:36:00,2014-06-04T01:41:00,C2.1,GOES,,0,0,-90.0,90.0,"POLYGON((1.000008 180.000005,1.000008 179.999995,0.999957 0,0.999957 0,1.000008 180.000005))",,POINT(0.00571822059790075 0),"POLYGON((-132.60991 -89.9,47.19009 -89.9,47.19009 89.9,-132.60991 89.9,-132.60991 -89.9))",,POINT(-42.70991 0),-42.70991,0,"POLYGON((-89.9 -89.9,89.9 -89.9,89.9 89.9,-89.9 89.9,-89.9 -89.9))",,POINT(0 0),0,0,"POLYGON((8.3e-05 -945.354,-8.3e-05 -945.354,0 945.306,-0 945.306,8.3e-05 -945.354))",,POINT(0 5.4057),,5.40569999999999951,0.0,5.4057,0.0,"POLYGON((1.000008 180.000005,1.000008 179.999995,0.999957 0,0.999957 0,1.000008 180.000005))",,POINT(0.00571822059790075 0),0.0057182205979,2.1e-06 W / m2
