,ar_noaanum,event_starttime,event_peaktime,event_endtime,fl_goescls,obs_instrument,obs_title,event_coord1,event_coord2,boundbox_c1ll,boundbox_c1ur,hrc_bbox,hrc_boundcc,hrc_coord,hgc_bbox,hgc_boundcc,hgc_coord,hgc_x,hgc_y,hgs_bbox,hgs_boundcc,hgs_coord,hgs_x,hgs_y,hpc_bbox,hpc_boundcc,hpc_coord,hpc_geom,hpc_radius,hpc_x,hpc_y,hrc_a,hrc_bbox,hrc_boundcc,hrc_coord,hrc_r,flux
0,11993,2014-03-01T00:55:00,2014-03-01T00:59:00,2014-03-01T01:02:00,C4.3,GOES,,-34,16,-34.5,-33.5,"POLYGON((0.658865 56.237716,0.647979 55.462952,0.655117 54.163671,0.665747 54.947511,0.658865 56.237716))",,POINT(0.656914015267089 55.2034409115593),"POLYGON((97.5386 15.5,98.5386 15.5,98.5386 16.5,97.5386 16.5,97.5386 15.5))",,POINT(98.0386 16),98.0386,16,"POLYGON((-34.5 15.5,-33.5 15.5,-33.5 16.5,-34.5 16.5,-34.5 15.5))",,POINT(-34 16),-34,16,"POLYGON((-530.1486 354.3984,-516.6288 355.5612,-514.0344 371.229,-527.487 370.071,-530.1486 354.3984))",,POINT(-522.1146 362.8326),01030000000100000005000000F9A067B3EA6E81C064AA605452717440F9A067B3EA6E81C064AA605452E97840F241CF66D5657EC064AA605452E97840F241CF66D5657EC064AA605452717440F9A067B3EA6E81C064AA605452717440,635.807479631940168,-522.1146,362.8326,55.2034409116,"POLYGON((0.658865 56.237716,0.647979 55.462952,0.655117 54.163671,0.665747 54.947511,0.658865 56.237716))",,POINT(0.656914015267089 55.2034409115593),0.656914015267,4.3e-06 W / m2
1,11991,2014-03-01T04:33:00,2014-03-01T04:36:00,2014-03-01T04:38:00,C1.9,GOES,,0,0,-90.0,90.0,"POLYGON((0.992662 180.000005,0.992662 179.999995,0.991496 0,0.991496 0,0.992662 180.000005))",,POINT(0.126216843009855 0),"POLYGON((40.14442 -89.9,-140.05558 -89.9,-140.05558 89.9,40.14442 89.9,40.14442 -89.9))",,POINT(130.04442 0),130.04442,0,"POLYGON((-89.9 -89.9,89.9 -89.9,89.9 89.9,-89.9 89.9,-89.9 -89.9))",,POINT(0 0),0,0,"POLYGON((8.5e-05 -960.732,-8.5e-05 -960.732,0 959.604,-0 959.604,8.5e-05 -960.732))",,POINT(0 122.157),,122.157000000000011,0.0,122.157,0.0,"POLYGON((0.992662 180.000005,0.992662 179.999995,0.991496 0,0.991496 0,0.992662 180.000005))",,POINT(0.126216843009855 0),0.12621684301,1.9e-06 W / m2
2,11982,2014-03-01T13:18:00,2014-03-01T13:33:00,2014-03-01T13:40:00,M1.1,GOES,,0,0,-90.0,90.0,"POLYGON((0.992651 180.000005,0.992651 179.999995,0.991485 0,0.991485 0,0.992651 180.000005))",,POINT(0.126291338134197 0),"POLYGON((35.34189 -89.9,-144.85811 -89.9,-144.85811 89.9,35.34189 89.9,35.34189 -89.9))",,POINT(125.24189 0),125.24189,0,"POLYGON((-89.9 -89.9,89.9 -89.9,89.9 89.9,-89.9 89.9,-89.9 -89.9))",,POINT(0 0),0,0,"POLYGON((8.5e-05 -960.636,-8.5e-05 -960.636,0 959.508,-0 959.508,8.5e-05 -960.636))",,POINT(0 122.2182),,122.21820000000001,0.0,122.2182,0.0,"POLYGON((0.992651 180.000005,0.992651 179.999995,0.991485 0,0.991485 0,0.992651 180.000005))",,POINT(0.126291338134197 0),0.126291338134,1.1e-05 W / m2
3,11987,2014-03-01T15:40:00,2014-03-01T16:00:00,2014-03-01T16:09:00,C3.1,GOES,,22,-2,1.0,1.0,"POLYGON((0.144731 353.042682,0.144731 353.042682,0.144731 353.042682,0.144731 353.042682,0.144731 353.042682))",,POINT(0.384896674586662 282.335979474904),"POLYGON((124.94291 1,124.94291 1,124.94291 1,124.94291 1,124.94291 1))",,POINT(145.94291 -2),145.94291,-2,"POLYGON((1 1,1 1,1 1,1 1,1 1))",,POINT(22 -2),22,-2,"POLYGON((16.96542 139.0284,16.96542 139.0284,16.96542 139.0284,16.96542 139.0284,16.96542 139.0284))",,POINT(363.8742 79.5768),010300000001000000050000009CA223B9FCB17440982A1895D46947409CA223B9FCB174404C158C4AEA145C409CA223B9FCC978404C158C4AEA145C409CA223B9FCC97840982A1895D46947409CA223B9FCB17440982A1895D4694740,372.474026643308321,363.8742,79.5768,282.335979475,"POLYGON((0.144731 353.042682,0.144731 353.042682,0.144731 353.042682,0.144731 353.042682,0.144731 353.042682))",,POINT(0.384896674586662 282.335979474904),0.384896674587,3.1e-06 W / m2
4,11982,2014-03-02T00:03:00,2014-03-02T00:12:00,2014-03-02T00:19:00,C8.7,GOES,,-17,15,-17.5,-16.5,"POLYGON((0.468467 38.611865,0.459025 36.980358,0.471339 35.667086,0.48043 37.275272,0.468467 38.611865))",,POINT(0.469765193529581 37.1337772375944),"POLYGON((101.84156 14.5,102.84156 14.5,102.84156 15.5,101.84156 15.5,101.84156 14.5))",,POINT(102.34156 15),102.34156,15,"POLYGON((-17.5 14.5,-16.5 14.5,-16.5 15.5,-17.5 15.5,-17.5 14.5))",,POINT(-17 15),-17,15,"POLYGON((-282.8832 354.2112,-267.1878 354.8232,-265.9332 370.5342,-281.5548 369.9246,-282.8832 354.2112))",,POINT(-274.4106 362.3916),01030000000100000005000000CD3B4ED1911274C0D1915CFE43BA7340CD3B4ED1911274C0D1915CFE439279409A779CA223756CC0D1915CFE439279409A779CA223756CC0D1915CFE43BA7340CD3B4ED1911274C0D1915CFE43BA7340,454.564460932572217,-274.4106,362.3916,37.1337772376,"POLYGON((0.468467 38.611865,0.459025 36.980358,0.471339 35.667086,0.48043 37.275272,0.468467 38.611865))",,POINT(0.469765193529581 37.1337772375944),0.46976519353,8.7e-06 W / m2
5,11982,2014-03-02T01:56:00,2014-03-02T01:59:00,2014-03-02T02:03:00,C2.1,GOES,,0,0,-89.9000015259,89.9000015259,"POLYGON((0.992644 179.899196,0.992644 180.100804,0.991472 359.8992,0.991472 0.1008,0.992644 179.899196))",,POINT(0.126389484535107 0),"POLYGON((28.40785 -89.9,-151.79215 -89.9,-151.79215 89.9,28.40785 89.9,28.40785 -89.9))",,POINT(118.30785 0),118.30785,0,"POLYGON((-89.9 -89.9,89.9 -89.9,89.9 89.9,-89.9 89.9,-89.9 -89.9))",,POINT(0 0),0,0,"POLYGON((-1.68987 -960.504,1.68987 -960.504,1.687806 959.37,-1.687806 959.37,-1.68987 -960.504))",,POINT(0 122.2974),,122.297399999999996,0.0,122.2974,0.0,"POLYGON((0.992644 179.899196,0.992644 180.100804,0.991472 359.8992,0.991472 0.1008,0.992644 179.899196))",,POINT(0.126389484535107 0),0.126389484535,2.1e-06 W / m2
6,11982,2014-03-02T03:27:00,2014-03-02T03:53:00,2014-03-02T04:18:00,C3.7,GOES,,0,0,-90.0,90.0,"POLYGON((0.992639 180.000005,0.992639 179.999995,0.991467 0,0.991467 0,0.992639 180.000005))",,POINT(0.126400746434345 0),"POLYGON((27.57539 -89.9,-152.62461 -89.9,-152.62461 89.9,27.57539 89.9,27.57539 -89.9))",,POINT(117.47539 0),117.47539,0,"POLYGON((-89.9 -89.9,89.9 -89.9,89.9 89.9,-89.9 89.9,-89.9 -89.9))",,POINT(0 0),0,0,"POLYGON((8.5e-05 -960.486,-8.5e-05 -960.486,0 959.352,-0 959.352,8.5e-05 -960.486))",,POINT(0 122.3064),,122.306399999999996,0.0,122.3064,0.0,"POLYGON((0.992639 180.000005,0.992639 179.999995,0.991467 0,0.991467 0,0.992639 180.000005))",,POINT(0.126400746434345 0),0.126400746434,3.7e-06 W / m2
7,11991,2014-03-02T11:55:00,2014-03-02T12:05:00,2014-03-02T12:14:00,C2.4,GOES,,0,0,-90.0,90.0,"POLYGON((0.992632 180.000005,0.992632 179.999995,0.99146 0,0.99146 0,0.992632 180.000005))",,POINT(0.126459455546715 0),"POLYGON((22.92822 -89.9,-157.27178 -89.9,-157.27178 89.9,22.92822 89.9,22.92822 -89.9))",,POINT(112.82822 0),112.82822,0,"POLYGON((-89.9 -89.9,89.9 -89.9,89.9 89.9,-89.9 89.9,-89.9 -89.9))",,POINT(0 0),0,0,"POLYGON((8.5e-05 -960.396,-8.5e-05 -960.396,0 959.262,-0 959.262,8.5e-05 -960.396))",,POINT(0 122.3526),,122.35260000000001,0.0,122.3526,0.0,"POLYGON((0.992632 180.000005,0.992632 179.999995,0.99146 0,0.99146 0,0.992632 180.000005))",,POINT(0.126459455546715 0),0.126459455547,2.4e-06 W / m2
8,11990,2014-03-02T12:45:00,2014-03-02T12:53:00,2014-03-02T13:13:00,C2.5,GOES,,-33,-11,-33.5,-32.5,"POLYGON((0.551287 99.954369,0.536926 100.09625,0.535927 98.228843,0.550374 98.135297,0.551287 99.954369))",,POINT(0.543598307376487 99.1029712219705),"POLYGON((78.87082 -11.5,79.87082 -11.5,79.87082 -10.5,78.87082 -10.5,78.87082 -11.5))",,POINT(79.37082 -11),79.37082,-11,"POLYGON((-33.5 -11.5,-32.5 -11.5,-32.5 -10.5,-33.5 -10.5,-33.5 -11.5))",,POINT(-33 -11),-33,-11,"POLYGON((-525.3498 -92.202,-511.44 -91.0668,-513.1794 -74.214,-527.1366 -75.354,-525.3498 -92.202))",,POINT(-519.3162 -83.2086),01030000000100000005000000F697DD93873481C0857CD0B3599D5CC0F697DD93873481C00AF9A067B3FA49C0EC2FBB270F817EC00AF9A067B3FA49C0EC2FBB270F817EC0857CD0B3599D5CC0F697DD93873481C0857CD0B3599D5CC0,525.940098011551072,-519.3162,-83.2086,99.102971222,"POLYGON((0.551287 99.954369,0.536926 100.09625,0.535927 98.228843,0.550374 98.135297,0.551287 99.954369))",,POINT(0.543598307376487 99.1029712219705),0.543598307376,2.5e-06 W / m2
9,11987,2014-03-02T15:47:00,2014-03-02T16:45:00,2014-03-02T17:00:00,C2.5,GOES,,22,-2,21.5,22.5,"POLYGON((0.375141 281.388304,0.390904 280.799724,0.394772 283.281833,0.379188 283.967493,0.375141 281.388304))",,POINT(0.384931149994774 282.359588478743),"POLYGON((132.20588 -2.5,133.20588 -2.5,133.20588 -1.5,132.20588 -1.5,132.20588 -2.5))",,POINT(132.70588 -2),132.70588,-2,"POLYGON((21.5 -2.5,22.5 -2.5,22.5 -1.5,21.5 -1.5,21.5 -2.5))",,POINT(22 -2),22,-2,"POLYGON((355.7976 71.6658,371.496 70.8648,371.7198 87.7464,356.0118 88.5492,355.7976 71.6658))",,POINT(363.7842 79.7142),010300000001000000050000005F984C158CC87440D066D5E76A3B48405F984C158CC8744068B3EA73B5BD5B405F984C158CB0784068B3EA73B5BD5B405F984C158CB07840D066D5E76A3B48405F984C158CC87440D066D5E76A3B4840,372.415490885220834,363.7842,79.7142,282.359588479,"POLYGON((0.375141 281.388304,0.390904 280.799724,0.394772 283.281833,0.379188 283.967493,0.375141 281.388304))",,POINT(0.384931149994774 282.359588478743),0.384931149995,2.5e-06 W / m2
