,ar_noaanum,event_starttime,event_peaktime,event_endtime,fl_goescls,obs_instrument,obs_title,event_coord1,event_coord2,event_coord3,event_coordsys,event_coordunit,event_description,boundbox_c1ll,boundbox_c1ur,hrc_bbox,hrc_boundcc,hrc_coord,hgc_bbox,hgc_boundcc,hgc_coord,hgc_x,hgc_y,hgs_bbox,hgs_boundcc,hgs_coord,hgs_x,hgs_y,hpc_bbox,hpc_boundcc,hpc_coord,hpc_geom,hpc_radius,hpc_x,hpc_y,hrc_a,hrc_bbox,hrc_boundcc,hrc_coord,hrc_r,fl_efoldtime,fl_efoldtimeunit,fl_fluence,fl_fluenceunit,fl_halphaclass,fl_peakem,fl_peakemunit,fl_peakflux,fl_peakfluxunit,fl_peaktemp,fl_peaktempunit,flux
0,12510,2016-03-01T00:46:00,2016-03-01T00:52:00,2016-03-01T00:56:00,B6.2,GOES,,0,0,,UTC-HGS-TOPO,degrees,,-89.9000015259,89.9000015259,"POLYGON((0.992654 179.899211,0.992654 180.100789,0.991485 359.899202,0.991485 0.100798,0.992654 179.899211))",,POINT(0.126284857750045 0),"POLYGON((113.91944 -89.9,-66.28056 -89.9,-66.28056 89.9,113.91944 89.9,113.91944 -89.9))",,POINT(-156.18056 0),-156.18056,0,"POLYGON((-89.9 -89.9,89.9 -89.9,89.9 89.9,-89.9 89.9,-89.9 -89.9))",,POINT(0 0),0,0,"POLYGON((-1.689952 -960.69456,1.689952 -960.69456,1.688127 959.56284,-1.688127 959.56284,-1.689952 -960.69456))",,POINT(0 122.21919),,122.219189999999983,0.0,122.21919,0.0,"POLYGON((0.992654 179.899211,0.992654 180.100789,0.991485 359.899202,0.991485 0.100798,0.992654 179.899211))",,POINT(0.126284857750045 0),0.12628485775,,,,,,,,,,,,6.2e-07 W / m2
1,12506,2016-03-01T17:34:00,2016-03-01T17:57:00,2016-03-01T18:03:00,B3.4,GOES,,0,0,,UTC-HGS-TOPO,degrees,,-89.9000015259,89.9000015259,"POLYGON((0.992638 179.89921,0.992638 180.10079,0.991468 359.8992,0.991468 0.1008,0.992638 179.89921))",,POINT(0.126414016238491 0),"POLYGON((104.69843 -89.9,-75.50157 -89.9,-75.50157 89.9,104.69843 89.9,104.69843 -89.9))",,POINT(-165.40157 0),-165.40157,0,"POLYGON((-89.9 -89.9,89.9 -89.9,89.9 89.9,-89.9 89.9,-89.9 -89.9))",,POINT(0 0),0,0,"POLYGON((-1.689654 -960.50916,1.689654 -960.50916,1.687827 959.37666,-1.687827 959.37666,-1.689654 -960.50916))",,POINT(0 122.322528),,122.322528000000005,0.0,122.322528,0.0,"POLYGON((0.992638 179.89921,0.992638 180.10079,0.991468 359.8992,0.991468 0.1008,0.992638 179.89921))",,POINT(0.126414016238491 0),0.126414016238,,,,,,,,,,,,3.4e-07 W / m2
2,12510,2016-03-03T01:36:00,2016-03-03T02:03:00,2016-03-03T02:57:00,B4.6,GOES,,0,0,,UTC-HGS-TOPO,degrees,,-89.9000015259,89.9000015259,"POLYGON((0.992614 179.899207,0.992614 180.100793,0.991443 359.899197,0.991443 0.100803,0.992614 179.899207))",,POINT(0.126607551114288 0),"POLYGON((87.11568 -89.9,-93.08432 -89.9,-93.08432 89.9,87.11568 89.9,87.11568 -89.9))",,POINT(177.01568 0),177.01568,0,"POLYGON((-89.9 -89.9,89.9 -89.9,89.9 89.9,-89.9 89.9,-89.9 -89.9))",,POINT(0 0),0,0,"POLYGON((-1.689079 -960.15876,1.689079 -960.15876,1.687251 959.0253,-1.687251 959.0253,-1.689079 -960.15876))",,POINT(0 122.46804),,122.468040000000002,0.0,122.46804,0.0,"POLYGON((0.992614 179.899207,0.992614 180.100793,0.991443 359.899197,0.991443 0.100803,0.992614 179.899207))",,POINT(0.126607551114288 0),0.126607551114,,,,,,,,,,,,4.6e-07 W / m2
3,12510,2016-03-03T15:19:00,2016-03-03T15:50:00,2016-03-03T16:08:00,B5.2,GOES,,0,0,,UTC-HGS-TOPO,degrees,,-89.9000015259,89.9000015259,"POLYGON((0.992607 179.899206,0.992607 180.100794,0.991435 359.899197,0.991435 0.100803,0.992607 179.899206))",,POINT(0.126669263887297 0),"POLYGON((79.58649 -89.9,-100.61351 -89.9,-100.61351 89.9,79.58649 89.9,79.58649 -89.9))",,POINT(169.48649 0),169.48649,0,"POLYGON((-89.9 -89.9,89.9 -89.9,89.9 89.9,-89.9 89.9,-89.9 -89.9))",,POINT(0 0),0,0,"POLYGON((-1.688831 -960.01014,1.688831 -960.01014,1.687002 958.8765,-1.687002 958.8765,-1.688831 -960.01014))",,POINT(0 122.50971),,122.509709999999984,0.0,122.50971,0.0,"POLYGON((0.992607 179.899206,0.992607 180.100794,0.991435 359.899197,0.991435 0.100803,0.992607 179.899206))",,POINT(0.126669263887297 0),0.126669263887,,,,,,,,,,,,5.2e-07 W / m2
4,12510,2016-03-04T06:15:00,2016-03-04T06:30:00,2016-03-04T06:49:00,B3.0,GOES,,0,0,,UTC-HGS-TOPO,degrees,,-89.9000015259,89.9000015259,"POLYGON((0.9926 179.899206,0.9926 180.100794,0.991428 359.899196,0.991428 0.100804,0.9926 179.899206))",,POINT(0.126722026857005 0),"POLYGON((71.38929 -89.9,-108.81071 -89.9,-108.81071 89.9,71.38929 89.9,71.38929 -89.9))",,POINT(161.28929 0),161.28929,0,"POLYGON((-89.9 -89.9,89.9 -89.9,89.9 89.9,-89.9 89.9,-89.9 -89.9))",,POINT(0 0),0,0,"POLYGON((-1.68856 -959.8494,1.68856 -959.8494,1.686731 958.71564,-1.686731 958.71564,-1.68856 -959.8494))",,POINT(0 122.54103),,122.541029999999992,0.0,122.54103,0.0,"POLYGON((0.9926 179.899206,0.9926 180.100794,0.991428 359.899196,0.991428 0.100804,0.9926 179.899206))",,POINT(0.126722026857005 0),0.126722026857,,,,,,,,,,,,3e-07 W / m2
5,12514,2016-03-04T07:47:00,2016-03-04T07:51:00,2016-03-04T07:54:00,B3.2,GOES,,0,0,,UTC-HGS-TOPO,degrees,,-89.9000015259,89.9000015259,"POLYGON((0.9926 179.899206,0.9926 180.100794,0.991427 359.899196,0.991427 0.100804,0.9926 179.899206))",,POINT(0.12672659934474 0),"POLYGON((70.5476 -89.9,-109.6524 -89.9,-109.6524 89.9,70.5476 89.9,70.5476 -89.9))",,POINT(160.4476 0),160.4476,0,"POLYGON((-89.9 -89.9,89.9 -89.9,89.9 89.9,-89.9 89.9,-89.9 -89.9))",,POINT(0 0),0,0,"POLYGON((-1.688532 -959.83296,1.688532 -959.83296,1.686703 958.6992,-1.686703 958.6992,-1.688532 -959.83296))",,POINT(0 122.543424),,122.543424000000002,0.0,122.543424,0.0,"POLYGON((0.9926 179.899206,0.9926 180.100794,0.991427 359.899196,0.991427 0.100804,0.9926 179.899206))",,POINT(0.12672659934474 0),0.126726599345,,,,,,,,,,,,3.2e-07 W / m2
6,12506,2016-03-04T08:28:00,2016-03-04T09:00:00,2016-03-04T09:21:00,C1.1,GOES,,0,0,,UTC-HGS-TOPO,degrees,,-89.9000015259,89.9000015259,"POLYGON((0.992599 179.899206,0.992599 180.100794,0.991427 359.899196,0.991427 0.100804,0.992599 179.899206))",,POINT(0.126728583688938 0),"POLYGON((70.1725 -89.9,-110.0275 -89.9,-110.0275 89.9,70.1725 89.9,70.1725 -89.9))",,POINT(160.0725 0),160.0725,0,"POLYGON((-89.9 -89.9,89.9 -89.9,89.9 89.9,-89.9 89.9,-89.9 -89.9))",,POINT(0 0),0,0,"POLYGON((-1.688519 -959.82564,1.688519 -959.82564,1.68669 958.69188,-1.68669 958.69188,-1.688519 -959.82564))",,POINT(0 122.544438),,122.544437999999985,0.0,122.544438,0.0,"POLYGON((0.992599 179.899206,0.992599 180.100794,0.991427 359.899196,0.991427 0.100804,0.992599 179.899206))",,POINT(0.126728583688938 0),0.126728583689,,,,,,,,,,,,1.1e-06 W / m2
7,12506,2016-03-05T00:35:00,2016-03-05T00:40:00,2016-03-05T00:47:00,B3.6,GOES,,0,0,,UTC-HGS-TOPO,degrees,,-89.9000015259,89.9000015259,"POLYGON((0.992595 179.899205,0.992595 180.100795,0.991422 359.899195,0.991422 0.100805,0.992595 179.899205))",,POINT(0.126766264021829 0),"POLYGON((61.3255 -89.9,-118.8745 -89.9,-118.8745 89.9,61.3255 89.9,61.3255 -89.9))",,POINT(151.2255 0),151.2255,0,"POLYGON((-89.9 -89.9,89.9 -89.9,89.9 89.9,-89.9 89.9,-89.9 -89.9))",,POINT(0 0),0,0,"POLYGON((-1.688225 -959.65374,1.688225 -959.65374,1.686396 958.5201,-1.686396 958.5201,-1.688225 -959.65374))",,POINT(0 122.559504),,122.559504000000004,0.0,122.559504,0.0,"POLYGON((0.992595 179.899205,0.992595 180.100795,0.991422 359.899195,0.991422 0.100805,0.992595 179.899205))",,POINT(0.126766264021829 0),0.126766264022,,,,,,,,,,,,3.6e-07 W / m2
8,12515,2016-03-05T03:16:00,2016-03-05T03:22:00,2016-03-05T03:36:00,B4.4,GOES,,16,-3,,UTC-HGS-TOPO,degrees,,15.5,16.5,"POLYGON((0.274823 282.841287,0.291115 281.988664,0.29549 285.295231,0.279462 286.326352,0.274823 282.841287))",,POINT(0.285110182098133 284.113349120398),"POLYGON((165.2525 -3.5,166.2525 -3.5,166.2525 -2.5,165.2525 -2.5,165.2525 -3.5))",,POINT(165.7525 -3),165.7525,-3,"POLYGON((15.5 -3.5,16.5 -3.5,16.5 -2.5,15.5 -2.5,15.5 -3.5))",,POINT(16 -3),16,-3,"POLYGON((259.050258 59.051111,275.306994 58.461379,275.557206 75.359268,259.285704 75.949914,259.050258 59.051111))",,POINT(267.32058 67.212504),010300000001000000050000000EF8FC30424A6E407622C154331B45400EF8FC30424A6E403B9160AA990D5740077C7E18214572403B9160AA990D5740077C7E18214572407622C154331B45400EF8FC30424A6E407622C154331B4540,275.640732087052811,267.32058,67.212504,284.11334912,"POLYGON((0.274823 282.841287,0.291115 281.988664,0.29549 285.295231,0.279462 286.326352,0.274823 282.841287))",,POINT(0.285110182098133 284.113349120398),0.285110182098,,,,,,,,,,,,4.4e-07 W / m2
9,12506,2016-03-05T10:48:00,2016-03-05T10:56:00,2016-03-05T11:04:00,B4.7,GOES,,0,0,,UTC-HGS-TOPO,degrees,,-89.9000015259,89.9000015259,"POLYGON((0.992593 179.899205,0.992593 180.100795,0.99142 359.899195,0.99142 0.100805,0.992593 179.899205))",,POINT(0.126781093262466 0),"POLYGON((55.71709 -89.9,-124.48291 -89.9,-124.48291 89.9,55.71709 89.9,55.71709 -89.9))",,POINT(145.61709 0),145.61709,0,"POLYGON((-89.9 -89.9,89.9 -89.9,89.9 89.9,-89.9 89.9,-89.9 -89.9))",,POINT(0 0),0,0,"POLYGON((-1.688038 -959.54556,1.688038 -959.54556,1.686209 958.41198,-1.686209 958.41198,-1.688038 -959.54556))",,POINT(0 122.560254),,122.560254,0.0,122.560254,0.0,"POLYGON((0.992593 179.899205,0.992593 180.100795,0.99142 359.899195,0.99142 0.100805,0.992593 179.899205))",,POINT(0.126781093262466 0),0.126781093262,,,,,,,,,,,,4.7e-07 W / m2
