,ar_noaanum,ar_mcintoshcls,search_frm_name,search_instrument,search_observatory,sharp_noaa_ars,obs_instrument,obs_lastprocessingdate,obs_levelnum,obs_meanwavel,obs_observatory,obs_title,obs_wavelunit,event_coord1,event_coord2,boundbox_c1ll,boundbox_c1ur,hrc_bbox,hrc_boundcc,hrc_coord,hgc_bbox,hgc_boundcc,hgc_coord,hgc_x,hgc_y,hgs_bbox,hgs_boundcc,hgs_coord,hgs_x,hgs_y,hpc_bbox,hpc_boundcc,hpc_coord,hpc_geom,hpc_radius,hpc_x,hpc_y,hrc_a,hrc_bbox,hrc_boundcc,hrc_coord,hrc_r
0,12551.0,,HMI SHARP,HMI,SDO,12551,HMI,,,4.99999987369e-05,SDO,,cm,56.1551399231,5.00775098801,49.8638877869,62.1432189941,"POLYGON((0.768001 274.341872,0.886652 273.625081,0.888607 278.292721,0.772052 279.715775,0.768001 274.341872))",,POINT(0.834782607067421 276.457570319371),"POLYGON((121.530004 2.899986,133.809336 2.899986,133.809336 7.041148,121.530004 7.041148,121.530004 2.899986))",,POINT(127.821255 5.007751),127.821255,5.007751,"POLYGON((49.863889 2.899986,62.143221 2.899986,62.143221 7.041148,49.863889 7.041148,49.863889 2.899986))",,POINT(56.15514 5.007751),56.15514,5.007751,"POLYGON((724.18302 54.983847,836.79378 53.01436,831.53364 121.199748,719.62704 123.212028,724.18302 54.983847))",,POINT(784.4118 88.784058),010300000001000000050000001D9430D376A1864044A2D0B2EE7D4B40C02154A959268A406F2F698CD6814A40B35E0CE544FC894040DCD5ABC84C5E40452A8C2D047D86408675E3DD91CD5E401D9430D376A1864044A2D0B2EE7D4B40,789.42034489502953,784.4118,88.784058,276.457570319,"POLYGON((0.768001 274.341872,0.886652 273.625081,0.888607 278.292721,0.772052 279.715775,0.768001 274.341872))",,POINT(0.834782607067421 276.457570319371),0.834782607067
1,12550.0,,HMI SHARP,HMI,SDO,12550,HMI,,,4.99999987369e-05,SDO,,cm,41.8040428162,14.9835166931,36.4242286682,47.7001342773,"POLYGON((0.625927 291.882839,0.759303 287.765156,0.771035 293.200702,0.64598 298.211679,0.625927 291.882839))",,POINT(0.699300645224172 292.50463132126),"POLYGON((108.090342 12.913086,119.366248 12.913086,119.366248 17.187874,108.090342 17.187874,108.090342 12.913086))",,POINT(113.470158 14.983517),113.470158,14.983517,"POLYGON((36.424227 12.913086,47.700133 12.913086,47.700133 17.187874,36.424227 17.187874,36.424227 12.913086))",,POINT(41.804043 14.983517),41.804043,14.983517,"POLYGON((549.265134 220.612092,683.80284 219.086448,670.17186 287.245746,538.30965 288.78039,549.265134 220.612092))",,POINT(610.94154 253.11813),01030000000100000005000000761893FE1E2A81409544F64196936B405DBF60376C5E8540BF99982EC4626B40EDBB22F85FF18440F7915B93EEF37140A779C7297AD280400282397A7C0C7240761893FE1E2A81409544F64196936B40,661.300501309554875,610.94154,253.11813,292.504631321,"POLYGON((0.625927 291.882839,0.759303 287.765156,0.771035 293.200702,0.64598 298.211679,0.625927 291.882839))",,POINT(0.699300645224172 292.50463132126),0.699300645224
2,12549.0,,HMI SHARP,HMI,SDO,12549,HMI,,,4.99999987369e-05,SDO,,cm,18.6360816956,-14.3518447876,13.9201889038,24.1992702484,"POLYGON((0.357207 220.471579,0.479734 235.41453,0.452513 242.595362,0.314238 228.632461,0.357207 220.471579))",,POINT(0.39174438551015 232.525486231973),"POLYGON((85.586304 -16.336067,95.865386 -16.336067,95.865386 -12.570925,85.586304 -12.570925,85.586304 -16.336067))",,POINT(90.302197 -14.351845),90.302197,-14.351845,"POLYGON((13.920189 -16.336067,24.199271 -16.336067,24.199271 -12.570925,13.920189 -12.570925,13.920189 -16.336067))",,POINT(18.636082 -14.351845),18.636082,-14.351845,"POLYGON((219.253956 -256.971402,373.493706 -257.51628,379.901136 -196.961058,223.016334 -196.390902,219.253956 -256.971402))",,POINT(294.003516 -225.389124),01030000000100000005000000EF53556820686B404ED4D2DC8A0F70C06C3D4338E65777404339D1AE421870C0F913950D6BBE7740E5F1B4FCC09E68C0037AE1CE85E06B401D3EE944828C68C0EF53556820686B404ED4D2DC8A0F70C0,370.456913335207787,294.003516,-225.389124,232.525486232,"POLYGON((0.357207 220.471579,0.479734 235.41453,0.452513 242.595362,0.314238 228.632461,0.357207 220.471579))",,POINT(0.39174438551015 232.525486231973),0.39174438551
3,12550.0,,HMI SHARP,HMI,SDO,12550,HMI,,,4.99999987369e-05,SDO,,cm,44.2019729614,15.0145664215,38.7417106628,49.8914909363,"POLYGON((0.655173 290.938773,0.782714 287.281826,0.793008 292.492993,0.672956 296.95155,0.655173 290.938773))",,POINT(0.726595595521631 291.609811392593),"POLYGON((108.202234 12.996422,119.352014 12.996422,119.352014 17.199814,108.202234 17.199814,108.202234 12.996422))",,POINT(113.662497 15.014566),113.662497,15.014566,"POLYGON((38.74171 12.996422,49.89149 12.996422,49.89149 17.199814,38.74171 17.199814,38.74171 12.996422))",,POINT(44.201973 15.014566),44.201973,15.014566,"POLYGON((578.641266 221.410404,706.74744 219.881418,692.84856 286.888008,567.25494 288.426876,578.641266 221.410404))",,POINT(638.8008 253.045674),010300000001000000050000004B90115021158240B9C4910722AD6B40C79DD2C1FA15864062838593347C6B408D45D3D9C9A685406269E04735EE71408A93FB1D0ABA814028B7ED7BD40672404B90115021158240B9C4910722AD6B40,687.094298630656795,638.8008,253.045674,291.609811393,"POLYGON((0.655173 290.938773,0.782714 287.281826,0.793008 292.492993,0.672956 296.95155,0.655173 290.938773))",,POINT(0.726595595521631 291.609811392593),0.726595595522
4,12551.0,,HMI SHARP,HMI,SDO,12551,HMI,,,4.99999987369e-05,SDO,,cm,58.4857635498,5.06335020065,52.1280860901,64.8524475098,"POLYGON((0.792706 274.201834,0.90752 273.533322,0.90915 278.144279,0.796345 279.468061,0.792706 274.201834))",,POINT(0.856416828706471 276.319290307145),"POLYGON((121.588608 2.92943,134.31297 2.92943,134.31297 7.115329,121.588608 7.115329,121.588608 2.92943))",,POINT(127.946288 5.06335),127.946288,5.06335,"POLYGON((52.128084 2.92943,64.852446 2.92943,64.852446 7.115329,52.128084 7.115329,52.128084 2.92943))",,POINT(58.485764 5.06335),58.485764,5.06335,"POLYGON((747.59604 54.924083,856.55118 52.888946,851.05314 121.793898,742.79328 123.875352,747.59604 54.924083))",,POINT(804.93708 89.1402),01030000000100000005000000DD989EB0C45C874011E50B5A48764B40AD510FD168C48A407BF486FBC8714A40E010AAD46C988A4007978E39CF725E4091442FA3583687403F1F65C405F85E40DD989EB0C45C874011E50B5A48764B40,809.857813455526525,804.93708,89.1402,276.319290307,"POLYGON((0.792706 274.201834,0.90752 273.533322,0.90915 278.144279,0.796345 279.468061,0.792706 274.201834))",,POINT(0.856416828706471 276.319290307145),0.856416828706
5,12549.0,,HMI SHARP,HMI,SDO,12549,HMI,,,4.99999987369e-05,SDO,,cm,20.7002410889,-14.2794904709,16.3125858307,26.2954292297,"POLYGON((0.383176 224.963308,0.506076 237.525894,0.481882 244.263238,0.345417 232.845209,0.383176 224.963308))",,POINT(0.418045779887691 235.372274250725),"POLYGON((85.77311 -16.273817,95.755954 -16.273817,95.755954 -12.600259,85.77311 -12.600259,85.77311 -16.273817))",,POINT(90.160765 -14.27949),90.160765,-14.27949,"POLYGON((16.312586 -16.273817,26.29543 -16.273817,26.29543 -12.600259,16.312586 -12.600259,16.312586 -16.273817))",,POINT(20.700241 -14.27949),20.700241,-14.27949,"POLYGON((256.052424 -256.380582,403.732428 -256.949484,410.480088 -197.8752,260.3331 -197.280006,256.052424 -256.380582))",,POINT(325.292586 -224.636724),0103000000010000000500000068588CBAD600704024B726DD160670C0CC2A6C06B83B794034812216310F70C03C33C170AEA77940B22E6EA301BC68C0C364AA6054457040E19524CFF5A868C068588CBAD600704024B726DD160670C0,395.31876286867481,325.292586,-224.636724,235.372274251,"POLYGON((0.383176 224.963308,0.506076 237.525894,0.481882 244.263238,0.345417 232.845209,0.383176 224.963308))",,POINT(0.418045779887691 235.372274250725),0.418045779888
6,12550.0,CRO,SWPC,nil,nil,,various,,,4.99999987369e-05,various,,cm,45.0,15.0,41.0,49.0,"POLYGON((0.689821 292.80437,0.778143 290.003519,0.778275 290.068151,0.690017 292.875919,0.689821 292.80437))",,POINT(0.735421548108501 291.307348952653),"POLYGON((110.460524 14.974216,118.460524 14.974216,118.460524 15.025784,110.460524 15.025784,110.460524 14.974216))",,POINT(114.460524 15),114.460524,15.0,"POLYGON((41 14.974216,49 14.974216,49 15.025784,41 15.025784,41 14.974216))",,POINT(45 15),45.0,15.0,"POLYGON((601.32978 252.829734,691.44702 251.714226,691.2798 252.53685,601.18422 253.652448,601.32978 252.829734))",,POINT(647.90334 252.702696),010300000001000000050000000057B263A3CA8240234C512E8D9A6F4043C5387F939B85407EFE7BF0DA766F405E4BC8073D9A8540711B0DE02D916F4027DA554879C98240E6CAA0DAE0B46F400057B263A3CA8240234C512E8D9A6F40,695.440429187737209,647.90334,252.702696,291.307348953,"POLYGON((0.689821 292.80437,0.778143 290.003519,0.778275 290.068151,0.690017 292.875919,0.689821 292.80437))",,POINT(0.735421548108501 291.307348952653),0.735421548109
7,12551.0,DSO,SWPC,nil,nil,,various,,,4.99999987369e-05,various,,cm,58.0,4.0,55.5,60.5,"POLYGON((0.827721 275.184214,0.873416 274.856489,0.87349 275.045578,0.82782 275.383702,0.827721 275.184214))",,POINT(0.851418093587168 275.108537632149),"POLYGON((124.960524 3.917494,129.960524 3.917494,129.960524 4.082506,124.960524 4.082506,124.960524 3.917494))",,POINT(127.460524 4),127.460524,4.0,"POLYGON((55.5 3.917494,60.5 3.917494,60.5 4.082506,55.5 4.082506,55.5 3.917494))",,POINT(58 4),58.0,4.0,"POLYGON((779.52018 70.725348,822.96786 69.923706,822.80166 72.645396,779.36268 73.4478,779.52018 70.725348))",,POINT(801.9327 71.691036),0103000000010000000500000044C02154295C8840048E041A6CAE5140DA38622DBEB789409D47C5FF1D7B514017D4B7CC69B68940083E062B4E2952404E97C5C4E65A884086C954C1A85C524044C02154295C8840048E041A6CAE5140,805.130834071111167,801.9327,71.691036,275.108537632,"POLYGON((0.827721 275.184214,0.873416 274.856489,0.87349 275.045578,0.82782 275.383702,0.827721 275.184214))",,POINT(0.851418093587168 275.108537632149),0.851418093587
8,12549.0,AXX,SWPC,nil,nil,,various,,,4.99999987369e-05,various,,cm,24.0,-13.0,23.5,24.5,"POLYGON((0.44939 240.037542,0.462965 240.991507,0.456374 242.970518,0.442486 242.059622,0.44939 240.037542))",,POINT(0.452750450658822 241.515369285445),"POLYGON((92.960524 -13.5,93.960524 -13.5,93.960524 -12.5,92.960524 -12.5,92.960524 -13.5))",,POINT(93.460524 -13),93.460524,-13.0,"POLYGON((23.5 -13.5,24.5 -13.5,24.5 -12.5,23.5 -12.5,23.5 -13.5))",,POINT(24 -13),24.0,-13.0,"POLYGON((368.164212 -212.238186,382.873236 -212.3043,384.42513 -196.12362,369.656532 -196.05672,368.164212 -212.238186))",,POINT(376.30866 -204.18825),01030000000100000005000000C619C39CA0027740AF0B3F389F876AC00ADB4FC6F8ED774088855AD3BC896AC0C7681D55CD0678403524EEB1F48368C071CCB227811A7740EF2076A6D08168C0C619C39CA0027740AF0B3F389F876AC0,428.136717683800271,376.30866,-204.18825,241.515369285,"POLYGON((0.44939 240.037542,0.462965 240.991507,0.456374 242.970518,0.442486 242.059622,0.44939 240.037542))",,POINT(0.452750450658822 241.515369285445),0.452750450659
9,12550.0,,HMI SHARP,HMI,SDO,12550,HMI,,,4.99999987369e-05,SDO,,cm,46.40102005,15.044008255,41.0945320129,52.1270370483,"POLYGON((0.683822 290.002441,0.805425 286.762786,0.814507 291.839503,0.699733 295.80773,0.683822 290.002441))",,POINT(0.750782091187466 290.875346539576),"POLYGON((108.349457 13.016411,119.381963 13.016411,119.381963 17.211209,108.349457 17.211209,108.349457 13.016411))",,POINT(113.655944 15.044008),113.655944,15.044008,"POLYGON((41.094533 13.016411,52.127039 13.016411,52.127039 17.211209,41.094533 17.211209,41.094533 13.016411))",,POINT(46.40102 15.044008),46.40102,15.044008,"POLYGON((607.62354 221.186196,729.25452 219.658194,714.92868 286.522992,595.679754 288.061998,607.62354 221.186196))",,POINT(663.345 252.97983),01030000000100000005000000FC1D8A02FDFC8240AC545051F5A56B406C21C84109CA86408D0DDDEC0F756B4098A3C7EF6D5786401D01DC2C5EE871409A7ADD22709D8240AE669DF1FD007240FC1D8A02FDFC8240AC545051F5A56B40,709.947451162287734,663.345,252.97983,290.87534654,"POLYGON((0.683822 290.002441,0.805425 286.762786,0.814507 291.839503,0.699733 295.80773,0.683822 290.002441))",,POINT(0.750782091187466 290.875346539576),0.750782091187
