,ar_noaanum,event_starttime,event_peaktime,event_endtime,fl_goescls,obs_instrument,obs_title,event_coord1,event_coord2,boundbox_c1ll,boundbox_c1ur,hrc_bbox,hrc_boundcc,hrc_coord,hgc_bbox,hgc_boundcc,hgc_coord,hgc_x,hgc_y,hgs_bbox,hgs_boundcc,hgs_coord,hgs_x,hgs_y,hpc_bbox,hpc_boundcc,hpc_coord,hpc_geom,hpc_radius,hpc_x,hpc_y,hrc_a,hrc_bbox,hrc_boundcc,hrc_coord,hrc_r,flux
0,12216,2014-12-01T00:08:00,2014-12-01T00:33:00,2014-12-01T00:58:00,C4.2,GOES,,66,-15,65.5,66.5,"POLYGON((0.920272 252.6721,0.926674 252.812784,0.925829 253.885404,0.919355 253.75158,0.920272 252.6721))",,POINT(0.923060817506385 253.28105654167),"POLYGON((165.73482 -15.5,166.73482 -15.5,166.73482 -14.5,165.73482 -14.5,165.73482 -15.5))",,POINT(166.23482 -15),166.23482,-15,"POLYGON((65.5 -15.5,66.5 -15.5,66.5 -14.5,65.5 -14.5,65.5 -15.5))",,POINT(66 -15),66,-15,"POLYGON((854.28 -266.535,860.88 -266.2764,864.924 -249.8862,858.294 -250.1442,854.28 -266.535))",,POINT(859.662 -258.2208),010300000001000000050000009EEFA7C64BC189404FAF9465885B72C09EEFA7C64BC189409E5E29CB10D76BC09EEFA7C64BF98B409E5E29CB10D76BC09EEFA7C64BF98B404FAF9465885B72C09EEFA7C64BC189404FAF9465885B72C0,897.606113947894187,859.662,-258.2208,253.281056542,"POLYGON((0.920272 252.6721,0.926674 252.812784,0.925829 253.885404,0.919355 253.75158,0.920272 252.6721))",,POINT(0.923060817506385 253.28105654167),0.923060817506,4.2e-06 W / m2
1,12217,2014-12-01T05:11:00,2014-12-01T05:18:00,2014-12-01T05:22:00,C1.8,GOES,,25,-16,24.5,25.5,"POLYGON((0.498635 233.196149,0.510829 234.229314,0.502939 235.918711,0.490418 234.905965,0.498635 233.196149))",,POINT(0.500662145352102 234.562986284907),"POLYGON((121.961773 -16.5,122.961773 -16.5,122.961773 -15.5,121.961773 -15.5,121.961773 -16.5))",,POINT(122.461773 -16),122.461773,-16,"POLYGON((24.5 -16.5,25.5 -16.5,25.5 -15.5,24.5 -15.5,24.5 -16.5))",,POINT(25 -16),25,-16,"POLYGON((388.2564 -290.4936,403.0524 -290.3772,405.0834 -274.0692,390.213 -274.1856,388.2564 -290.4936))",,POINT(396.6816 -282.2928),0103000000010000000500000042CF66D5E7F276404D840D4FAF7C73C042CF66D5E7F276409A081B9E5E996FC042CF66D5E7A27A409A081B9E5E996FC042CF66D5E7A27A404D840D4FAF7C73C042CF66D5E7F276404D840D4FAF7C73C0,486.87320393548049,396.6816,-282.2928,234.562986285,"POLYGON((0.498635 233.196149,0.510829 234.229314,0.502939 235.918711,0.490418 234.905965,0.498635 233.196149))",,POINT(0.500662145352102 234.562986284907),0.500662145352,1.8e-06 W / m2
2,12222,2014-12-01T06:26:00,2014-12-01T06:41:00,2014-12-01T06:59:00,M1.8,GOES,,-17,-21,-17.5,-16.5,"POLYGON((0.473942 143.64425,0.464938 145.197394,0.45274 143.836871,0.462109 142.259788,0.473942 143.64425))",,POINT(0.463380234314608 143.73470318227),"POLYGON((79.275376 -21.5,80.275376 -21.5,80.275376 -20.5,79.275376 -20.5,79.275376 -21.5))",,POINT(79.775376 -21),79.775376,-21,"POLYGON((-17.5 -21.5,-16.5 -21.5,-16.5 -20.5,-17.5 -20.5,-17.5 -21.5))",,POINT(-17 -21),-17,-21,"POLYGON((-273.216 -371.181,-258.0576 -371.2602,-259.8 -355.4514,-275.061 -355.3716,-273.216 -371.181))",,POINT(-266.5542 -363.3306),010300000001000000050000004AEA0434113C74C01FF46C567D487AC04AEA0434113C74C0B98D06F0162273C0C8073D9B552B6AC0B98D06F0162273C0C8073D9B552B6AC01FF46C567D487AC04AEA0434113C74C01FF46C567D487AC0,450.622088266875778,-266.5542,-363.3306,143.734703182,"POLYGON((0.473942 143.64425,0.464938 145.197394,0.45274 143.836871,0.462109 142.259788,0.473942 143.64425))",,POINT(0.463380234314608 143.73470318227),0.463380234315,1.8e-05 W / m2
3,12216,2014-12-01T08:32:00,2014-12-01T08:36:00,2014-12-01T08:39:00,C1.2,GOES,,69,-16,68.5,69.5,"POLYGON((0.93938 252.031493,0.944955 252.157539,0.94428 253.210503,0.938639 253.090054,0.93938 252.031493))",,POINT(0.941842390576103 252.623007333129),"POLYGON((164.122231 -16.5,165.122231 -16.5,165.122231 -15.5,164.122231 -15.5,164.122231 -16.5))",,POINT(164.622231 -16),164.622231,-16,"POLYGON((68.5 -16.5,69.5 -16.5,69.5 -15.5,68.5 -15.5,68.5 -16.5))",,POINT(69 -16),69,-16,"POLYGON((868.974 -281.8188,874.752 -281.5674,879.15 -265.2552,873.342 -265.5072,868.974 -281.8188))",,POINT(874.122 -273.5478),01030000000100000005000000E5D022DBF9708A40FBCBEEC9C3D872C0E5D022DBF9708A40F697DD9387B16EC0E5D022DBF9308C40F697DD9387B16EC0E5D022DBF9308C40FBCBEEC9C3D872C0E5D022DBF9708A40FBCBEEC9C3D872C0,915.924489119512373,874.122,-273.5478,252.623007333,"POLYGON((0.93938 252.031493,0.944955 252.157539,0.94428 253.210503,0.938639 253.090054,0.93938 252.031493))",,POINT(0.941842390576103 252.623007333129),0.941842390576,1.2e-06 W / m2
4,12222,2014-12-02T02:01:00,2014-12-02T02:36:00,2014-12-02T03:00:00,C1.5,GOES,,0,0,-89.9000015259,89.9000015259,"POLYGON((0.999846 179.899988,0.999846 180.100012,0.99997 359.899992,0.99997 0.100008,0.999846 179.899988))",,POINT(0.0136299697211859 180),"POLYGON((-3.878084 -89.9,175.921916 -89.9,175.921916 89.9,-3.878084 89.9,-3.878084 -89.9))",,POINT(86.021916 0),86.021916,0,"POLYGON((-89.9 -89.9,89.9 -89.9,89.9 89.9,-89.9 89.9,-89.9 -89.9))",,POINT(0 0),0,0,"POLYGON((-1.697454 -972.45,1.697454 -972.45,1.697598 972.57,-1.697598 972.57,-1.697454 -972.45))",,POINT(0 -13.25652),,13.2565200000000001,0.0,-13.25652,180.0,"POLYGON((0.999846 179.899988,0.999846 180.100012,0.99997 359.899992,0.99997 0.100008,0.999846 179.899988))",,POINT(0.0136299697211859 180),0.0136299697212,1.5e-06 W / m2
5,12222,2014-12-02T03:51:00,2014-12-02T04:29:00,2014-12-02T04:51:00,C2.2,GOES,,0,0,-89.9000015259,89.9000015259,"POLYGON((0.999846 179.899988,0.999846 180.100012,0.999976 359.899992,0.999976 0.100008,0.999846 179.899988))",,POINT(0.0134596570708649 180),"POLYGON((-4.884782 -89.9,174.915218 -89.9,174.915218 89.9,-4.884782 89.9,-4.884782 -89.9))",,POINT(85.015218 0),85.015218,0,"POLYGON((-89.9 -89.9,89.9 -89.9,89.9 89.9,-89.9 89.9,-89.9 -89.9))",,POINT(0 0),0,0,"POLYGON((-1.697478 -972.462,1.697478 -972.462,1.697622 972.588,-1.697622 972.588,-1.697478 -972.462))",,POINT(0 -13.09104),,13.0910399999999996,0.0,-13.09104,180.0,"POLYGON((0.999846 179.899988,0.999846 180.100012,0.999976 359.899992,0.999976 0.100008,0.999846 179.899988))",,POINT(0.0134596570708649 180),0.0134596570709,2.2e-06 W / m2
6,12222,2014-12-02T05:17:00,2014-12-02T05:46:00,2014-12-02T05:56:00,C2.1,GOES,,-2,-24,-2.5,-1.5,"POLYGON((0.430393 174.685778,0.429218 176.805011,0.413353 176.656214,0.414592 174.439242,0.430393 174.685778))",,POINT(0.421829585456332 175.646699112189),"POLYGON((81.728165 -24.5,82.728165 -24.5,82.728165 -23.5,81.728165 -23.5,81.728165 -24.5))",,POINT(82.228165 -24),82.228165,-24,"POLYGON((-2.5 -24.5,-1.5 -24.5,-1.5 -23.5,-2.5 -23.5,-2.5 -24.5))",,POINT(-2 -24),-2,-24,"POLYGON((-38.77074 -416.811,-23.26722 -416.8188,-23.44956 -401.352,-39.07458 -401.3436,-38.77074 -416.811))",,POINT(-31.14294 -409.0974),0103000000010000000500000026A5A0DB4BB24EC0166A4DF38E757BC026A5A0DB4BB24EC0166A4DF38EAD77C0A04929E8F692ECBF166A4DF38EAD77C0A04929E8F692ECBF166A4DF38E757BC026A5A0DB4BB24EC0166A4DF38E757BC0,410.281080965968499,-31.14294,-409.0974,175.646699112,"POLYGON((0.430393 174.685778,0.429218 176.805011,0.413353 176.656214,0.414592 174.439242,0.430393 174.685778))",,POINT(0.421829585456332 175.646699112189),0.421829585456,2.1e-06 W / m2
7,12217,2014-12-02T07:58:00,2014-12-02T08:05:00,2014-12-02T08:10:00,C5.2,GOES,,0,0,-89.9000015259,89.9000015259,"POLYGON((0.999855 179.899989,0.999855 180.100011,0.999978 359.899993,0.999978 0.100007,0.999855 179.899989))",,POINT(0.013076996018705 180),"POLYGON((-7.145271 -89.9,172.654729 -89.9,172.654729 89.9,-7.145271 89.9,-7.145271 -89.9))",,POINT(82.754729 0),82.754729,0,"POLYGON((-89.9 -89.9,89.9 -89.9,89.9 89.9,-89.9 89.9,-89.9 -89.9))",,POINT(0 0),0,0,"POLYGON((-1.697526 -972.498,1.697526 -972.498,1.697664 972.618,-1.697664 972.618,-1.697526 -972.498))",,POINT(0 -12.71922),,12.71922,0.0,-12.71922,180.0,"POLYGON((0.999855 179.899989,0.999855 180.100011,0.999978 359.899993,0.999978 0.100007,0.999855 179.899989))",,POINT(0.013076996018705 180),0.0130769960187,5.2e-06 W / m2
8,12223,2014-12-02T13:34:00,2014-12-02T13:52:00,2014-12-02T13:58:00,C4.1,GOES,,0,0,-89.9000015259,89.9000015259,"POLYGON((0.999866 179.899989,0.999866 180.100011,0.999983 359.899994,0.999983 0.100006,0.999866 179.899989))",,POINT(0.0125563013829395 180),"POLYGON((-10.220256 -89.9,169.579744 -89.9,169.579744 89.9,-10.220256 89.9,-10.220256 -89.9))",,POINT(79.679744 0),79.679744,0,"POLYGON((-89.9 -89.9,89.9 -89.9,89.9 89.9,-89.9 89.9,-89.9 -89.9))",,POINT(0 0),0,0,"POLYGON((-1.697598 -972.546,1.697598 -972.546,1.697724 972.66,-1.697724 972.66,-1.697598 -972.546))",,POINT(0 -12.21324),,12.2132400000000008,0.0,-12.21324,180.0,"POLYGON((0.999866 179.899989,0.999866 180.100011,0.999983 359.899994,0.999983 0.100006,0.999866 179.899989))",,POINT(0.0125563013829395 180),0.0125563013829,4.1e-06 W / m2
9,12222,2014-12-02T15:39:00,2014-12-02T15:55:00,2014-12-02T16:19:00,C6.5,GOES,,0,0,-89.9000015259,89.9000015259,"POLYGON((0.999864 179.899989,0.999864 180.100011,0.999981 359.899993,0.999981 0.100007,0.999864 179.899989))",,POINT(0.0123625569525103 180),"POLYGON((-11.364219 -89.9,168.435781 -89.9,168.435781 89.9,-11.364219 89.9,-11.364219 -89.9))",,POINT(78.535781 0),78.535781,0,"POLYGON((-89.9 -89.9,89.9 -89.9,89.9 89.9,-89.9 89.9,-89.9 -89.9))",,POINT(0 0),0,0,"POLYGON((-1.697622 -972.558,1.697622 -972.558,1.697748 972.672,-1.697748 972.672,-1.697622 -972.558))",,POINT(0 -12.02496),,12.0249600000000001,0.0,-12.02496,180.0,"POLYGON((0.999864 179.899989,0.999864 180.100011,0.999981 359.899993,0.999981 0.100007,0.999864 179.899989))",,POINT(0.0123625569525103 180),0.0123625569525,6.5e-06 W / m2
