,ar_noaanum,event_starttime,event_peaktime,event_endtime,fl_goescls,obs_instrument,obs_title,event_coord1,event_coord2,boundbox_c1ll,boundbox_c1ur,hrc_bbox,hrc_boundcc,hrc_coord,hgc_bbox,hgc_boundcc,hgc_coord,hgc_x,hgc_y,hgs_bbox,hgs_boundcc,hgs_coord,hgs_x,hgs_y,hpc_bbox,hpc_boundcc,hpc_coord,hpc_geom,hpc_radius,hpc_x,hpc_y,hrc_a,hrc_bbox,hrc_boundcc,hrc_coord,hrc_r,flux
0,11760,2013-06-01T07:12:00,2013-06-01T07:17:00,2013-06-01T07:21:00,B5.1,GOES,,0,0,-90.0,90.0,"POLYGON((0.999987 180.000005,0.999987 179.999995,0.999892 0,0.999892 0,0.999987 180.000005))",,POINT(0.0110308009228858 0),"POLYGON((41.46997 -89.9,-138.73003 -89.9,-138.73003 89.9,41.46997 89.9,41.46997 -89.9))",,POINT(131.36997 0),131.36997,0,"POLYGON((-89.9 -89.9,89.9 -89.9,89.9 89.9,-89.9 89.9,-89.9 -89.9))",,POINT(0 0),0,0,"POLYGON((8.3e-05 -945.678,-8.3e-05 -945.678,0 945.588,-0 945.588,8.3e-05 -945.678))",,POINT(0 10.43172),,10.4317199999999985,0.0,10.43172,0.0,"POLYGON((0.999987 180.000005,0.999987 179.999995,0.999892 0,0.999892 0,0.999987 180.000005))",,POINT(0.0110308009228858 0),0.0110308009229,5.1e-07 W / m2
1,11762,2013-06-01T13:38:00,2013-06-01T13:46:00,2013-06-01T13:54:00,B6.6,GOES,,1,-30,0.5,1.5,"POLYGON((0.500585 180.864084,0.501042 182.590404,0.485823 182.698795,0.485342 180.900289,0.500585 180.864084))",,POINT(0.493158320410481 181.763323929542),"POLYGON((128.32262 -30.5,129.32262 -30.5,129.32262 -29.5,128.32262 -29.5,128.32262 -30.5))",,POINT(128.82262 -30),128.82262,-30,"POLYGON((0.5 -30.5,1.5 -30.5,1.5 -29.5,0.5 -29.5,0.5 -30.5))",,POINT(1 -30),1,-30,"POLYGON((7.1388 -473.3244,21.41418 -473.3262,21.63192 -458.9088,7.2114 -458.907,7.1388 -473.3244))",,POINT(14.3502 -466.1346),01030000000100000005000000B1E1E995B24C25C0AA60545227B27EC0B1E1E995B24C25C0AA60545227927BC09487855AD3AC4340AA60545227927BC09487855AD3AC4340AA60545227B27EC0B1E1E995B24C25C0AA60545227B27EC0,466.35543693324729,14.3502,-466.1346,181.76332393,"POLYGON((0.500585 180.864084,0.501042 182.590404,0.485823 182.698795,0.485342 180.900289,0.500585 180.864084))",,POINT(0.493158320410481 181.763323929542),0.49315832041,6.6e-07 W / m2
2,11762,2013-06-02T05:06:00,2013-06-02T05:20:00,2013-06-02T05:34:00,C1.8,GOES,,0,0,-90.0,90.0,"POLYGON((1.000002 180.000005,1.000002 179.999995,0.999919 0,0.999919 0,1.000002 180.000005))",,POINT(0.00910206856070545 0),"POLYGON((29.39417 -89.9,-150.80583 -89.9,-150.80583 89.9,29.39417 89.9,29.39417 -89.9))",,POINT(119.29417 0),119.29417,0,"POLYGON((-89.9 -89.9,89.9 -89.9,89.9 89.9,-89.9 89.9,-89.9 -89.9))",,POINT(0 0),0,0,"POLYGON((8.3e-05 -945.558,-8.3e-05 -945.558,0 945.48,-0 945.48,8.3e-05 -945.558))",,POINT(0 8.60652),,8.60651999999999973,0.0,8.60652,0.0,"POLYGON((1.000002 180.000005,1.000002 179.999995,0.999919 0,0.999919 0,1.000002 180.000005))",,POINT(0.00910206856070545 0),0.00910206856071,1.8e-06 W / m2
3,11760,2013-06-02T14:47:00,2013-06-02T14:51:00,2013-06-02T14:55:00,B3.7,GOES,,-20,12,-20.5,-19.5,"POLYGON((0.402413 58.914667,0.388717 57.680177,0.397121 55.499074,0.410436 56.776069,0.402413 58.914667))",,POINT(0.399603238215169 57.2180204662463),"POLYGON((93.45464 11.5,94.45464 11.5,94.45464 12.5,93.45464 12.5,93.45464 11.5))",,POINT(93.95464 12),93.95464,12,"POLYGON((-20.5 11.5,-19.5 11.5,-19.5 12.5,-20.5 12.5,-20.5 11.5))",,POINT(-20 12),-20,12,"POLYGON((-325.8438 196.4478,-310.5924 196.4988,-309.4374 212.6778,-324.6318 212.6268,-325.8438 196.4478))",,POINT(-317.6508 204.5706),01030000000100000005000000CAC342AD696A75C02063EE5A42726640CAC342AD696A75C02063EE5A42B26C40CAC342AD694A72C02063EE5A42B26C40CAC342AD694A72C02063EE5A42726640CAC342AD696A75C02063EE5A42726640,377.824246343455286,-317.6508,204.5706,57.2180204662,"POLYGON((0.402413 58.914667,0.388717 57.680177,0.397121 55.499074,0.410436 56.776069,0.402413 58.914667))",,POINT(0.399603238215169 57.2180204662463),0.399603238215,3.7e-07 W / m2
4,11762,2013-06-02T15:44:00,2013-06-02T15:48:00,2013-06-02T15:50:00,B4.8,GOES,,20,-29,19.5,20.5,"POLYGON((0.568146 210.884537,0.575654 212.106352,0.564323 213.192534,0.556512 211.948332,0.568146 210.884537))",,POINT(0.56612846888492 212.032634761614),"POLYGON((132.93079 -29.5,133.93079 -29.5,133.93079 -28.5,132.93079 -28.5,132.93079 -29.5))",,POINT(133.43079 -29),133.43079,-29,"POLYGON((19.5 -29.5,20.5 -29.5,20.5 -28.5,19.5 -28.5,19.5 -29.5))",,POINT(20 -29),20,-29,"POLYGON((275.7384 -461.0076,289.2792 -461.037,292.1016 -446.505,278.4294 -446.4756,275.7384 -461.0076))",,POINT(283.9086 -453.7734),01030000000100000005000000555227A0892E7040A0ABADD85FEC7DC0555227A0892E7040A0ABADD85FCC7AC0555227A0894E7340A0ABADD85FCC7AC0555227A0894E7340A0ABADD85FEC7DC0555227A0892E7040A0ABADD85FEC7DC0,535.270391205715782,283.9086,-453.7734,212.032634762,"POLYGON((0.568146 210.884537,0.575654 212.106352,0.564323 213.192534,0.556512 211.948332,0.568146 210.884537))",,POINT(0.56612846888492 212.032634761614),0.566128468885,4.8e-07 W / m2
5,11760,2013-06-02T16:16:00,2013-06-02T16:20:00,2013-06-02T16:24:00,B4.4,GOES,,-18,12,-18.5,-17.5,"POLYGON((0.375062 56.363438,0.361608 54.923852,0.370831 52.661758,0.383863 54.140305,0.375062 56.363438))",,POINT(0.372763371457222 54.5227241357288),"POLYGON((94.6367 11.5,95.6367 11.5,95.6367 12.5,94.6367 12.5,94.6367 11.5))",,POINT(95.1367 12),95.1367,12,"POLYGON((-18.5 11.5,-17.5 11.5,-17.5 12.5,-18.5 12.5,-18.5 11.5))",,POINT(-18 12),-18,12,"POLYGON((-295.2426 196.4304,-279.8046 196.476,-278.7642 212.6556,-294.1446 212.61,-295.2426 196.4304))",,POINT(-287.0112 204.5514),01030000000100000005000000721B0DE02D8073C076E09C11A5716640721B0DE02D8073C076E09C11A5B16C40721B0DE02D6070C076E09C11A5B16C40721B0DE02D6070C076E09C11A5716640721B0DE02D8073C076E09C11A5716640,352.443902156641116,-287.0112,204.5514,54.5227241357,"POLYGON((0.375062 56.363438,0.361608 54.923852,0.370831 52.661758,0.383863 54.140305,0.375062 56.363438))",,POINT(0.372763371457222 54.5227241357288),0.372763371457,4.4e-07 W / m2
6,11761,2013-06-03T06:21:00,2013-06-03T06:25:00,2013-06-03T06:36:00,B5.1,GOES,,2,-15,1.5,2.5,"POLYGON((0.263022 185.527936,0.265184 189.161037,0.24849 189.828865,0.246159 185.935836,0.263022 185.527936))",,POINT(0.255583284082111 187.613150558372),"POLYGON((106.87084 -15.5,107.87084 -15.5,107.87084 -14.5,106.87084 -14.5,106.87084 -15.5))",,POINT(107.37084 -15),107.37084,-15,"POLYGON((1.5 -15.5,2.5 -15.5,2.5 -14.5,1.5 -14.5,1.5 -15.5))",,POINT(2 -15),2,-15,"POLYGON((23.95392 -247.506,39.915 -247.509,40.10292 -231.4758,24.06672 -231.4728,23.95392 -247.506))",,POINT(32.0121 -239.5002),01030000000100000005000000582041F1630C1C405917B7D1008870C0582041F1630C1C40B22E6EA301D06AC00B24287E8C814C40B22E6EA301D06AC00B24287E8C814C405917B7D1008870C0582041F1630C1C405917B7D1008870C0,241.630131288401202,32.0121,-239.5002,187.613150558,"POLYGON((0.263022 185.527936,0.265184 189.161037,0.24849 189.828865,0.246159 185.935836,0.263022 185.527936))",,POINT(0.255583284082111 187.613150558372),0.255583284082,5.1e-07 W / m2
7,11762,2013-06-03T07:03:00,2013-06-03T07:25:00,2013-06-03T07:42:00,C9.5,GOES,,21,-27,20.5,21.5,"POLYGON((0.553959 214.257622,0.56227 215.477437,0.551347 216.668794,0.542715 215.431517,0.553959 214.257622))",,POINT(0.552539290646787 215.458650235906),"POLYGON((125.48484 -27.5,126.48484 -27.5,126.48484 -26.5,125.48484 -26.5,125.48484 -27.5))",,POINT(125.98484 -27),125.98484,-27,"POLYGON((20.5 -27.5,21.5 -27.5,21.5 -26.5,20.5 -26.5,20.5 -27.5))",,POINT(21 -27),21,-27,"POLYGON((294.8064 -432.8574,308.5146 -432.882,311.2812 -418.0908,297.45 -418.0656,294.8064 -432.8574))",,POINT(303.036 -425.49),01030000000100000005000000FED478E926C96F40A4703D0AD7A37DC0FED478E926C96F40A4703D0AD78B77C07F6ABC7493FC7540A4703D0AD78B77C07F6ABC7493FC7540A4703D0AD7A37DC0FED478E926C96F40A4703D0AD7A37DC0,522.372048827270305,303.036,-425.49,215.458650236,"POLYGON((0.553959 214.257622,0.56227 215.477437,0.551347 216.668794,0.542715 215.431517,0.553959 214.257622))",,POINT(0.552539290646787 215.458650235906),0.552539290647,9.5e-06 W / m2
8,0,2013-06-03T11:45:00,2013-06-03T11:49:00,2013-06-03T11:51:00,B4.4,GOES,,0,0,-90.0,90.0,"POLYGON((1.000009 180.000005,1.000009 179.999995,0.999952 0,0.999952 0,1.000009 180.000005))",,POINT(0.00639980824544583 0),"POLYGON((12.49313 -89.9,-167.70687 -89.9,-167.70687 89.9,12.49313 89.9,12.49313 -89.9))",,POINT(102.39313 0),102.39313,0,"POLYGON((-89.9 -89.9,89.9 -89.9,89.9 89.9,-89.9 89.9,-89.9 -89.9))",,POINT(0 0),0,0,"POLYGON((8.3e-05 -945.384,-8.3e-05 -945.384,0 945.33,-0 945.33,8.3e-05 -945.384))",,POINT(0 6.05022),,6.05021999999999949,0.0,6.05022,0.0,"POLYGON((1.000009 180.000005,1.000009 179.999995,0.999952 0,0.999952 0,1.000009 180.000005))",,POINT(0.00639980824544583 0),0.00639980824545,4.4e-07 W / m2
9,11762,2013-06-03T16:47:00,2013-06-03T17:44:00,2013-06-03T18:01:00,C1.8,GOES,,0,0,-90.0,90.0,"POLYGON((1.000008 180.000005,1.000008 179.999995,0.999958 0,0.999958 0,1.000008 180.000005))",,POINT(0.00595579961713705 0),"POLYGON((9.717605 -89.9,-170.482395 -89.9,-170.482395 89.9,9.717605 89.9,9.717605 -89.9))",,POINT(99.617605 0),99.617605,0,"POLYGON((-89.9 -89.9,89.9 -89.9,89.9 89.9,-89.9 89.9,-89.9 -89.9))",,POINT(0 0),0,0,"POLYGON((8.3e-05 -945.354,-8.3e-05 -945.354,0 945.306,-0 945.306,8.3e-05 -945.354))",,POINT(0 5.630292),,5.63029199999999985,0.0,5.630292,0.0,"POLYGON((1.000008 180.000005,1.000008 179.999995,0.999958 0,0.999958 0,1.000008 180.000005))",,POINT(0.00595579961713705 0),0.00595579961714,1.8e-06 W / m2
10,11762,2013-06-03T23:44:00,2013-06-04T00:52:00,2013-06-04T01:41:00,B8.8,GOES,,0,0,-90.0,90.0,"POLYGON((1.000012 180.000005,1.000012 179.999995,0.999962 0,0.999962 0,1.000012 180.000005))",,POINT(0.00534263032717819 0),"POLYGON((5.885146 -89.9,-174.314854 -89.9,-174.314854 89.9,5.885146 89.9,5.885146 -89.9))",,POINT(95.785146 0),95.785146,0,"POLYGON((-89.9 -89.9,89.9 -89.9,89.9 89.9,-89.9 89.9,-89.9 -89.9))",,POINT(0 0),0,0,"POLYGON((8.3e-05 -945.318,-8.3e-05 -945.318,0 945.27,-0 945.27,8.3e-05 -945.318))",,POINT(0 5.050422),,5.05042200000000019,0.0,5.050422,0.0,"POLYGON((1.000012 180.000005,1.000012 179.999995,0.999962 0,0.999962 0,1.000012 180.000005))",,POINT(0.00534263032717819 0),0.00534263032718,8.8e-07 W / m2
11,11761,2013-06-04T04:09:00,2013-06-04T04:20:00,2013-06-04T04:23:00,B5.7,GOES,,0,0,-90.0,90.0,"POLYGON((1.000014 180.000005,1.000014 179.999995,0.999963 0,0.999963 0,1.000014 180.000005))",,POINT(0.00495292633407688 0),"POLYGON((3.449638 -89.9,-176.750362 -89.9,-176.750362 89.9,3.449638 89.9,3.449638 -89.9))",,POINT(93.349638 0),93.349638,0,"POLYGON((-89.9 -89.9,89.9 -89.9,89.9 89.9,-89.9 89.9,-89.9 -89.9))",,POINT(0 0),0,0,"POLYGON((8.3e-05 -945.294,-8.3e-05 -945.294,0 945.246,-0 945.246,8.3e-05 -945.294))",,POINT(0 4.681908),,4.68190799999999996,0.0,4.681908,0.0,"POLYGON((1.000014 180.000005,1.000014 179.999995,0.999963 0,0.999963 0,1.000014 180.000005))",,POINT(0.00495292633407688 0),0.00495292633408,5.7e-07 W / m2
12,11762,2013-06-04T07:53:00,2013-06-04T08:32:00,2013-06-04T09:07:00,B7.0,GOES,,0,0,-90.0,90.0,"POLYGON((1.000011 180.000005,1.000011 179.999995,0.999966 0,0.999966 0,1.000011 180.000005))",,POINT(0.00462348319255127 0),"POLYGON((1.390938 -89.9,-178.809062 -89.9,-178.809062 89.9,1.390938 89.9,1.390938 -89.9))",,POINT(91.290937 0),91.290937,0,"POLYGON((-89.9 -89.9,89.9 -89.9,89.9 89.9,-89.9 89.9,-89.9 -89.9))",,POINT(0 0),0,0,"POLYGON((8.3e-05 -945.27,-8.3e-05 -945.27,0 945.228,-0 945.228,8.3e-05 -945.27))",,POINT(0 4.370394),,4.37039400000000011,0.0,4.370394,0.0,"POLYGON((1.000011 180.000005,1.000011 179.999995,0.999966 0,0.999966 0,1.000011 180.000005))",,POINT(0.00462348319255127 0),0.00462348319255,7e-07 W / m2
13,11762,2013-06-05T08:14:00,2013-06-05T08:57:00,2013-06-05T09:26:00,M1.3,GOES,,51,-32,50.5,51.5,"POLYGON((0.845167 230.525381,0.852332 230.920942,0.848774 232.007836,0.841424 231.61591,0.845167 230.525381))",,POINT(0.846934631298612 231.26832384149),"POLYGON((128.363264 -32.5,129.363264 -32.5,129.363264 -31.5,128.363264 -31.5,128.363264 -32.5))",,POINT(128.863264 -32),128.863264,-32,"POLYGON((50.5 -32.5,51.5 -32.5,51.5 -31.5,50.5 -31.5,50.5 -32.5))",,POINT(51 -32),51,-32,"POLYGON((616.59 -507.819,625.338 -507.819,632.208 -493.7958,623.37 -493.7952,616.59 -507.819))",,POINT(624.426 -500.8266),010300000001000000050000002A8716D9CEC9814097900F7A366081C02A8716D9CEC98140C8BAB88D06DA7BC05EBA490C023D8540C8BAB88D06DA7BC05EBA490C023D854097900F7A366081C02A8716D9CEC9814097900F7A366081C0,800.459313609105266,624.426,-500.8266,231.268323841,"POLYGON((0.845167 230.525381,0.852332 230.920942,0.848774 232.007836,0.841424 231.61591,0.845167 230.525381))",,POINT(0.846934631298612 231.26832384149),0.846934631299,1.3e-05 W / m2
14,11762,2013-06-06T04:15:00,2013-06-06T04:18:00,2013-06-06T04:21:00,B4.3,GOES,,0,0,-90.0,90.0,"POLYGON((1.000006 180.000005,1.000006 179.999995,0.999993 0,0.999993 0,1.000006 180.000005))",,POINT(0.000707497447800611 0),"POLYGON((-23.075021 -89.9,156.724979 -89.9,156.724979 89.9,-23.075021 89.9,-23.075021 -89.9))",,POINT(66.824979 0),66.824979,0,"POLYGON((-89.9 -89.9,89.9 -89.9,89.9 89.9,-89.9 89.9,-89.9 -89.9))",,POINT(0 0),0,0,"POLYGON((8.3e-05 -945.024,-8.3e-05 -945.024,0 945.012,-0 945.012,8.3e-05 -945.024))",,POINT(0 0.668598),,0.668598000000000026,0.0,0.668598,0.0,"POLYGON((1.000006 180.000005,1.000006 179.999995,0.999993 0,0.999993 0,1.000006 180.000005))",,POINT(0.000707497447800611 0),0.000707497447801,4.3e-07 W / m2
15,11762,2013-06-06T20:39:00,2013-06-06T20:43:00,2013-06-06T20:49:00,B5.7,GOES,,0,0,-90.0,90.0,"POLYGON((0.999994 180.000005,0.999994 179.999995,1.000001 0,1.000001 0,0.999994 180.000005))",,POINT(0.000740014199098641 180),"POLYGON((-32.119009 -89.9,147.680991 -89.9,147.680991 89.9,-32.119009 89.9,-32.119009 -89.9))",,POINT(57.780991 0),57.780991,0,"POLYGON((-89.9 -89.9,89.9 -89.9,89.9 89.9,-89.9 89.9,-89.9 -89.9))",,POINT(0 0),0,0,"POLYGON((8.3e-05 -944.928,-8.3e-05 -944.928,0 944.934,-0 944.934,8.3e-05 -944.928))",,POINT(0 -0.699264),,0.699263999999999997,0.0,-0.699264,180.0,"POLYGON((0.999994 180.000005,0.999994 179.999995,1.000001 0,1.000001 0,0.999994 180.000005))",,POINT(0.000740014199098641 180),0.000740014199099,5.7e-07 W / m2
16,11765,2013-06-06T23:08:00,2013-06-06T23:11:00,2013-06-06T23:15:00,B5.6,GOES,,0,0,-90.0,90.0,"POLYGON((0.999995 180.000005,0.999995 179.999995,1.000002 0,1.000002 0,0.999995 180.000005))",,POINT(0.000959172694898289 180),"POLYGON((-33.488485 -89.9,146.311515 -89.9,146.311515 89.9,-33.488485 89.9,-33.488485 -89.9))",,POINT(56.411515 0),56.411515,0,"POLYGON((-89.9 -89.9,89.9 -89.9,89.9 89.9,-89.9 89.9,-89.9 -89.9))",,POINT(0 0),0,0,"POLYGON((8.3e-05 -944.916,-8.3e-05 -944.916,0 944.922,-0 944.922,8.3e-05 -944.916))",,POINT(0 -0.906342),,0.906341999999999981,0.0,-0.906342,180.0,"POLYGON((0.999995 180.000005,0.999995 179.999995,1.000002 0,1.000002 0,0.999995 180.000005))",,POINT(0.000959172694898289 180),0.000959172694898,5.6e-07 W / m2
17,11762,2013-06-06T23:19:00,2013-06-06T23:35:00,2013-06-06T23:51:00,B7.6,GOES,,0,0,-90.0,90.0,"POLYGON((0.999996 180.000005,0.999996 179.999995,1.000003 0,1.000003 0,0.999996 180.000005))",,POINT(0.000975352792702592 180),"POLYGON((-33.589587 -89.9,146.210413 -89.9,146.210413 89.9,-33.589587 89.9,-33.589587 -89.9))",,POINT(56.310413 0),56.310413,0,"POLYGON((-89.9 -89.9,89.9 -89.9,89.9 89.9,-89.9 89.9,-89.9 -89.9))",,POINT(0 0),0,0,"POLYGON((8.3e-05 -944.916,-8.3e-05 -944.916,0 944.922,-0 944.922,8.3e-05 -944.916))",,POINT(0 -0.92163),,0.921629999999999949,0.0,-0.92163,180.0,"POLYGON((0.999996 180.000005,0.999996 179.999995,1.000003 0,1.000003 0,0.999996 180.000005))",,POINT(0.000975352792702592 180),0.000975352792703,7.6e-07 W / m2
18,11762,2013-06-07T01:02:00,2013-06-07T01:08:00,2013-06-07T01:13:00,C1.0,GOES,,0,0,-90.0,90.0,"POLYGON((0.999993 180.000005,0.999993 179.999995,1.000005 0,1.000005 0,0.999993 180.000005))",,POINT(0.00112684909098996 180),"POLYGON((-34.536273 -89.9,145.263727 -89.9,145.263727 89.9,-34.536273 89.9,-34.536273 -89.9))",,POINT(55.363727 0),55.363727,0,"POLYGON((-89.9 -89.9,89.9 -89.9,89.9 89.9,-89.9 89.9,-89.9 -89.9))",,POINT(0 0),0,0,"POLYGON((8.3e-05 -944.904,-8.3e-05 -944.904,0 944.916,-0 944.916,8.3e-05 -944.904))",,POINT(0 -1.064772),,1.06477200000000005,0.0,-1.064772,180.0,"POLYGON((0.999993 180.000005,0.999993 179.999995,1.000005 0,1.000005 0,0.999993 180.000005))",,POINT(0.00112684909098996 180),0.00112684909099,1e-06 W / m2
19,11762,2013-06-07T09:27:00,2013-06-07T09:42:00,2013-06-07T09:54:00,C1.1,GOES,,0,0,-90.0,90.0,"POLYGON((0.999987 180.000005,0.999987 179.999995,1.000006 0,1.000006 0,0.999987 180.000005))",,POINT(0.00186956799440515 180),"POLYGON((-39.17781 -89.9,140.62219 -89.9,140.62219 89.9,-39.17781 89.9,-39.17781 -89.9))",,POINT(50.72219 0),50.72219,0,"POLYGON((-89.9 -89.9,89.9 -89.9,89.9 89.9,-89.9 89.9,-89.9 -89.9))",,POINT(0 0),0,0,"POLYGON((8.3e-05 -944.856,-8.3e-05 -944.856,0 944.874,-0 944.874,8.3e-05 -944.856))",,POINT(0 -1.766496),,1.76649599999999984,0.0,-1.766496,180.0,"POLYGON((0.999987 180.000005,0.999987 179.999995,1.000006 0,1.000006 0,0.999987 180.000005))",,POINT(0.00186956799440515 180),0.00186956799441,1.1e-06 W / m2
20,11762,2013-06-07T11:42:00,2013-06-07T11:51:00,2013-06-07T12:00:00,C3.0,GOES,,0,0,-90.0,90.0,"POLYGON((0.999986 180.000005,0.999986 179.999995,1.000005 0,1.000005 0,0.999986 180.000005))",,POINT(0.00206808998276925 180),"POLYGON((-40.418622 -89.9,139.381378 -89.9,139.381378 89.9,-40.418622 89.9,-40.418622 -89.9))",,POINT(49.481378 0),49.481378,0,"POLYGON((-89.9 -89.9,89.9 -89.9,89.9 89.9,-89.9 89.9,-89.9 -89.9))",,POINT(0 0),0,0,"POLYGON((8.3e-05 -944.844,-8.3e-05 -944.844,0 944.862,-0 944.862,8.3e-05 -944.844))",,POINT(0 -1.95405),,1.95405000000000006,0.0,-1.95405,180.0,"POLYGON((0.999986 180.000005,0.999986 179.999995,1.000005 0,1.000005 0,0.999986 180.000005))",,POINT(0.00206808998276925 180),0.00206808998277,3e-06 W / m2
21,11762,2013-06-07T19:18:00,2013-06-07T19:23:00,2013-06-07T19:27:00,B6.6,GOES,,0,0,-90.0,90.0,"POLYGON((0.999981 180.000005,0.999981 179.999995,1.000007 0,1.000007 0,0.999981 180.000005))",,POINT(0.00273860475828301 180),"POLYGON((-44.609823 -89.9,135.190177 -89.9,135.190177 89.9,-44.609823 89.9,-44.609823 -89.9))",,POINT(45.290177 0),45.290177,0,"POLYGON((-89.9 -89.9,89.9 -89.9,89.9 89.9,-89.9 89.9,-89.9 -89.9))",,POINT(0 0),0,0,"POLYGON((8.3e-05 -944.802,-8.3e-05 -944.802,0 944.826,-0 944.826,8.3e-05 -944.802))",,POINT(0 -2.587488),,2.58748800000000001,0.0,-2.587488,180.0,"POLYGON((0.999981 180.000005,0.999981 179.999995,1.000007 0,1.000007 0,0.999981 180.000005))",,POINT(0.00273860475828301 180),0.00273860475828,6.6e-07 W / m2
22,0,2013-06-07T21:07:00,2013-06-07T21:11:00,2013-06-07T21:17:00,B4.2,GOES,,0,0,-90.0,90.0,"POLYGON((0.999984 180.000005,0.999984 179.999995,1.00001 0,1.00001 0,0.999984 180.000005))",,POINT(0.00289885941304382 180),"POLYGON((-45.61167 -89.9,134.18833 -89.9,134.18833 89.9,-45.61167 89.9,-45.61167 -89.9))",,POINT(44.28833 0),44.28833,0,"POLYGON((-89.9 -89.9,89.9 -89.9,89.9 89.9,-89.9 89.9,-89.9 -89.9))",,POINT(0 0),0,0,"POLYGON((8.3e-05 -944.796,-8.3e-05 -944.796,0 944.82,-0 944.82,8.3e-05 -944.796))",,POINT(0 -2.738874),,2.73887400000000003,0.0,-2.738874,180.0,"POLYGON((0.999984 180.000005,0.999984 179.999995,1.00001 0,1.00001 0,0.999984 180.000005))",,POINT(0.00289885941304382 180),0.00289885941304,4.2e-07 W / m2
23,11762,2013-06-07T22:11:00,2013-06-07T22:49:00,2013-06-07T23:04:00,M5.9,GOES,,0,0,-90.0,90.0,"POLYGON((0.999983 180.000005,0.999983 179.999995,1.000009 0,1.000009 0,0.999983 180.000005))",,POINT(0.00299295188418105 180),"POLYGON((-46.199911 -89.9,133.600089 -89.9,133.600089 89.9,-46.199911 89.9,-46.199911 -89.9))",,POINT(43.700089 0),43.700089,0,"POLYGON((-89.9 -89.9,89.9 -89.9,89.9 89.9,-89.9 89.9,-89.9 -89.9))",,POINT(0 0),0,0,"POLYGON((8.3e-05 -944.79,-8.3e-05 -944.79,0 944.814,-0 944.814,8.3e-05 -944.79))",,POINT(0 -2.827758),,2.82775799999999977,0.0,-2.827758,180.0,"POLYGON((0.999983 180.000005,0.999983 179.999995,1.000009 0,1.000009 0,0.999983 180.000005))",,POINT(0.00299295188418105 180),0.00299295188418,5.9e-05 W / m2
