,end_time,event_date,goes_class,goes_location,noaa_active_region,peak_time,start_time,flux
18,2016-06-10 09:56:00,2016-06-10,B2.2,"(-80, -1)",12553,2016-06-10 09:52:00,2016-06-10 09:47:00,2.2e-07 W / m2
19,2016-06-10 21:16:00,2016-06-10,B4.9,"(0, 0)",12552,2016-06-10 21:04:00,2016-06-10 20:48:00,4.9e-07 W / m2
20,2016-06-10 22:07:00,2016-06-10,B2.5,"(0, 0)",12552,2016-06-10 22:05:00,2016-06-10 22:02:00,2.5e-07 W / m2
21,2016-06-11 00:23:00,2016-06-11,B2.8,"(0, 0)",12552,2016-06-11 00:20:00,2016-06-11 00:17:00,2.8e-07 W / m2
22,2016-06-11 06:39:00,2016-06-11,B2.6,"(0, 0)",12552,2016-06-11 06:36:00,2016-06-11 06:32:00,2.6e-07 W / m2
23,2016-06-11 08:26:00,2016-06-11,B4.6,"(0, 0)",12552,2016-06-11 08:23:00,2016-06-11 08:18:00,4.6e-07 W / m2
24,2016-06-11 13:32:00,2016-06-11,B4.2,"(25, 8)",12554,2016-06-11 13:28:00,2016-06-11 13:24:00,4.2e-07 W / m2
25,2016-06-11 14:04:00,2016-06-11,B3.5,"(0, 0)",12552,2016-06-11 13:59:00,2016-06-11 13:55:00,3.5e-07 W / m2
26,2016-06-11 15:24:00,2016-06-11,B5.9,"(0, 0)",12552,2016-06-11 15:18:00,2016-06-11 15:13:00,5.9e-07 W / m2
27,2016-06-11 20:44:00,2016-06-11,B4.5,"(0, 0)",12552,2016-06-11 20:41:00,2016-06-11 20:37:00,4.5e-07 W / m2
28,2016-06-11 21:02:00,2016-06-11,B9.7,"(0, 0)",12552,2016-06-11 20:57:00,2016-06-11 20:50:00,9.7e-07 W / m2
29,2016-06-11 22:43:00,2016-06-11,C6.5,"(0, 0)",12552,2016-06-11 22:28:00,2016-06-11 21:59:00,6.5e-06 W / m2
30,2016-06-12 02:02:00,2016-06-12,B4.0,"(0, 0)",12552,2016-06-12 01:55:00,2016-06-12 01:51:00,4e-07 W / m2
31,2016-06-12 08:15:00,2016-06-12,B2.8,"(0, 0)",12552,2016-06-12 08:12:00,2016-06-12 08:09:00,2.8e-07 W / m2
32,2016-06-12 09:18:00,2016-06-12,B5.8,"(0, 0)",12554,2016-06-12 09:10:00,2016-06-12 09:04:00,5.8e-07 W / m2
33,2016-06-12 20:52:00,2016-06-12,C1.8,"(0, 0)",12552,2016-06-12 20:40:00,2016-06-12 20:30:00,1.8e-06 W / m2
34,2016-06-13 01:58:00,2016-06-13,B4.9,"(0, 0)",12552,2016-06-13 01:53:00,2016-06-13 01:45:00,4.9e-07 W / m2
35,2016-06-13 02:57:00,2016-06-13,B5.0,"(0, 0)",12554,2016-06-13 02:53:00,2016-06-13 02:49:00,5e-07 W / m2
36,2016-06-13 04:23:00,2016-06-13,B9.3,"(0, 0)",12554,2016-06-13 04:15:00,2016-06-13 04:04:00,9.3e-07 W / m2
37,2016-06-13 05:02:00,2016-06-13,B9.2,"(0, 0)",12552,2016-06-13 04:49:00,2016-06-13 04:35:00,9.2e-07 W / m2
38,2016-06-13 06:18:00,2016-06-13,C3.0,"(0, 0)",12552,2016-06-13 05:52:00,2016-06-13 05:33:00,3e-06 W / m2
39,2016-06-13 19:07:00,2016-06-13,B4.9,"(0, 0)",0,2016-06-13 18:55:00,2016-06-13 18:43:00,4.9e-07 W / m2
40,2016-06-15 10:58:00,2016-06-15,B1.7,"(0, 0)",0,2016-06-15 10:56:00,2016-06-15 10:53:00,1.7e-07 W / m2
41,2016-06-15 13:30:00,2016-06-15,B4.2,"(0, 0)",0,2016-06-15 13:11:00,2016-06-15 13:00:00,4.2e-07 W / m2
42,2016-06-15 20:49:00,2016-06-15,B2.2,"(0, 0)",0,2016-06-15 20:47:00,2016-06-15 20:43:00,2.2e-07 W / m2
43,2016-06-16 00:34:00,2016-06-16,B3.2,"(-3, -4)",12553,2016-06-16 00:25:00,2016-06-16 00:20:00,3.2e-07 W / m2
44,2016-06-16 09:52:00,2016-06-16,B2.1,"(0, 0)",0,2016-06-16 09:48:00,2016-06-16 09:44:00,2.1e-07 W / m2
45,2016-06-16 10:46:00,2016-06-16,B3.8,"(0, 0)",12555,2016-06-16 10:44:00,2016-06-16 10:40:00,3.8e-07 W / m2
46,2016-06-16 12:09:00,2016-06-16,B2.6,"(0, 0)",12555,2016-06-16 12:03:00,2016-06-16 11:58:00,2.6e-07 W / m2
47,2016-06-16 12:21:00,2016-06-16,B3.5,"(0, 0)",12555,2016-06-16 12:18:00,2016-06-16 12:12:00,3.5e-07 W / m2
48,2016-06-16 13:27:00,2016-06-16,B8.8,"(50, -8)",12555,2016-06-16 13:24:00,2016-06-16 13:17:00,8.8e-07 W / m2
49,2016-06-16 15:32:00,2016-06-16,B3.8,"(50, -8)",12555,2016-06-16 15:23:00,2016-06-16 15:17:00,3.8e-07 W / m2
50,2016-06-16 16:17:00,2016-06-16,B2.9,"(0, 0)",0,2016-06-16 16:13:00,2016-06-16 16:09:00,2.9e-07 W / m2
51,2016-06-16 18:06:00,2016-06-16,B4.0,"(0, 0)",12556,2016-06-16 17:53:00,2016-06-16 17:46:00,4e-07 W / m2
52,2016-06-17 04:28:00,2016-06-17,B2.3,"(0, 0)",0,2016-06-17 04:21:00,2016-06-17 04:04:00,2.3e-07 W / m2
53,2016-06-17 05:40:00,2016-06-17,B2.7,"(0, 0)",12556,2016-06-17 05:19:00,2016-06-17 04:56:00,2.7e-07 W / m2
54,2016-06-17 08:38:00,2016-06-17,B3.4,"(0, 0)",12555,2016-06-17 08:31:00,2016-06-17 08:25:00,3.4e-07 W / m2
55,2016-06-17 09:34:00,2016-06-17,B4.0,"(0, 0)",12555,2016-06-17 09:26:00,2016-06-17 09:16:00,4e-07 W / m2
56,2016-06-17 12:34:00,2016-06-17,B3.3,"(0, 0)",12555,2016-06-17 12:29:00,2016-06-17 12:24:00,3.3e-07 W / m2
57,2016-06-17 13:16:00,2016-06-17,B1.7,"(0, 0)",12555,2016-06-17 13:14:00,2016-06-17 13:10:00,1.7e-07 W / m2
58,2016-06-17 14:05:00,2016-06-17,B1.9,"(64, -6)",12555,2016-06-17 14:03:00,2016-06-17 14:00:00,1.9e-07 W / m2
59,2016-06-17 20:49:00,2016-06-17,B2.7,"(0, 0)",12555,2016-06-17 20:40:00,2016-06-17 20:34:00,2.7e-07 W / m2
60,2016-06-18 11:51:00,2016-06-18,B3.8,"(0, 0)",12555,2016-06-18 11:48:00,2016-06-18 11:44:00,3.8e-07 W / m2
61,2016-06-18 14:39:00,2016-06-18,B3.1,"(0, 0)",12556,2016-06-18 14:35:00,2016-06-18 14:30:00,3.1e-07 W / m2
62,2016-06-18 16:15:00,2016-06-18,B2.7,"(0, 0)",12555,2016-06-18 16:11:00,2016-06-18 16:04:00,2.7e-07 W / m2
63,2016-06-18 20:50:00,2016-06-18,B3.2,"(24, 7)",0,2016-06-18 20:45:00,2016-06-18 20:31:00,3.2e-07 W / m2
64,2016-06-19 08:23:00,2016-06-19,B2.3,"(0, 0)",12558,2016-06-19 07:57:00,2016-06-19 07:31:00,2.3e-07 W / m2
65,2016-06-19 12:09:00,2016-06-19,C1.7,"(0, 0)",12558,2016-06-19 11:58:00,2016-06-19 11:44:00,1.7e-06 W / m2
66,2016-06-20 01:13:00,2016-06-19,B5.0,"(0, 0)",12555,2016-06-19 23:47:00,2016-06-19 23:08:00,5e-07 W / m2
67,2016-06-20 03:09:00,2016-06-20,B9.6,"(0, 0)",12558,2016-06-20 03:00:00,2016-06-20 02:49:00,9.6e-07 W / m2
68,2016-06-21 07:09:00,2016-06-21,B3.8,"(0, 0)",12553,2016-06-21 05:34:00,2016-06-21 04:38:00,3.8e-07 W / m2
69,2016-06-24 00:44:00,2016-06-24,B3.7,"(0, 0)",12558,2016-06-24 00:34:00,2016-06-24 00:17:00,3.7e-07 W / m2
70,2016-06-24 23:21:00,2016-06-24,B3.9,"(0, 0)",0,2016-06-24 22:56:00,2016-06-24 22:42:00,3.9e-07 W / m2
71,2016-06-25 04:26:00,2016-06-25,B4.4,"(0, 0)",0,2016-06-25 03:15:00,2016-06-25 02:07:00,4.4e-07 W / m2
72,2016-06-25 11:25:00,2016-06-25,B4.9,"(0, 0)",0,2016-06-25 11:11:00,2016-06-25 11:01:00,4.9e-07 W / m2
73,2016-06-25 15:53:00,2016-06-25,B4.4,"(0, 0)",0,2016-06-25 15:44:00,2016-06-25 15:27:00,4.4e-07 W / m2
74,2016-06-26 04:17:00,2016-06-26,B2.1,"(0, 0)",0,2016-06-26 04:11:00,2016-06-26 04:06:00,2.1e-07 W / m2
75,2016-06-26 10:55:00,2016-06-26,B1.3,"(0, 0)",0,2016-06-26 10:50:00,2016-06-26 10:46:00,1.3e-07 W / m2
76,2016-06-26 16:23:00,2016-06-26,B3.8,"(-51, 13)",0,2016-06-26 16:04:00,2016-06-26 15:57:00,3.8e-07 W / m2
77,2016-06-27 04:28:00,2016-06-27,B3.2,"(0, 0)",0,2016-06-27 04:20:00,2016-06-27 04:05:00,3.2e-07 W / m2
78,2016-06-27 10:24:00,2016-06-27,B5.8,"(-40, 14)",0,2016-06-27 09:58:00,2016-06-27 09:42:00,5.8e-07 W / m2
79,2016-06-29 03:13:00,2016-06-29,B2.2,"(0, 0)",0,2016-06-29 02:56:00,2016-06-29 02:39:00,2.2e-07 W / m2
