,end_time,event_date,goes_class,goes_location,noaa_active_region,peak_time,start_time,flux
65,2015-12-12 17:52:00,2015-12-12,C1.7,"(0, 0)",12465,2015-12-12 17:34:00,2015-12-12 17:26:00,1.7e-06 W / m2
66,2015-12-12 18:23:00,2015-12-12,C2.8,"(0, 0)",12469,2015-12-12 18:17:00,2015-12-12 18:09:00,2.8e-06 W / m2
67,2015-12-12 19:16:00,2015-12-12,B6.3,"(0, 0)",0,2015-12-12 19:14:00,2015-12-12 19:11:00,6.3e-07 W / m2
68,2015-12-12 20:15:00,2015-12-12,C1.1,"(0, 0)",12470,2015-12-12 19:45:00,2015-12-12 19:32:00,1.1e-06 W / m2
69,2015-12-13 11:28:00,2015-12-13,C5.3,"(-36, -14)",12468,2015-12-13 10:34:00,2015-12-13 08:25:00,5.3e-06 W / m2
70,2015-12-13 21:51:00,2015-12-13,B7.6,"(0, 0)",12463,2015-12-13 21:46:00,2015-12-13 21:42:00,7.6e-07 W / m2
71,2015-12-14 00:20:00,2015-12-14,C1.0,"(-52, 19)",12469,2015-12-14 00:14:00,2015-12-14 00:06:00,1e-06 W / m2
72,2015-12-14 14:10:00,2015-12-14,B7.6,"(0, 0)",12470,2015-12-14 14:08:00,2015-12-14 14:04:00,7.6e-07 W / m2
73,2015-12-14 14:53:00,2015-12-14,B9.0,"(-17, -15)",12468,2015-12-14 14:41:00,2015-12-14 14:31:00,9e-07 W / m2
74,2015-12-14 18:33:00,2015-12-14,B7.5,"(0, 0)",0,2015-12-14 18:31:00,2015-12-14 18:28:00,7.5e-07 W / m2
75,2015-12-14 22:26:00,2015-12-14,B5.7,"(0, 0)",0,2015-12-14 22:24:00,2015-12-14 22:21:00,5.7e-07 W / m2
76,2015-12-15 20:42:00,2015-12-15,B5.9,"(0, 0)",12468,2015-12-15 20:34:00,2015-12-15 20:30:00,5.9e-07 W / m2
77,2015-12-15 22:25:00,2015-12-15,C1.2,"(-2, -15)",12468,2015-12-15 22:00:00,2015-12-15 21:33:00,1.2e-06 W / m2
78,2015-12-16 05:53:00,2015-12-16,B7.0,"(0, 0)",0,2015-12-16 05:48:00,2015-12-16 05:44:00,7e-07 W / m2
79,2015-12-16 09:23:00,2015-12-16,C6.6,"(4, -13)",12468,2015-12-16 09:03:00,2015-12-16 08:34:00,6.6e-06 W / m2
80,2015-12-17 03:51:00,2015-12-17,B7.6,"(0, 0)",12470,2015-12-17 03:41:00,2015-12-17 03:29:00,7.6e-07 W / m2
81,2015-12-17 05:35:00,2015-12-17,C1.3,"(-32, 13)",12470,2015-12-17 05:33:00,2015-12-17 05:29:00,1.3e-06 W / m2
82,2015-12-17 12:49:00,2015-12-17,C1.7,"(-28, 15)",12470,2015-12-17 12:35:00,2015-12-17 12:22:00,1.7e-06 W / m2
83,2015-12-17 21:10:00,2015-12-17,B8.2,"(22, -18)",12468,2015-12-17 21:04:00,2015-12-17 20:59:00,8.2e-07 W / m2
84,2015-12-18 04:12:00,2015-12-18,C1.4,"(0, 0)",12469,2015-12-18 04:00:00,2015-12-18 03:48:00,1.4e-06 W / m2
85,2015-12-18 05:22:00,2015-12-18,C4.6,"(-7, 18)",12469,2015-12-18 05:09:00,2015-12-18 04:55:00,4.6e-06 W / m2
86,2015-12-18 15:38:00,2015-12-18,B6.1,"(33, -17)",12468,2015-12-18 15:34:00,2015-12-18 15:29:00,6.1e-07 W / m2
87,2015-12-19 01:59:00,2015-12-18,B7.4,"(0, 0)",12369,2015-12-19 01:18:00,2015-12-18 23:19:00,7.4e-07 W / m2
88,2015-12-19 02:08:00,2015-12-19,C3.1,"(39, -18)",12468,2015-12-19 02:04:00,2015-12-19 01:59:00,3.1e-06 W / m2
89,2015-12-19 05:07:00,2015-12-19,B8.3,"(0, 0)",12468,2015-12-19 04:55:00,2015-12-19 04:43:00,8.3e-07 W / m2
90,2015-12-19 11:01:00,2015-12-19,C1.6,"(0, 0)",12470,2015-12-19 10:51:00,2015-12-19 10:40:00,1.6e-06 W / m2
91,2015-12-19 13:57:00,2015-12-19,C1.7,"(0, 0)",0,2015-12-19 13:26:00,2015-12-19 12:38:00,1.7e-06 W / m2
92,2015-12-19 17:24:00,2015-12-19,C1.1,"(0, 0)",12470,2015-12-19 17:10:00,2015-12-19 16:58:00,1.1e-06 W / m2
93,2015-12-19 23:08:00,2015-12-19,C4.5,"(0, 0)",12470,2015-12-19 22:28:00,2015-12-19 21:49:00,4.5e-06 W / m2
94,2015-12-20 05:55:00,2015-12-20,C3.8,"(0, 0)",12472,2015-12-20 05:13:00,2015-12-20 03:57:00,3.8e-06 W / m2
95,2015-12-20 08:24:00,2015-12-20,C1.2,"(0, 0)",12470,2015-12-20 07:56:00,2015-12-20 07:23:00,1.2e-06 W / m2
96,2015-12-20 10:47:00,2015-12-20,C1.2,"(0, 0)",12470,2015-12-20 10:38:00,2015-12-20 10:26:00,1.2e-06 W / m2
97,2015-12-20 11:57:00,2015-12-20,C1.6,"(0, 0)",12472,2015-12-20 11:34:00,2015-12-20 11:17:00,1.6e-06 W / m2
98,2015-12-20 19:58:00,2015-12-20,C2.4,"(63, -13)",12468,2015-12-20 19:44:00,2015-12-20 19:22:00,2.4e-06 W / m2
99,2015-12-20 22:08:00,2015-12-20,C2.3,"(0, 0)",12472,2015-12-20 21:50:00,2015-12-20 21:41:00,2.3e-06 W / m2
100,2015-12-20 22:56:00,2015-12-20,C6.0,"(0, 0)",12472,2015-12-20 22:44:00,2015-12-20 22:33:00,6e-06 W / m2
101,2015-12-21 00:05:00,2015-12-20,C5.4,"(0, 0)",12472,2015-12-20 23:58:00,2015-12-20 23:48:00,5.4e-06 W / m2
102,2015-12-21 01:11:00,2015-12-21,M2.8,"(0, 0)",12472,2015-12-21 01:03:00,2015-12-21 00:52:00,2.8e-05 W / m2
103,2015-12-21 03:21:00,2015-12-21,C2.4,"(0, 0)",12472,2015-12-21 03:16:00,2015-12-21 03:10:00,2.4e-06 W / m2
104,2015-12-21 05:04:00,2015-12-21,C2.0,"(0, 0)",12472,2015-12-21 04:58:00,2015-12-21 04:50:00,2e-06 W / m2
105,2015-12-21 05:43:00,2015-12-21,C9.1,"(0, 0)",12472,2015-12-21 05:39:00,2015-12-21 05:29:00,9.1e-06 W / m2
106,2015-12-21 08:31:00,2015-12-21,C1.7,"(0, 0)",12472,2015-12-21 08:29:00,2015-12-21 08:25:00,1.7e-06 W / m2
107,2015-12-21 09:09:00,2015-12-21,C1.0,"(0, 0)",12472,2015-12-21 09:04:00,2015-12-21 09:00:00,1e-06 W / m2
108,2015-12-21 10:32:00,2015-12-21,M1.1,"(-85, 4)",12472,2015-12-21 10:19:00,2015-12-21 10:09:00,1.1e-05 W / m2
109,2015-12-21 14:48:00,2015-12-21,C2.1,"(0, 0)",12473,2015-12-21 14:33:00,2015-12-21 14:17:00,2.1e-06 W / m2
110,2015-12-21 16:41:00,2015-12-21,C1.3,"(-79, -22)",12473,2015-12-21 16:37:00,2015-12-21 15:39:00,1.3e-06 W / m2
111,2015-12-21 18:42:00,2015-12-21,C6.2,"(0, 0)",12473,2015-12-21 18:27:00,2015-12-21 18:08:00,6.2e-06 W / m2
112,2015-12-21 22:28:00,2015-12-21,C1.1,"(27, 16)",12470,2015-12-21 22:26:00,2015-12-21 22:23:00,1.1e-06 W / m2
113,2015-12-22 00:38:00,2015-12-21,C3.3,"(-77, -22)",12473,2015-12-22 00:14:00,2015-12-21 23:38:00,3.3e-06 W / m2
114,2015-12-22 03:48:00,2015-12-22,M1.6,"(-75, -23)",12473,2015-12-22 03:34:00,2015-12-22 03:15:00,1.6e-05 W / m2
115,2015-12-22 13:53:00,2015-12-22,C6.3,"(-74, 7)",12472,2015-12-22 13:38:00,2015-12-22 13:06:00,6.3e-06 W / m2
116,2015-12-22 14:46:00,2015-12-22,C4.1,"(0, 0)",12473,2015-12-22 14:41:00,2015-12-22 14:17:00,4.1e-06 W / m2
117,2015-12-22 18:40:00,2015-12-22,C1.4,"(0, 0)",12473,2015-12-22 18:32:00,2015-12-22 18:17:00,1.4e-06 W / m2
118,2015-12-23 00:52:00,2015-12-23,M4.7,"(-63, -22)",12473,2015-12-23 00:40:00,2015-12-23 00:23:00,4.7e-05 W / m2
119,2015-12-23 04:37:00,2015-12-23,C7.5,"(-65, 5)",12472,2015-12-23 04:14:00,2015-12-23 04:02:00,7.5e-06 W / m2
120,2015-12-23 17:52:00,2015-12-23,C1.3,"(0, 0)",12473,2015-12-23 17:44:00,2015-12-23 17:37:00,1.3e-06 W / m2
121,2015-12-24 00:50:00,2015-12-24,C1.7,"(0, 0)",12472,2015-12-24 00:46:00,2015-12-24 00:41:00,1.7e-06 W / m2
122,2015-12-24 02:22:00,2015-12-24,M1.1,"(0, 0)",12473,2015-12-24 02:12:00,2015-12-24 01:49:00,1.1e-05 W / m2
123,2015-12-24 06:49:00,2015-12-24,C5.9,"(-49, -22)",12473,2015-12-24 06:16:00,2015-12-24 05:08:00,5.9e-06 W / m2
124,2015-12-24 11:16:00,2015-12-24,C2.0,"(-48, 5)",12472,2015-12-24 11:07:00,2015-12-24 10:46:00,2e-06 W / m2
125,2015-12-25 05:30:00,2015-12-25,C1.5,"(0, 0)",12473,2015-12-25 05:17:00,2015-12-25 04:05:00,1.5e-06 W / m2
126,2015-12-25 10:01:00,2015-12-25,C2.0,"(-33, -21)",12473,2015-12-25 09:38:00,2015-12-25 09:20:00,2e-06 W / m2
127,2015-12-25 13:04:00,2015-12-25,C1.0,"(0, 0)",12473,2015-12-25 12:45:00,2015-12-25 12:33:00,1e-06 W / m2
128,2015-12-25 13:25:00,2015-12-25,C1.1,"(0, 0)",12473,2015-12-25 13:14:00,2015-12-25 13:07:00,1.1e-06 W / m2
129,2015-12-25 17:49:00,2015-12-25,C6.9,"(0, 0)",12472,2015-12-25 17:29:00,2015-12-25 16:59:00,6.9e-06 W / m2
130,2015-12-25 23:14:00,2015-12-25,C3.0,"(-23, -21)",12473,2015-12-25 23:00:00,2015-12-25 22:48:00,3e-06 W / m2
131,2015-12-26 02:32:00,2015-12-26,C1.6,"(-21, -20)",12473,2015-12-26 01:53:00,2015-12-26 01:44:00,1.6e-06 W / m2
132,2015-12-26 05:23:00,2015-12-26,C7.8,"(0, 0)",12473,2015-12-26 05:10:00,2015-12-26 05:01:00,7.8e-06 W / m2
133,2015-12-26 09:59:00,2015-12-26,B8.3,"(-18, -20)",12473,2015-12-26 09:53:00,2015-12-26 09:48:00,8.3e-07 W / m2
134,2015-12-26 12:16:00,2015-12-26,C1.2,"(0, 0)",12473,2015-12-26 12:03:00,2015-12-26 11:55:00,1.2e-06 W / m2
135,2015-12-26 15:43:00,2015-12-26,C4.1,"(0, 0)",12473,2015-12-26 15:26:00,2015-12-26 15:10:00,4.1e-06 W / m2
136,2015-12-27 00:15:00,2015-12-27,B5.6,"(-5, -19)",12473,2015-12-27 00:13:00,2015-12-27 00:10:00,5.6e-07 W / m2
137,2015-12-27 12:04:00,2015-12-27,B9.7,"(0, 0)",12473,2015-12-27 12:01:00,2015-12-27 11:58:00,9.7e-07 W / m2
138,2015-12-27 19:27:00,2015-12-27,C2.8,"(0, 0)",12472,2015-12-27 19:10:00,2015-12-27 18:59:00,2.8e-06 W / m2
139,2015-12-27 20:57:00,2015-12-27,C1.0,"(0, 0)",0,2015-12-27 20:47:00,2015-12-27 20:41:00,1e-06 W / m2
140,2015-12-27 21:52:00,2015-12-27,B9.0,"(0, 0)",12473,2015-12-27 21:46:00,2015-12-27 21:41:00,9e-07 W / m2
141,2015-12-28 00:39:00,2015-12-28,C8.0,"(4, -20)",12473,2015-12-28 00:28:00,2015-12-28 00:18:00,8e-06 W / m2
142,2015-12-28 14:09:00,2015-12-28,M1.8,"(0, 0)",12473,2015-12-28 12:45:00,2015-12-28 11:20:00,1.8e-05 W / m2
143,2015-12-28 15:46:00,2015-12-28,C7.5,"(0, 0)",12473,2015-12-28 15:31:00,2015-12-28 15:23:00,7.5e-06 W / m2
144,2015-12-28 17:03:00,2015-12-28,C4.1,"(23, -19)",12473,2015-12-28 17:01:00,2015-12-28 16:56:00,4.1e-06 W / m2
145,2015-12-28 22:52:00,2015-12-28,C2.8,"(27, -19)",12473,2015-12-28 22:49:00,2015-12-28 22:43:00,2.8e-06 W / m2
146,2015-12-29 01:26:00,2015-12-29,C1.4,"(0, 0)",12472,2015-12-29 01:06:00,2015-12-29 00:53:00,1.4e-06 W / m2
147,2015-12-29 10:43:00,2015-12-29,C6.8,"(0, 0)",12473,2015-12-29 10:32:00,2015-12-29 10:11:00,6.8e-06 W / m2
148,2015-12-29 15:44:00,2015-12-29,B8.3,"(0, 0)",12473,2015-12-29 15:36:00,2015-12-29 15:31:00,8.3e-07 W / m2
149,2015-12-29 18:11:00,2015-12-29,C1.5,"(0, 0)",12473,2015-12-29 17:59:00,2015-12-29 17:51:00,1.5e-06 W / m2
150,2015-12-29 20:34:00,2015-12-29,C2.5,"(30, -19)",12473,2015-12-29 20:19:00,2015-12-29 20:07:00,2.5e-06 W / m2
151,2015-12-30 06:19:00,2015-12-30,B9.3,"(0, 0)",12473,2015-12-30 06:13:00,2015-12-30 06:06:00,9.3e-07 W / m2
152,2015-12-30 14:44:00,2015-12-30,B9.1,"(0, 0)",12473,2015-12-30 14:17:00,2015-12-30 13:39:00,9.1e-07 W / m2
153,2015-12-30 18:22:00,2015-12-30,B5.9,"(51, -20)",12473,2015-12-30 18:18:00,2015-12-30 18:15:00,5.9e-07 W / m2
154,2015-12-30 19:07:00,2015-12-30,C1.1,"(50, -22)",12473,2015-12-30 19:05:00,2015-12-30 18:59:00,1.1e-06 W / m2
155,2015-12-30 20:14:00,2015-12-30,B7.0,"(0, 0)",12473,2015-12-30 20:07:00,2015-12-30 19:18:00,7e-07 W / m2
156,2015-12-30 22:48:00,2015-12-30,C4.3,"(39, -24)",12473,2015-12-30 22:45:00,2015-12-30 22:39:00,4.3e-06 W / m2
157,2015-12-31 02:22:00,2015-12-31,B5.2,"(0, 0)",12473,2015-12-31 02:18:00,2015-12-31 02:14:00,5.2e-07 W / m2
158,2015-12-31 03:25:00,2015-12-31,B4.5,"(0, 0)",12473,2015-12-31 03:23:00,2015-12-31 03:20:00,4.5e-07 W / m2
159,2015-12-31 08:33:00,2015-12-31,B5.8,"(0, 0)",12473,2015-12-31 08:29:00,2015-12-31 08:23:00,5.8e-07 W / m2
160,2015-12-31 13:29:00,2015-12-31,B7.4,"(0, 0)",12473,2015-12-31 13:26:00,2015-12-31 13:19:00,7.4e-07 W / m2
161,2015-12-31 17:28:00,2015-12-31,C1.4,"(0, 0)",12473,2015-12-31 17:25:00,2015-12-31 17:19:00,1.4e-06 W / m2
162,2015-12-31 20:15:00,2015-12-31,C1.6,"(0, 0)",12473,2015-12-31 20:11:00,2015-12-31 19:57:00,1.6e-06 W / m2
163,2015-12-31 23:11:00,2015-12-31,B6.1,"(0, 0)",12473,2015-12-31 23:05:00,2015-12-31 23:00:00,6.1e-07 W / m2
164,2015-12-31 23:29:00,2015-12-31,B6.7,"(0, 0)",12473,2015-12-31 23:21:00,2015-12-31 23:14:00,6.7e-07 W / m2
