,ar_noaanum,event_starttime,event_peaktime,event_endtime,fl_goescls,obs_instrument,obs_title,event_coord1,event_coord2,event_coord3,event_coordsys,event_coordunit,event_description,boundbox_c1ll,boundbox_c1ur,hrc_bbox,hrc_boundcc,hrc_coord,hgc_bbox,hgc_boundcc,hgc_coord,hgc_x,hgc_y,hgs_bbox,hgs_boundcc,hgs_coord,hgs_x,hgs_y,hpc_bbox,hpc_boundcc,hpc_coord,hpc_geom,hpc_radius,hpc_x,hpc_y,hrc_a,hrc_bbox,hrc_boundcc,hrc_coord,hrc_r,fl_efoldtime,fl_efoldtimeunit,fl_fluence,fl_fluenceunit,fl_halphaclass,fl_peakem,fl_peakemunit,fl_peakflux,fl_peakfluxunit,fl_peaktemp,fl_peaktempunit,flux
0,11785,2013-07-01T06:57:00,2013-07-01T07:00:00,2013-07-01T07:03:00,B6.9,GOES,,0,0,,UTC-HGS-TOPO,degrees,,-90.0,90.0,"POLYGON((0.998484 180.000005,0.998484 179.999995,0.998949 0,0.998949 0,0.998484 180.000005))",,POINT(0.0508724315760764 180),"POLYGON((4.524801 -89.9,-175.675199 -89.9,-175.675199 89.9,4.524801 89.9,4.524801 -89.9))",,POINT(94.424802 0),94.424802,0,"POLYGON((-89.9 -89.9,89.9 -89.9,89.9 89.9,-89.9 89.9,-89.9 -89.9))",,POINT(0 0),0,0,"POLYGON((8.2e-05 -941.838,-8.2e-05 -941.838,0 942.276,-0 942.276,8.2e-05 -941.838))",,POINT(0 -47.98632),,47.9863199999999992,0.0,-47.98632,180.0,"POLYGON((0.998484 180.000005,0.998484 179.999995,0.998949 0,0.998949 0,0.998484 180.000005))",,POINT(0.0508724315760764 180),0.0508724315761,,,,,,,,,,,,6.9e-07 W / m2
1,11785,2013-07-01T10:03:00,2013-07-01T10:06:00,2013-07-01T10:10:00,B5.5,GOES,,0,0,,UTC-HGS-TOPO,degrees,,-90.0,90.0,"POLYGON((0.998475 180.000005,0.998475 179.999995,0.998939 0,0.998939 0,0.998475 180.000005))",,POINT(0.0511219325567759 180),"POLYGON((2.81513 -89.9,-177.38487 -89.9,-177.38487 89.9,2.81513 89.9,2.81513 -89.9))",,POINT(92.715131 0),92.715131,0,"POLYGON((-89.9 -89.9,89.9 -89.9,89.9 89.9,-89.9 89.9,-89.9 -89.9))",,POINT(0 0),0,0,"POLYGON((8.2e-05 -941.826,-8.2e-05 -941.826,0 942.264,-0 942.264,8.2e-05 -941.826))",,POINT(0 -48.22152),,48.2215199999999982,0.0,-48.22152,180.0,"POLYGON((0.998475 180.000005,0.998475 179.999995,0.998939 0,0.998939 0,0.998475 180.000005))",,POINT(0.0511219325567759 180),0.0511219325568,,,,,,,,,,,,5.5e-07 W / m2
2,11785,2013-07-01T12:33:00,2013-07-01T12:39:00,2013-07-01T12:43:00,C1.2,GOES,,0,0,,UTC-HGS-TOPO,degrees,,-90.0,90.0,"POLYGON((0.998458 180.000005,0.998458 179.999995,0.998929 0,0.998929 0,0.998458 180.000005))",,POINT(0.0513229317614387 180),"POLYGON((1.436366 -89.9,-178.763634 -89.9,-178.763634 89.9,1.436366 89.9,1.436366 -89.9))",,POINT(91.336367 0),91.336367,0,"POLYGON((-89.9 -89.9,89.9 -89.9,89.9 89.9,-89.9 89.9,-89.9 -89.9))",,POINT(0 0),0,0,"POLYGON((8.2e-05 -941.808,-8.2e-05 -941.808,0 942.252,-0 942.252,8.2e-05 -941.808))",,POINT(0 -48.411),,48.4109999999999943,0.0,-48.411,180.0,"POLYGON((0.998458 180.000005,0.998458 179.999995,0.998929 0,0.998929 0,0.998458 180.000005))",,POINT(0.0513229317614387 180),0.0513229317614,,,,,,,,,,,,1.2e-06 W / m2
3,11785,2013-07-01T14:46:00,2013-07-01T14:57:00,2013-07-01T15:02:00,C1.1,GOES,,0,0,,UTC-HGS-TOPO,degrees,,-90.0,90.0,"POLYGON((0.998454 180.000005,0.998454 179.999995,0.998918 0,0.998918 0,0.998454 180.000005))",,POINT(0.0515010798553329 180),"POLYGON((0.213862 -89.9,-179.986138 -89.9,-179.986138 89.9,0.213862 89.9,0.213862 -89.9))",,POINT(90.113864 0),90.113864,0,"POLYGON((-89.9 -89.9,89.9 -89.9,89.9 89.9,-89.9 89.9,-89.9 -89.9))",,POINT(0 0),0,0,"POLYGON((8.2e-05 -941.802,-8.2e-05 -941.802,0 942.24,-0 942.24,8.2e-05 -941.802))",,POINT(0 -48.57894),,48.5789399999999958,0.0,-48.57894,180.0,"POLYGON((0.998454 180.000005,0.998454 179.999995,0.998918 0,0.998918 0,0.998454 180.000005))",,POINT(0.0515010798553329 180),0.0515010798553,,,,,,,,,,,,1.1e-06 W / m2
4,11785,2013-07-01T15:10:00,2013-07-01T15:16:00,2013-07-01T15:19:00,C1.8,GOES,,0,0,,UTC-HGS-TOPO,degrees,,-90.0,90.0,"POLYGON((0.998448 180.000005,0.998448 179.999995,0.998918 0,0.998918 0,0.998448 180.000005))",,POINT(0.0515332210483115 180),"POLYGON((-0.006739 -89.9,179.793261 -89.9,179.793261 89.9,-0.006739 89.9,-0.006739 -89.9))",,POINT(89.893262 0),89.893262,0,"POLYGON((-89.9 -89.9,89.9 -89.9,89.9 89.9,-89.9 89.9,-89.9 -89.9))",,POINT(0 0),0,0,"POLYGON((8.2e-05 -941.796,-8.2e-05 -941.796,0 942.24,-0 942.24,8.2e-05 -941.796))",,POINT(0 -48.60924),,48.6092399999999998,0.0,-48.60924,180.0,"POLYGON((0.998448 180.000005,0.998448 179.999995,0.998918 0,0.998918 0,0.998448 180.000005))",,POINT(0.0515332210483115 180),0.0515332210483,,,,,,,,,,,,1.8e-06 W / m2
5,11785,2013-07-01T16:00:00,2013-07-01T16:05:00,2013-07-01T16:09:00,B9.7,GOES,,0,0,,UTC-HGS-TOPO,degrees,,-90.0,90.0,"POLYGON((0.998448 180.000005,0.998448 179.999995,0.998913 0,0.998913 0,0.998448 180.000005))",,POINT(0.0516001772788836 180),"POLYGON((-0.466327 -89.9,179.333673 -89.9,179.333673 89.9,-0.466327 89.9,-0.466327 -89.9))",,POINT(89.433675 0),89.433675,0,"POLYGON((-89.9 -89.9,89.9 -89.9,89.9 89.9,-89.9 89.9,-89.9 -89.9))",,POINT(0 0),0,0,"POLYGON((8.2e-05 -941.796,-8.2e-05 -941.796,0 942.234,-0 942.234,8.2e-05 -941.796))",,POINT(0 -48.67236),,48.6723599999999976,0.0,-48.67236,180.0,"POLYGON((0.998448 180.000005,0.998448 179.999995,0.998913 0,0.998913 0,0.998448 180.000005))",,POINT(0.0516001772788836 180),0.0516001772789,,,,,,,,,,,,9.7e-07 W / m2
6,11785,2013-07-01T20:06:00,2013-07-01T20:18:00,2013-07-01T20:29:00,B7.1,GOES,,0,0,,UTC-HGS-TOPO,degrees,,-90.0,90.0,"POLYGON((0.998427 180.000005,0.998427 179.999995,0.998897 0,0.998897 0,0.998427 180.000005))",,POINT(0.0519291643473955 180),"POLYGON((-2.727493 -89.9,177.072507 -89.9,177.072507 89.9,-2.727493 89.9,-2.727493 -89.9))",,POINT(87.172508 0),87.172508,0,"POLYGON((-89.9 -89.9,89.9 -89.9,89.9 89.9,-89.9 89.9,-89.9 -89.9))",,POINT(0 0),0,0,"POLYGON((8.2e-05 -941.772,-8.2e-05 -941.772,0 942.216,-0 942.216,8.2e-05 -941.772))",,POINT(0 -48.9825),,48.9824999999999946,0.0,-48.9825,180.0,"POLYGON((0.998427 180.000005,0.998427 179.999995,0.998897 0,0.998897 0,0.998427 180.000005))",,POINT(0.0519291643473955 180),0.0519291643474,,,,,,,,,,,,7.1e-07 W / m2
7,11785,2013-07-01T21:01:00,2013-07-01T21:50:00,2013-07-01T22:59:00,B7.6,GOES,,0,0,,UTC-HGS-TOPO,degrees,,-90.0,90.0,"POLYGON((0.998421 180.000005,0.998421 179.999995,0.998898 0,0.998898 0,0.998421 180.000005))",,POINT(0.0520026746098535 180),"POLYGON((-3.233038 -89.9,176.566962 -89.9,176.566962 89.9,-3.233038 89.9,-3.233038 -89.9))",,POINT(86.666964 0),86.666964,0,"POLYGON((-89.9 -89.9,89.9 -89.9,89.9 89.9,-89.9 89.9,-89.9 -89.9))",,POINT(0 0),0,0,"POLYGON((8.2e-05 -941.766,-8.2e-05 -941.766,0 942.216,-0 942.216,8.2e-05 -941.766))",,POINT(0 -49.0518),,49.0518000000000001,0.0,-49.0518,180.0,"POLYGON((0.998421 180.000005,0.998421 179.999995,0.998898 0,0.998898 0,0.998421 180.000005))",,POINT(0.0520026746098535 180),0.0520026746099,,,,,,,,,,,,7.6e-07 W / m2
8,11785,2013-07-02T00:17:00,2013-07-02T00:25:00,2013-07-02T00:33:00,B7.6,GOES,,0,0,,UTC-HGS-TOPO,degrees,,-90.0,90.0,"POLYGON((0.998411 180.000005,0.998411 179.999995,0.998882 0,0.998882 0,0.998411 180.000005))",,POINT(0.0522644467624047 180),"POLYGON((-5.034613 -89.9,174.765387 -89.9,174.765387 89.9,-5.034613 89.9,-5.034613 -89.9))",,POINT(84.865388 0),84.865388,0,"POLYGON((-89.9 -89.9,89.9 -89.9,89.9 89.9,-89.9 89.9,-89.9 -89.9))",,POINT(0 0),0,0,"POLYGON((8.2e-05 -941.754,-8.2e-05 -941.754,0 942.198,-0 942.198,8.2e-05 -941.754))",,POINT(0 -49.29858),,49.2985800000000012,0.0,-49.29858,180.0,"POLYGON((0.998411 180.000005,0.998411 179.999995,0.998882 0,0.998882 0,0.998411 180.000005))",,POINT(0.0522644467624047 180),0.0522644467624,,,,,,,,,,,,7.6e-07 W / m2
9,11785,2013-07-02T00:46:00,2013-07-02T01:02:00,2013-07-02T01:08:00,B6.6,GOES,,0,0,,UTC-HGS-TOPO,degrees,,-90.0,90.0,"POLYGON((0.998405 180.000005,0.998405 179.999995,0.998882 0,0.998882 0,0.998405 180.000005))",,POINT(0.0523031425176155 180),"POLYGON((-5.301173 -89.9,174.498827 -89.9,174.498827 89.9,-5.301173 89.9,-5.301173 -89.9))",,POINT(84.598829 0),84.598829,0,"POLYGON((-89.9 -89.9,89.9 -89.9,89.9 89.9,-89.9 89.9,-89.9 -89.9))",,POINT(0 0),0,0,"POLYGON((8.2e-05 -941.748,-8.2e-05 -941.748,0 942.198,-0 942.198,8.2e-05 -941.748))",,POINT(0 -49.33506),,49.3350599999999986,0.0,-49.33506,180.0,"POLYGON((0.998405 180.000005,0.998405 179.999995,0.998882 0,0.998882 0,0.998405 180.000005))",,POINT(0.0523031425176155 180),0.0523031425176,,,,,,,,,,,,6.6e-07 W / m2
