,ar_noaanum,ar_mcintoshcls,search_frm_name,search_instrument,search_observatory,sharp_noaa_ars,obs_instrument,obs_lastprocessingdate,obs_levelnum,obs_meanwavel,obs_observatory,obs_title,obs_wavelunit,event_coord1,event_coord2,boundbox_c1ll,boundbox_c1ur,hrc_bbox,hrc_boundcc,hrc_coord,hgc_bbox,hgc_boundcc,hgc_coord,hgc_x,hgc_y,hgs_bbox,hgs_boundcc,hgs_coord,hgs_x,hgs_y,hpc_bbox,hpc_boundcc,hpc_coord,hpc_geom,hpc_radius,hpc_x,hpc_y,hrc_a,hrc_bbox,hrc_boundcc,hrc_coord,hrc_r
0,11450.0,CRO,SWPC,nil,nil,,various,,,5e-05,various,,cm,-38.0,15.0,-40.5,-35.5,"POLYGON((0.715962 61.549715,0.661388 58.346516,0.661913 58.237036,0.716393 61.445271,0.715962 61.549715))",,POINT(0.689182839325993 59.9759518728602),"POLYGON((-41.46406 14.958747,-36.46406 14.958747,-36.46406 15.041253,-41.46406 15.041253,-41.46406 14.958747))",,POINT(-38.96406 15),-38.96406,15.0,"POLYGON((-40.5 14.958747,-35.5 14.958747,-35.5 15.041253,-40.5 15.041253,-40.5 14.958747))",,POINT(-38 15),-38.0,15.0,"POLYGON((-604.536 327.5574,-540.675 333.3216,-540.4656 334.6194,-604.302 328.857,-604.536 327.5574))",,POINT(-573.0456 331.1688),010300000001000000050000003F355EBA49E482C0A52C431CEB7874406666666666E580C04CA60A4625D5744024287E8CB9E380C04772F90FE9E9744023DBF97E6AE282C0C1CAA145B68D74403F355EBA49E482C0A52C431CEB787440,661.856505424551983,-573.0456,331.1688,59.9759518729,"POLYGON((0.715962 61.549715,0.661388 58.346516,0.661913 58.237036,0.716393 61.445271,0.715962 61.549715))",,POINT(0.689182839325993 59.9759518728602),0.689182839326
1,11451.0,CRO,SWPC,nil,nil,,various,,,5e-05,various,,cm,-53.0,17.0,-54.0,-52.0,"POLYGON((0.852746 65.504249,0.835849 64.741856,0.83653 64.509642,0.853366 65.27536,0.852746 65.504249))",,POINT(0.844712878001579 65.0142503672279),"POLYGON((-54.96406 16.896868,-52.96406 16.896868,-52.96406 17.103132,-54.96406 17.103132,-54.96406 16.896868))",,POINT(-53.96406 17),-53.96406,17.0,"POLYGON((-54 16.896868,-52 16.896868,-52 17.103132,-54 17.103132,-54 16.896868))",,POINT(-53 17),-53.0,17.0,"POLYGON((-745.224 339.5514,-725.964 342.513,-725.16 345.7338,-744.402 342.7746,-745.224 339.5514))",,POINT(-735.3 342.6534),010300000001000000050000006F1283C0CA4987C03B70CE88D2387540C1CAA145B6AF86C091ED7C3F35687540E17A14AE47A986C0E09C11A5BD9B7540F0A7C64B374387C0B537F8C2646C75406F1283C0CA4987C03B70CE88D2387540,811.219725186438041,-735.3,342.6534,65.0142503672,"POLYGON((0.852746 65.504249,0.835849 64.741856,0.83653 64.509642,0.853366 65.27536,0.852746 65.504249))",,POINT(0.844712878001579 65.0142503672279),0.844712878002
2,11443.0,CRO,SWPC,nil,nil,,various,,,5e-05,various,,cm,60.0,13.0,59.0,61.0,"POLYGON((0.882678 288.39754,0.897719 287.850745,0.898302 288.185476,0.883328 288.737003,0.882678 288.39754))",,POINT(0.890621599101476 288.288336881279),"POLYGON((58.03594 12.845302,60.03594 12.845302,60.03594 13.154698,58.03594 13.154698,58.03594 12.845302))",,POINT(59.03594 13),59.03594,13.0,"POLYGON((59 12.845302,61 12.845302,61 13.154698,59 13.154698,59 12.845302))",,POINT(60 13),60.0,13.0,"POLYGON((804.354 267.5346,820.62 264.2742,819.594 269.2386,803.346 272.496,804.354 267.5346))",,POINT(812.106 268.395),0103000000010000000500000046B6F3FDD422894011C7BAB88DB87040295C8FC2F5A4894003098A1F63847040986E1283C09C894036CD3B4ED1D3704054E3A59BC41A89400E2DB29DEF07714046B6F3FDD422894011C7BAB88DB87040,855.308149885759008,812.106,268.395,288.288336881,"POLYGON((0.882678 288.39754,0.897719 287.850745,0.898302 288.185476,0.883328 288.737003,0.882678 288.39754))",,POINT(0.890621599101476 288.288336881279),0.890621599101
3,11448.0,BXO,SWPC,nil,nil,,various,,,5e-05,various,,cm,-15.0,-17.0,-16.5,-13.5,"POLYGON((0.331073 124.527306,0.291431 129.706837,0.29074 129.516957,0.330486 124.348469,0.331073 124.527306))",,POINT(0.310663876858013 126.84484732505),"POLYGON((-17.46406 -17.034378,-14.46406 -17.034378,-14.46406 -16.965622,-17.46406 -16.965622,-17.46406 -17.034378))",,POINT(-15.96406 -17),-15.96406,-17.0,"POLYGON((-16.5 -17.034378,-13.5 -17.034378,-13.5 -16.965622,-16.5 -16.965622,-16.5 -17.034378))",,POINT(-15 -17),-15.0,-17.0,"POLYGON((-261.9414 -180.2112,-215.3148 -178.8012,-215.394 -177.6642,-262.0374 -179.0748,-261.9414 -180.2112))",,POINT(-238.755 -178.9032),01030000000100000005000000454772F90F5F70C0499D8026C28666C0FC1873D712EA6AC0C4B12E6EA35966C0F853E3A59BEC6AC01AC05B20413566C0ED0DBE30996070C0B537F8C2646266C0454772F90F5F70C0499D8026C28666C0,298.345948514874237,-238.755,-178.9032,126.844847325,"POLYGON((0.331073 124.527306,0.291431 129.706837,0.29074 129.516957,0.330486 124.348469,0.331073 124.527306))",,POINT(0.310663876858013 126.84484732505),0.310663876858
4,11442.0,DSO,SWPC,nil,nil,,various,,,5e-05,various,,cm,66.0,12.0,64.0,68.0,"POLYGON((0.916995 286.056334,0.941623 285.17242,0.941925 285.441083,0.917393 286.33099,0.916995 286.056334))",,POINT(0.929988554892626 285.736861439992),"POLYGON((63.03594 11.871084,67.03594 11.871084,67.03594 12.128916,63.03594 12.128916,63.03594 11.871084))",,POINT(65.03594 12),65.03594,12.0,"POLYGON((64 11.871084,68 11.871084,68 12.128916,64 12.128916,64 11.871084))",,POINT(66 12),66.0,12.0,"POLYGON((846.282 243.5682,872.766 236.6742,871.926 240.8412,845.472 247.7298,846.282 243.5682))",,POINT(859.638 242.2302),01030000000100000005000000C74B378941728A40CA32C4B12E726E40E3A59BC420468B40D3DEE00B93956D40C520B072683F8B40A52C431CEB1A6E40B29DEFA7C66B8A40DE9387855AF76E40C74B378941728A40CA32C4B12E726E40,893.114192495024554,859.638,242.2302,285.73686144,"POLYGON((0.916995 286.056334,0.941623 285.17242,0.941925 285.441083,0.917393 286.33099,0.916995 286.056334))",,POINT(0.929988554892626 285.736861439992),0.929988554893
5,11449.0,CRO,SWPC,nil,nil,,various,,,5e-05,various,,cm,47.0,-18.0,44.5,49.5,"POLYGON((0.707595 250.885194,0.763364 251.789163,0.763193 251.950562,0.707353 251.058478,0.707595 250.885194))",,POINT(0.735967753040261 251.459614086325),"POLYGON((43.53594 -18.06188,48.53594 -18.06188,48.53594 -17.93812,43.53594 -17.93812,43.53594 -18.06188))",,POINT(46.03594 -18),46.03594,-18.0,"POLYGON((44.5 -18.06188,49.5 -18.06188,49.5 -17.93812,44.5 -17.93812,44.5 -18.06188))",,POINT(47 -18),47.0,-18.0,"POLYGON((642.072 -222.5232,696.378 -229.1034,696.864 -227.0898,642.522 -220.5048,642.072 -222.5232))",,POINT(670.104 -224.739),010300000001000000050000007F6ABC74931084408D28ED0DBED06BC01B2FDD2406C38540014D840D4FA36CC0F4FDD478E9C68540C9E53FA4DF626CC01904560E2D148440AA60545227906BC07F6ABC74931084408D28ED0DBED06BC0,706.786381403179007,670.104,-224.739,251.459614086,"POLYGON((0.707595 250.885194,0.763364 251.789163,0.763193 251.950562,0.707353 251.058478,0.707595 250.885194))",,POINT(0.735967753040261 251.459614086325),0.73596775304
6,11445.0,CSO,SWPC,nil,nil,,various,,,5e-05,various,,cm,26.0,-23.0,20.0,32.0,"POLYGON((0.430835 227.157745,0.575203 238.275177,0.573946 238.634294,0.428685 227.572319,0.430835 227.157745))",,POINT(0.50137526056089 233.910312974811),"POLYGON((19.03594 -23.111727,31.03594 -23.111727,31.03594 -22.888273,19.03594 -22.888273,19.03594 -23.111727))",,POINT(25.03594 -23),25.03594,-23.0,"POLYGON((20 -23.111727,32 -23.111727,32 -22.888273,20 -22.888273,20 -23.111727))",,POINT(26 -23),26.0,-23.0,"POLYGON((303.375 -281.3442,469.8588 -290.472,470.6394 -286.893,303.879 -277.749,303.375 -281.3442))",,POINT(389.0946 -283.6254),010300000001000000050000000000000000F6724088F4DBD7819571C0E09C11A5BD5D7D40643BDF4F8D2772C000917EFB3A6A7D403F355EBA49EE71C0F2D24D6210FE7240448B6CE7FB5B71C00000000000F6724088F4DBD7819571C0,481.495561012061671,389.0946,-283.6254,233.910312975,"POLYGON((0.430835 227.157745,0.575203 238.275177,0.573946 238.634294,0.428685 227.572319,0.430835 227.157745))",,POINT(0.50137526056089 233.910312974811),0.501375260561
7,11450.0,BXO,SWPC,nil,nil,,various,,,5e-05,various,,cm,-22.0,17.0,-23.0,-21.0,"POLYGON((0.540994 43.930993,0.521 41.359784,0.523247 41.088158,0.543105 43.656254,0.540994 43.930993))",,POINT(0.532001013513887 42.5358954207787),"POLYGON((-37.15705 16.896868,-35.15705 16.896868,-35.15705 17.103132,-37.15705 17.103132,-37.15705 16.896868))",,POINT(-36.15705 17),-36.15705,17.0,"POLYGON((-23 16.896868,-21 16.896868,-21 17.103132,-23 17.103132,-23 16.896868))",,POINT(-22 17),-22.0,17.0,"POLYGON((-360.3534 374.0574,-330.5256 375.4386,-330.1596 378.627,-359.9544 377.247,-360.3534 374.0574))",,POINT(-345.3024 376.3578),010300000001000000050000008126C286A78576C0A52C431CEB60774071AC8BDB68A874C069006F810477774011C7BAB88DA274C079E9263108AA7740D734EF38457F76C0CBA145B6F39377408126C286A78576C0A52C431CEB607740,510.763096813581512,-345.3024,376.3578,42.5358954208,"POLYGON((0.540994 43.930993,0.521 41.359784,0.523247 41.088158,0.543105 43.656254,0.540994 43.930993))",,POINT(0.532001013513887 42.5358954207787),0.532001013514
8,11445.0,HSX,SWPC,nil,nil,,various,,,5e-05,various,,cm,45.0,-23.0,43.5,46.5,"POLYGON((0.71035 243.149645,0.742474 244.072973,0.740328 245.161636,0.707786 244.279554,0.71035 243.149645))",,POINT(0.72538858708478 244.184611010546),"POLYGON((29.34295 -23.412529,32.34295 -23.412529,32.34295 -22.587471,29.34295 -22.587471,29.34295 -23.412529))",,POINT(30.84295 -23),30.84295,-23.0,"POLYGON((43.5 -23.412529,46.5 -23.412529,46.5 -22.587471,43.5 -22.587471,43.5 -23.412529))",,POINT(45 -23),45.0,-23.0,"POLYGON((608.466 -308.0298,641.088 -311.6694,645.024 -298.5672,612.204 -294.903,608.466 -308.0298))",,POINT(626.928 -303.2766),010300000001000000050000007D3F355EBA038340BC96900F7A4073C062105839B4088440143FC6DCB57A73C0D578E92631288440A9A44E4013A972C01283C0CAA12183409CC420B0726E72C07D3F355EBA038340BC96900F7A4073C0,696.430479869713963,626.928,-303.2766,244.184611011,"POLYGON((0.71035 243.149645,0.742474 244.072973,0.740328 245.161636,0.707786 244.279554,0.71035 243.149645))",,POINT(0.72538858708478 244.184611010546),0.725388587085
9,11443.0,CRO,SWPC,nil,nil,,various,,,5e-05,various,,cm,74.0,14.0,73.0,75.0,"POLYGON((0.968109 286.253396,0.975932 285.892589,0.976065 286.100907,0.968276 286.462989,0.968109 286.253396))",,POINT(0.972231596215689 286.174606774029),"POLYGON((58.84295 13.896868,60.84295 13.896868,60.84295 14.103132,58.84295 14.103132,58.84295 13.896868))",,POINT(59.84295 14),59.84295,14.0,"POLYGON((73 13.896868,75 13.896868,75 14.103132,73 14.103132,73 13.896868))",,POINT(74 14),74.0,14.0,"POLYGON((892.314 260.1432,901.158 256.5756,900.342 259.8858,891.51 263.451,892.314 260.1432))",,POINT(896.472 260.0184),010300000001000000050000008D976E1283E28B40984C158C4A4270402506819543298C403E7958A835097040DBF97E6ABC228C40C0EC9E3C2C3E7040AE47E17A14DC8B40F0A7C64B377770408D976E1283E28B40984C158C4A427040,933.419313664850165,896.472,260.0184,286.174606774,"POLYGON((0.968109 286.253396,0.975932 285.892589,0.976065 286.100907,0.968276 286.462989,0.968109 286.253396))",,POINT(0.972231596215689 286.174606774029),0.972231596216
