,ar_noaanum,ar_mcintoshcls,search_frm_name,search_instrument,search_observatory,sharp_noaa_ars,obs_instrument,obs_lastprocessingdate,obs_levelnum,obs_meanwavel,obs_observatory,obs_title,obs_wavelunit,event_coord1,event_coord2,boundbox_c1ll,boundbox_c1ur,hrc_bbox,hrc_boundcc,hrc_coord,hgc_bbox,hgc_boundcc,hgc_coord,hgc_x,hgc_y,hgs_bbox,hgs_boundcc,hgs_coord,hgs_x,hgs_y,hpc_bbox,hpc_boundcc,hpc_coord,hpc_geom,hpc_radius,hpc_x,hpc_y,hrc_a,hrc_bbox,hrc_boundcc,hrc_coord,hrc_r
0,12268.0,,HMI SHARP,HMI,SDO,"12268,12270,12279",HMI,,,4.99999987369e-05,SDO,,cm,39.8714332581,-10.8351325989,28.4312820435,54.5995368958,"POLYGON((0.503666 244.770421,0.816399 252.58959,0.814738 268.20061,0.476351 270.680999,0.503666 244.770421))",,POINT(0.641235704850727 260.229371426272),"POLYGON((34.316139 -17.624399,60.484395 -17.624399,60.484395 -4.939895,34.316139 -4.939895,34.316139 -17.624399))",,POINT(45.75629 -10.835133),45.75629,-10.835133,"POLYGON((28.431282 -17.624399,54.599538 -17.624399,54.599538 -4.939895,28.431282 -4.939895,28.431282 -17.624399))",,POINT(39.871433 -10.835133),39.871433,-10.835133,"POLYGON((443.475 -208.9632,758.232 -237.7668,792.63 -24.90096,463.6206 5.510706,443.475 -208.9632))",,POINT(615.09 -105.9198),010300000001000000050000009A99999999B77B403B70CE88D21E6AC060E5D022DBB18740545227A089B86DC0D7A3703D0AC5884011018750A5E638C05DFE43FAEDF97C40E17B7F83F60A16409A99999999B77B403B70CE88D21E6AC0,624.143182396507541,615.09,-105.9198,260.229371426,"POLYGON((0.503666 244.770421,0.816399 252.58959,0.814738 268.20061,0.476351 270.680999,0.503666 244.770421))",,POINT(0.641235704850727 260.229371426272),0.641235704851
1,12272.0,,HMI SHARP,HMI,SDO,12272,HMI,,,4.99999987369e-05,SDO,,cm,2.44540309906,13.5914173126,-3.52426576614,7.87039899826,"POLYGON((0.302458 11.553257,0.324893 335.460679,0.415786 341.581544,0.399628 8.486527,0.302458 11.553257))",,POINT(0.338960494879318 352.940563326186),"POLYGON((2.360591 11.18852,13.755256 11.18852,13.755256 17.20632,2.360591 17.20632,2.360591 11.18852))",,POINT(8.33026 13.591417),8.33026,13.591417,"POLYGON((-3.524266 11.18852,7.870399 11.18852,7.870399 17.20632,-3.524266 17.20632,-3.524266 11.18852))",,POINT(2.445403 13.591417),2.445403,13.591417,"POLYGON((-58.96128 288.4314,131.337 287.6694,127.8678 383.9718,-57.40386 384.717,-58.96128 288.4314))",,POINT(40.54746 327.4242),01030000000100000005000000422619390B7B4DC0E9B7AF03E7067240105839B4C86A6040143FC6DCB5FA714001DE02098AF75F400B24287E8CFF7740CF143AAFB1B34CC0B6F3FDD4780B7840422619390B7B4DC0E9B7AF03E7067240,329.925299512013169,40.54746,327.4242,352.940563326,"POLYGON((0.302458 11.553257,0.324893 335.460679,0.415786 341.581544,0.399628 8.486527,0.302458 11.553257))",,POINT(0.338960494879318 352.940563326186),0.338960494879
2,12273.0,,HMI SHARP,HMI,SDO,12273,HMI,,,4.99999987369e-05,SDO,,cm,62.5683403015,-2.64342093468,58.4903106689,67.4663696289,"POLYGON((0.852658 268.875159,0.923517 268.061318,0.925504 271.463375,0.855394 272.560248,0.852658 268.875159))",,POINT(0.888557405366141 270.134262950359),"POLYGON((64.375169 -4.094333,73.351225 -4.094333,73.351225 -0.940745,64.375169 -0.940745,64.375169 -4.094333))",,POINT(68.453197 -2.643421),68.453197,-2.643421,"POLYGON((58.490312 -4.094333,67.466368 -4.094333,67.466368 -0.940745,58.490312 -0.940745,58.490312 -4.094333))",,POINT(62.56834 -2.643421),62.56834,-2.643421,"POLYGON((829.77 -16.29228,898.386 -30.40974,900.54 23.00544,831.762 37.19184,829.77 -16.29228))",,POINT(864.87 2.02668),010300000001000000050000005C8FC2F528EE89405F46B1DCD24A30C00C022B8716138C40F0DC7BB8E4683EC0B81E85EB51248C401A170E84640137406ABC749318FE894046088F368E9842405C8FC2F528EE89405F46B1DCD24A30C0,864.872374591663402,864.87,2.02668,270.13426295,"POLYGON((0.852658 268.875159,0.923517 268.061318,0.925504 271.463375,0.855394 272.560248,0.852658 268.875159))",,POINT(0.888557405366141 270.134262950359),0.888557405366
3,12276.0,,HMI SHARP,HMI,SDO,"12276,12278",HMI,,,4.99999987369e-05,SDO,,cm,3.63676190376,-6.67336893082,-8.70638656616,19.0787353516,"POLYGON((0.184001 126.087027,0.340267 250.640072,0.358444 293.796292,0.212925 45.517145,0.184001 126.087027))",,POINT(0.0644954506948767 258.948894843864),"POLYGON((-2.82153 -12.105522,24.963592 -12.105522,24.963592 2.62956,-2.82153 2.62956,-2.82153 -12.105522))",,POINT(9.521619 -6.673369),9.521619,-6.673369,"POLYGON((-8.706387 -12.105522,19.078735 -12.105522,19.078735 2.62956,-8.706387 2.62956,-8.706387 -12.105522))",,POINT(3.636762 -6.673369),3.636762,-6.673369,"POLYGON((-144.732 -105.4902,312.4692 -109.7922,319.2288 140.772,-147.864 145.2186,-144.732 -105.4902))",,POINT(61.6122 -12.03324),010300000001000000050000008195438B6C1762C0F31FD26F5F5F5AC088F4DBD78187734009F9A067B3725BC03255302AA9F3734062105839B4986140CFF753E3A57B62C0FB5C6DC5FE2662408195438B6C1762C0F31FD26F5F5F5AC0,62.7762857593343071,61.6122,-12.03324,258.948894844,"POLYGON((0.184001 126.087027,0.340267 250.640072,0.358444 293.796292,0.212925 45.517145,0.184001 126.087027))",,POINT(0.0644954506948767 258.948894843864),0.0644954506949
4,12275.0,,HMI SHARP,HMI,SDO,12275,HMI,,,4.99999987369e-05,SDO,,cm,78.2467651367,-17.0535621643,70.6828460693,84.2185211182,"POLYGON((0.940165 251.446944,0.992229 251.096626,0.992917 255.708253,0.940236 256.332737,0.940165 251.446944))",,POINT(0.975571181360811 253.83096687216),"POLYGON((76.567699 -19.448866,90.103375 -19.448866,90.103375 -14.862852,76.567699 -14.862852,76.567699 -19.448866))",,POINT(84.131622 -17.053562),84.131622,-17.053562,"POLYGON((70.682842 -19.448866,84.218518 -19.448866,84.218518 -14.862852,70.682842 -14.862852,70.682842 -19.448866))",,POINT(78.246765 -17.053562),78.246765,-17.053562,"POLYGON((867.546 -291.1704,913.692 -312.8868,936.54 -238.5774,889.26 -216.24,867.546 -291.1704))",,POINT(912.006 -264.4278),01030000000100000005000000EE7C3F355E1C8B40D0B359F5B93272C0A8C64B37898D8C407C613255308E73C0B81E85EB51448D40BC96900F7AD26DC0AE47E17A14CA8B4048E17A14AE076BC0EE7C3F355E1C8B40D0B359F5B93272C0,949.566746178929861,912.006,-264.4278,253.830966872,"POLYGON((0.940165 251.446944,0.992229 251.096626,0.992917 255.708253,0.940236 256.332737,0.940165 251.446944))",,POINT(0.975571181360811 253.83096687216),0.975571181361
5,12271.0,,HMI SHARP,HMI,SDO,12271,HMI,,,4.99999987369e-05,SDO,,cm,66.1912689209,17.8727931976,58.4248008728,77.7846984863,"POLYGON((0.880826 290.363601,0.985033 286.187315,0.987911 292.25458,0.89503 296.912181,0.880826 290.363601))",,POINT(0.938251804354978 291.629136009877),"POLYGON((64.309656 14.740454,83.669558 14.740454,83.669558 20.804854,64.309656 20.804854,64.309656 14.740454))",,POINT(72.076127 17.872793),72.076127,17.872793,"POLYGON((58.424799 14.740454,77.784701 14.740454,77.784701 20.804854,58.424799 20.804854,58.424799 14.740454))",,POINT(66.19127 17.872793),66.19127,17.872793,"POLYGON((803.766 298.3368,920.766 267.2862,889.95 364.1712,776.826 394.314,803.766 298.3368))",,POINT(848.94 336.6186),01030000000100000005000000E3A59BC4201E8940AF94658863A57240E3A59BC420C68C40D881734694B470409A99999999CF8B403411363CBDC27640F853E3A59B4688401B2FDD2406A57840E3A59BC4201E8940AF94658863A57240,913.242139558813847,848.94,336.6186,291.62913601,"POLYGON((0.880826 290.363601,0.985033 286.187315,0.987911 292.25458,0.89503 296.912181,0.880826 290.363601))",,POINT(0.938251804354978 291.629136009877),0.938251804355
6,12277.0,,HMI SHARP,HMI,SDO,12277,HMI,,,4.99999987369e-05,SDO,,cm,-35.0999565125,7.00170898438,-53.0655822754,-19.9870376587,"POLYGON((0.803853 85.693247,0.356472 74.38951,0.479122 43.914067,0.835672 68.199689,0.803853 85.693247))",,POINT(0.6089896287256 70.1671170950474),"POLYGON((-47.180725 -0.138831,-14.102181 -0.138831,-14.102181 14.494302,-47.180725 14.494302,-47.180725 -0.138831))",,POINT(-29.2151 7.001709),-29.2151,7.001709,"POLYGON((-53.065582 -0.138831,-19.987038 -0.138831,-19.987038 14.494302,-53.065582 14.494302,-53.065582 -0.138831))",,POINT(-35.099957 7.001709),-35.099957,7.001709,"POLYGON((-780.216 58.75722,-334.1718 93.3684,-323.451 335.9502,-755.226 302.0736,-780.216 58.75722))",,POINT(-557.598 201.1092),010300000001000000050000007D3F355EBA6188C045F0BF95EC604D403F575BB1BFE274C02BF697DD93575740F0A7C64B373774C08C4AEA0434FF74402B8716D9CE9987C0C58F31772DE172407D3F355EBA6188C045F0BF95EC604D40,592.756644778141776,-557.598,201.1092,70.167117095,"POLYGON((0.803853 85.693247,0.356472 74.38951,0.479122 43.914067,0.835672 68.199689,0.803853 85.693247))",,POINT(0.6089896287256 70.1671170950474),0.608989628726
7,12268.0,,HMI SHARP,HMI,SDO,"12268,12270,12279",HMI,,,4.99999987369e-05,SDO,,cm,41.8475875854,-10.9060382843,30.7514152527,56.6630630493,"POLYGON((0.534698 246.264936,0.835629 252.890481,0.834951 267.910179,0.511414 270.20836,0.534698 246.264936))",,POINT(0.666925861611345 260.314880423299),"POLYGON((34.441895 -17.550611,60.353545 -17.550611,60.353545 -5.048449,34.441895 -5.048449,34.441895 -17.550611))",,POINT(45.5380682 -10.906038),45.5380682,-10.906038,"POLYGON((30.751415 -17.550611,56.663065 -17.550611,56.663065 -5.048449,30.751415 -5.048449,30.751415 -17.550611))",,POINT(41.847588 -10.906038),41.847588,-10.906038,"POLYGON((476.4132 -209.4786,777.342 -239.283,812.136 -29.6352,497.7672 1.810176,476.4132 -209.4786))",,POINT(639.882 -109.206),01030000000100000005000000516B9A779CC67D40B37BF2B0502F6AC0DBF97E6ABC4A8840931804560EE96DC00C022B8716618940516B9A779CA23DC0DCD78173461C7F40C710001C7BF6FC3F516B9A779CC67D40B37BF2B0502F6AC0,649.133980284501831,639.882,-109.206,260.314880423,"POLYGON((0.534698 246.264936,0.835629 252.890481,0.834951 267.910179,0.511414 270.20836,0.534698 246.264936))",,POINT(0.666925861611345 260.314880423299),0.666925861611
8,12276.0,,HMI SHARP,HMI,SDO,"12276,12278",HMI,,,4.99999987369e-05,SDO,,cm,5.61509513855,-6.72674512863,-6.56218147278,21.2776126862,"POLYGON((0.156731 134.273352,0.374562 252.008286,0.390481 291.169665,0.186862 37.868817,0.156731 134.273352))",,POINT(0.0985429090571642 262.198135833859),"POLYGON((-2.871701 -12.205768,24.968093 -12.205768,24.968093 2.490282,-2.871701 2.490282,-2.871701 -12.205768))",,POINT(9.3055752 -6.726745),9.3055752,-6.726745,"POLYGON((-6.562181 -12.205768,21.277613 -12.205768,21.277613 2.490282,-6.562181 2.490282,-6.562181 -12.205768))",,POINT(5.615095 -6.726745),5.615095,-6.726745,"POLYGON((-109.2282 -106.4922,346.7424 -112.608,354.4158 137.253,-111.6462 143.577,-109.2282 -106.4922))",,POINT(95.0262 -13.02012),010300000001000000050000009F3C2CD49A4E5BC0D6C56D34809F5AC0CE88D2DEE0AB7540F4FDD478E9265CC0D49AE61DA72676406ABC74931828614036AB3E575BE95BC05839B4C876F261409F3C2CD49A4E5BC0D6C56D34809F5AC0,95.9140355279371875,95.0262,-13.02012,262.198135834,"POLYGON((0.156731 134.273352,0.374562 252.008286,0.390481 291.169665,0.186862 37.868817,0.156731 134.273352))",,POINT(0.0985429090571642 262.198135833859),0.0985429090572
9,12271.0,,HMI SHARP,HMI,SDO,12271,HMI,,,4.99999987369e-05,SDO,,cm,68.2360458374,17.9391689301,60.4148674011,80.3251876831,"POLYGON((0.895963 289.905586,0.991499 285.904969,0.993462 291.942822,0.908632 296.370839,0.895963 289.905586))",,POINT(0.949293566207428 291.22470237339),"POLYGON((64.105348 14.831478,84.015664 14.831478,84.015664 20.89059,64.105348 20.89059,64.105348 14.831478))",,POINT(71.9265262 17.939169),71.9265262,17.939169,"POLYGON((60.414868 14.831478,80.325184 14.831478,80.325184 20.89059,60.414868 20.89059,60.414868 14.831478))",,POINT(68.236046 17.939169),68.236046,17.939169,"POLYGON((819.96 296.9118,928.104 264.4644,896.91 361.3344,792.36 392.8284,819.96 296.9118))",,POINT(861.294 334.5012),0103000000010000000500000048E17A14AE9F8940E3C798BB968E724046B6F3FDD4008D4033C4B12E6E877040E17A14AE47078C40857CD0B3599576407B14AE47E1C288401AC05B20418D784048E17A14AE9F8940E3C798BB968E7240,923.968834559607899,861.294,334.5012,291.224702373,"POLYGON((0.895963 289.905586,0.991499 285.904969,0.993462 291.942822,0.908632 296.370839,0.895963 289.905586))",,POINT(0.949293566207428 291.22470237339),0.949293566207
