,ar_noaanum,event_starttime,event_peaktime,event_endtime,fl_goescls,obs_instrument,obs_title,event_coord1,event_coord2,event_coord3,event_coordsys,event_coordunit,event_description,boundbox_c1ll,boundbox_c1ur,hrc_bbox,hrc_boundcc,hrc_coord,hgc_bbox,hgc_boundcc,hgc_coord,hgc_x,hgc_y,hgs_bbox,hgs_boundcc,hgs_coord,hgs_x,hgs_y,hpc_bbox,hpc_boundcc,hpc_coord,hpc_geom,hpc_radius,hpc_x,hpc_y,hrc_a,hrc_bbox,hrc_boundcc,hrc_coord,hrc_r,fl_efoldtime,fl_efoldtimeunit,fl_fluence,fl_fluenceunit,fl_halphaclass,fl_peakem,fl_peakemunit,fl_peakflux,fl_peakfluxunit,fl_peaktemp,fl_peaktempunit,flux
0,11704,2013-04-01T23:43:00,2013-04-01T23:49:00,2013-04-01T23:58:00,B7.4,GOES,,0,0,,UTC-HGS-TOPO,degrees,,-90.0,90.0,"POLYGON((0.994117 180.000005,0.994117 179.999995,0.993072 0,0.993072 0,0.994117 180.000005))",,POINT(0.113515692851259 0),"POLYGON((118.53961 -89.9,-61.66039 -89.9,-61.66039 89.9,118.53961 89.9,118.53961 -89.9))",,POINT(-151.56039 0),-151.56039,0,"POLYGON((-89.9 -89.9,89.9 -89.9,89.9 89.9,-89.9 89.9,-89.9 -89.9))",,POINT(0 0),0,0,"POLYGON((8.4e-05 -953.784,-8.4e-05 -953.784,0 952.782,-0 952.782,8.4e-05 -953.784))",,POINT(0 108.9102),,108.910200000000003,0.0,108.9102,0.0,"POLYGON((0.994117 180.000005,0.994117 179.999995,0.993072 0,0.993072 0,0.994117 180.000005))",,POINT(0.113515692851259 0),0.113515692851,,,,,,,,,,,,7.4e-07 W / m2
1,11710,2013-04-02T00:42:00,2013-04-02T00:54:00,2013-04-02T01:12:00,B5.0,GOES,,0,0,,UTC-HGS-TOPO,degrees,,-90.0,90.0,"POLYGON((0.994122 180.000005,0.994122 179.999995,0.993078 0,0.993078 0,0.994122 180.000005))",,POINT(0.11347578316933 0),"POLYGON((117.99906 -89.9,-62.20094 -89.9,-62.20094 89.9,117.99906 89.9,117.99906 -89.9))",,POINT(-152.10094 0),-152.10094,0,"POLYGON((-89.9 -89.9,89.9 -89.9,89.9 89.9,-89.9 89.9,-89.9 -89.9))",,POINT(0 0),0,0,"POLYGON((8.4e-05 -953.778,-8.4e-05 -953.778,0 952.776,-0 952.776,8.4e-05 -953.778))",,POINT(0 108.8706),,108.87060000000001,0.0,108.8706,0.0,"POLYGON((0.994122 180.000005,0.994122 179.999995,0.993078 0,0.993078 0,0.994122 180.000005))",,POINT(0.11347578316933 0),0.113475783169,,,,,,,,,,,,5e-07 W / m2
2,11713,2013-04-02T02:25:00,2013-04-02T02:29:00,2013-04-02T02:31:00,B5.7,GOES,,0,0,,UTC-HGS-TOPO,degrees,,-90.0,90.0,"POLYGON((0.994131 180.000005,0.994131 179.999995,0.993086 0,0.993086 0,0.994131 180.000005))",,POINT(0.113406245110861 0),"POLYGON((117.05537 -89.9,-63.14463 -89.9,-63.14463 89.9,117.05537 89.9,117.05537 -89.9))",,POINT(-153.04463 0),-153.04463,0,"POLYGON((-89.9 -89.9,89.9 -89.9,89.9 89.9,-89.9 89.9,-89.9 -89.9))",,POINT(0 0),0,0,"POLYGON((8.4e-05 -953.766,-8.4e-05 -953.766,0 952.764,-0 952.764,8.4e-05 -953.766))",,POINT(0 108.8016),,108.801600000000008,0.0,108.8016,0.0,"POLYGON((0.994131 180.000005,0.994131 179.999995,0.993086 0,0.993086 0,0.994131 180.000005))",,POINT(0.113406245110861 0),0.113406245111,,,,,,,,,,,,5.7e-07 W / m2
3,11704,2013-04-02T10:15:00,2013-04-02T10:19:00,2013-04-02T10:24:00,B4.9,GOES,,0,0,,UTC-HGS-TOPO,degrees,,-90.0,90.0,"POLYGON((0.994163 180.000005,0.994163 179.999995,0.993125 0,0.993125 0,0.994163 180.000005))",,POINT(0.113085619276455 0),"POLYGON((112.7492 -89.9,-67.4508 -89.9,-67.4508 89.9,112.7492 89.9,112.7492 -89.9))",,POINT(-157.3508 0),-157.3508,0,"POLYGON((-89.9 -89.9,89.9 -89.9,89.9 89.9,-89.9 89.9,-89.9 -89.9))",,POINT(0 0),0,0,"POLYGON((8.4e-05 -953.706,-8.4e-05 -953.706,0 952.71,-0 952.71,8.4e-05 -953.706))",,POINT(0 108.4836),,108.483599999999996,0.0,108.4836,0.0,"POLYGON((0.994163 180.000005,0.994163 179.999995,0.993125 0,0.993125 0,0.994163 180.000005))",,POINT(0.113085619276455 0),0.113085619276,,,,,,,,,,,,4.9e-07 W / m2
4,11713,2013-04-02T13:17:00,2013-04-02T13:21:00,2013-04-02T13:24:00,B4.5,GOES,,-31,9,,UTC-HGS-TOPO,degrees,,-31.5,-30.5,"POLYGON((0.572676 64.934493,0.559716 64.197291,0.566044 62.593007,0.57876 63.355917,0.572676 64.934493))",,POINT(0.569273253433586 63.7705929921121),"POLYGON((169.48168 8.5,170.48168 8.5,170.48168 9.5,169.48168 9.5,169.48168 8.5))",,POINT(169.98168 9),169.98168,9,"POLYGON((-31.5 8.5,-30.5 8.5,-30.5 9.5,-31.5 9.5,-31.5 8.5))",,POINT(-31 9),-31,9,"POLYGON((-497.6148 232.7346,-483.387 233.7066,-482.043 249.942,-496.2312 248.9718,-497.6148 232.7346))",,POINT(-489.8568 241.3518),01030000000100000005000000B459F5B9DA1680C072D712F2410B6B40B459F5B9DA1680C0B96B09F9A0A5704067B3EA73B50D7DC0B96B09F9A0A5704067B3EA73B50D7DC072D712F2410B6B40B459F5B9DA1680C072D712F2410B6B40,546.086417950016425,-489.8568,241.3518,63.7705929921,"POLYGON((0.572676 64.934493,0.559716 64.197291,0.566044 62.593007,0.57876 63.355917,0.572676 64.934493))",,POINT(0.569273253433586 63.7705929921121),0.569273253434,,,,,,,,,,,,4.5e-07 W / m2
5,11713,2013-04-02T15:10:00,2013-04-02T15:15:00,2013-04-02T15:19:00,B9.6,GOES,,-28,10,,UTC-HGS-TOPO,degrees,,-28.5,-27.5,"POLYGON((0.540456 60.95098,0.527644 60.059812,0.53504 58.421512,0.547572 59.336082,0.540456 60.95098))",,POINT(0.53764512244872 59.6925590703693),"POLYGON((171.44634 9.5,172.44634 9.5,172.44634 10.5,171.44634 10.5,171.44634 9.5))",,POINT(171.94634 10),171.94634,10,"POLYGON((-28.5 9.5,-27.5 9.5,-27.5 10.5,-28.5 10.5,-28.5 9.5))",,POINT(-28 10),-28,10,"POLYGON((-453.2148 251.7282,-438.5946 252.6126,-437.2374 268.764,-451.8126 267.882,-453.2148 251.7282))",,POINT(-445.2492 260.2602),010300000001000000050000009CA223B9FC637DC06A4DF38E53686D409CA223B9FC637DC0B5A679C729D471409CA223B9FC437AC0B5A679C729D471409CA223B9FC437AC06A4DF38E53686D409CA223B9FC637DC06A4DF38E53686D40,515.734642820006798,-445.2492,260.2602,59.6925590704,"POLYGON((0.540456 60.95098,0.527644 60.059812,0.53504 58.421512,0.547572 59.336082,0.540456 60.95098))",,POINT(0.53764512244872 59.6925590703693),0.537645122449,,,,,,,,,,,,9.6e-07 W / m2
6,11708,2013-04-02T22:02:00,2013-04-02T22:08:00,2013-04-02T22:12:00,B7.9,GOES,,-4,11,,UTC-HGS-TOPO,degrees,,-4.5,-3.5,"POLYGON((0.302344 14.850444,0.298533 11.652115,0.314887 11.001024,0.318469 14.033459,0.302344 14.850444))",,POINT(0.308454557246721 12.884218825265),"POLYGON((-168.32855 10.5,-167.32855 10.5,-167.32855 11.5,-168.32855 11.5,-168.32855 10.5))",,POINT(-167.82855 11),-167.82855,11,"POLYGON((-4.5 10.5,-3.5 10.5,-3.5 11.5,-4.5 11.5,-4.5 10.5))",,POINT(-4 11),-4,11,"POLYGON((-74.3256 280.3116,-57.83244 280.4424,-57.6351 296.4786,-74.0718 296.3484,-74.3256 280.3116))",,POINT(-65.9712 288.4104),0103000000010000000500000004780B2428BE56C0752497FF9076704004780B2428BE56C0752497FF9096734008F01648507C44C0752497FF9096734008F01648507C44C0752497FF9076704004780B2428BE56C0752497FF90767040,295.859355197026048,-65.9712,288.4104,12.8842188253,"POLYGON((0.302344 14.850444,0.298533 11.652115,0.314887 11.001024,0.318469 14.033459,0.302344 14.850444))",,POINT(0.308454557246721 12.884218825265),0.308454557247,,,,,,,,,,,,7.9e-07 W / m2
7,11708,2013-04-03T04:30:00,2013-04-03T04:39:00,2013-04-03T04:48:00,C1.1,GOES,,0,0,,UTC-HGS-TOPO,degrees,,-90.0,90.0,"POLYGON((0.994248 180.000005,0.994248 179.999995,0.993216 0,0.993216 0,0.994248 180.000005))",,POINT(0.112325746311697 0),"POLYGON((102.7164 -89.9,-77.4836 -89.9,-77.4836 89.9,102.7164 89.9,102.7164 -89.9))",,POINT(-167.38361 0),-167.38361,0,"POLYGON((-89.9 -89.9,89.9 -89.9,89.9 89.9,-89.9 89.9,-89.9 -89.9))",,POINT(0 0),0,0,"POLYGON((8.4e-05 -953.574,-8.4e-05 -953.574,0 952.584,-0 952.584,8.4e-05 -953.574))",,POINT(0 107.7306),,107.730599999999995,0.0,107.7306,0.0,"POLYGON((0.994248 180.000005,0.994248 179.999995,0.993216 0,0.993216 0,0.994248 180.000005))",,POINT(0.112325746311697 0),0.112325746312,,,,,,,,,,,,1.1e-06 W / m2
8,11708,2013-04-03T09:36:00,2013-04-03T09:43:00,2013-04-03T09:48:00,C2.7,GOES,,0,0,,UTC-HGS-TOPO,degrees,,-90.0,90.0,"POLYGON((0.994272 180.000005,0.994272 179.999995,0.99324 0,0.99324 0,0.994272 180.000005))",,POINT(0.112110029053699 0),"POLYGON((99.91263 -89.9,-80.28737 -89.9,-80.28737 89.9,99.91263 89.9,99.91263 -89.9))",,POINT(-170.18737 0),-170.18737,0,"POLYGON((-89.9 -89.9,89.9 -89.9,89.9 89.9,-89.9 89.9,-89.9 -89.9))",,POINT(0 0),0,0,"POLYGON((8.4e-05 -953.538,-8.4e-05 -953.538,0 952.548,-0 952.548,8.4e-05 -953.538))",,POINT(0 107.517),,107.516999999999996,0.0,107.517,0.0,"POLYGON((0.994272 180.000005,0.994272 179.999995,0.99324 0,0.99324 0,0.994272 180.000005))",,POINT(0.112110029053699 0),0.112110029054,,,,,,,,,,,,2.7e-06 W / m2
9,11711,2013-04-03T11:11:00,2013-04-03T11:16:00,2013-04-03T11:18:00,B6.0,GOES,,-35,-17,,UTC-HGS-TOPO,degrees,,-35.5,-34.5,"POLYGON((0.595332 110.967962,0.582209 111.351756,0.578934 109.668881,0.592238 109.318682,0.595332 110.967962))",,POINT(0.587154564772418 110.326007865259),"POLYGON((153.44217 -17.5,154.44217 -17.5,154.44217 -16.5,153.44217 -16.5,153.44217 -17.5))",,POINT(153.94217 -17),153.94217,-17,"POLYGON((-35.5 -17.5,-34.5 -17.5,-34.5 -16.5,-35.5 -16.5,-35.5 -17.5))",,POINT(-35 -17),-35,-17,"POLYGON((-533.1246 -204.3054,-520.0224 -203.2896,-522.8106 -186.873,-535.983 -187.8948,-533.1246 -204.3054))",,POINT(-528.0258 -195.5952),01030000000100000005000000E561A1D6344881C089D2DEE00B936BC0E561A1D6344881C089D2DEE00B5365C0CAC342AD69707FC089D2DEE00B5365C0CAC342AD69707FC089D2DEE00B936BC0E561A1D6344881C089D2DEE00B936BC0,563.088561177262818,-528.0258,-195.5952,110.326007865,"POLYGON((0.595332 110.967962,0.582209 111.351756,0.578934 109.668881,0.592238 109.318682,0.595332 110.967962))",,POINT(0.587154564772418 110.326007865259),0.587154564772,,,,,,,,,,,,6e-07 W / m2
