,ar_noaanum,event_starttime,event_peaktime,event_endtime,fl_goescls,obs_instrument,obs_title,event_coord1,event_coord2,event_coord3,event_coordsys,event_coordunit,event_description,boundbox_c1ll,boundbox_c1ur,hrc_bbox,hrc_boundcc,hrc_coord,hgc_bbox,hgc_boundcc,hgc_coord,hgc_x,hgc_y,hgs_bbox,hgs_boundcc,hgs_coord,hgs_x,hgs_y,hpc_bbox,hpc_boundcc,hpc_coord,hpc_geom,hpc_radius,hpc_x,hpc_y,hrc_a,hrc_bbox,hrc_boundcc,hrc_coord,hrc_r,fl_efoldtime,fl_efoldtimeunit,fl_fluence,fl_fluenceunit,fl_halphaclass,fl_peakem,fl_peakemunit,fl_peakflux,fl_peakfluxunit,fl_peaktemp,fl_peaktempunit,flux
0,0,2006-08-01T10:31:00,2006-08-01T10:36:00,2006-08-01T10:40:00,B1.1,GOES,,0,0,,UTC-HGS-TOPO,degrees,,-90.0,90.0,"POLYGON((0.994418 180.000005,0.994418 179.999995,0.995339 0,0.995339 0,0.994418 180.000005))",,POINT(0.101512072716863 180),"POLYGON((-138.31921 -89.9,41.48079 -89.9,41.48079 89.9,-138.31921 89.9,-138.31921 -89.9))",,POINT(-48.41921 0),-48.41921,0,"POLYGON((-89.9 -89.9,89.9 -89.9,89.9 89.9,-89.9 89.9,-89.9 -89.9))",,POINT(0 0),0,0,"POLYGON((8.3e-05 -939.546,-8.3e-05 -939.546,0 940.416,-0 940.416,8.3e-05 -939.546))",,POINT(0 -95.9106),,95.9106000000000023,0.0,-95.9106,180.0,"POLYGON((0.994418 180.000005,0.994418 179.999995,0.995339 0,0.995339 0,0.994418 180.000005))",,POINT(0.101512072716863 180),0.101512072717,,,,,,,,,,,,1.1e-07 W / m2
1,0,2006-08-04T01:27:00,2006-08-04T01:34:00,2006-08-04T01:49:00,B1.8,GOES,,90,-39,,UTC-HGS-TOPO,degrees,,89.5,90.5,"POLYGON((0.99795 230.621237,0.997001 230.683685,0.997101 231.683376,0.998048 231.619304,0.99795 230.621237))",,POINT(0.99754766186117 231.152960830711),"POLYGON((6.40195 -39.5,7.40195 -39.5,7.40195 -38.5,6.40195 -38.5,6.40195 -39.5))",,POINT(6.90195 -39),6.90195,-39,"POLYGON((89.5 -39.5,90.5 -39.5,90.5 -38.5,89.5 -38.5,89.5 -39.5))",,POINT(90 -39),90,-39,"POLYGON((729.078 -598.419,729.036 -597.0558,739.416 -584.304,739.464 -585.6864,729.078 -598.419))",,POINT(734.304 -591.3888),,942.837778825944042,734.304,-591.3888,231.152960831,"POLYGON((0.99795 230.621237,0.997001 230.683685,0.997101 231.683376,0.998048 231.619304,0.99795 230.621237))",,POINT(0.99754766186117 231.152960830711),0.997547661861,,,,,,,,,,,,1.8e-07 W / m2
2,10902,2006-08-04T03:26:00,2006-08-04T03:34:00,2006-08-04T03:53:00,B1.4,GOES,,90,-10,,UTC-HGS-TOPO,degrees,,89.5,90.5,"POLYGON((0.9999 259.50517,0.999498 259.606101,0.999549 260.60128,0.999921 260.499717,0.9999 259.50517))",,POINT(0.999754962842384 260.053453301748),"POLYGON((5.30911 -10.5,6.30911 -10.5,6.30911 -9.5,5.30911 -9.5,5.30911 -10.5))",,POINT(5.80910999999998 -10),5.80911,-10,"POLYGON((89.5 -10.5,90.5 -10.5,90.5 -9.5,89.5 -9.5,89.5 -10.5))",,POINT(90 -10),90,-10,"POLYGON((929.262 -172.1418,929.19 -170.436,932.058 -154.2798,932.13 -155.9898,929.262 -172.1418))",,POINT(930.732 -163.218),,944.935009060411517,930.732,-163.218,260.053453302,"POLYGON((0.9999 259.50517,0.999498 259.606101,0.999549 260.60128,0.999921 260.499717,0.9999 259.50517))",,POINT(0.999754962842384 260.053453301748),0.999754962842,,,,,,,,,,,,1.4e-07 W / m2
3,0,2006-08-07T23:56:00,2006-08-07T23:59:00,2006-08-08T00:05:00,A6.3,GOES,,0,0,,UTC-HGS-TOPO,degrees,,-90.0,90.0,"POLYGON((0.993579 180.000005,0.993579 179.999995,0.994568 0,0.994568 0,0.993579 180.000005))",,POINT(0.109208936172899 180),"POLYGON((134.94426 -89.9,-45.25574 -89.9,-45.25574 89.9,134.94426 89.9,134.94426 -89.9))",,POINT(-135.15574 0),-135.15574,0,"POLYGON((-89.9 -89.9,89.9 -89.9,89.9 89.9,-89.9 89.9,-89.9 -89.9))",,POINT(0 0),0,0,"POLYGON((8.3e-05 -939.63,-8.3e-05 -939.63,0 940.566,-0 940.566,8.3e-05 -939.63))",,POINT(0 -103.2792),,103.279200000000003,0.0,-103.2792,180.0,"POLYGON((0.993579 180.000005,0.993579 179.999995,0.994568 0,0.994568 0,0.993579 180.000005))",,POINT(0.109208936172899 180),0.109208936173,,,,,,,,,,,,6.3e-08 W / m2
4,0,2006-08-09T01:26:00,2006-08-09T01:30:00,2006-08-09T01:35:00,B1.1,GOES,,0,0,,UTC-HGS-TOPO,degrees,,-90.0,90.0,"POLYGON((0.993447 180.000005,0.993447 179.999995,0.99445 0,0.99445 0,0.993447 180.000005))",,POINT(0.110336032213213 180),"POLYGON((120.89583 -89.9,-59.30417 -89.9,-59.30417 89.9,120.89583 89.9,120.89583 -89.9))",,POINT(-149.20417 0),-149.20417,0,"POLYGON((-89.9 -89.9,89.9 -89.9,89.9 89.9,-89.9 89.9,-89.9 -89.9))",,POINT(0 0),0,0,"POLYGON((8.3e-05 -939.66,-8.3e-05 -939.66,0 940.608,-0 940.608,8.3e-05 -939.66))",,POINT(0 -104.3622),,104.362200000000001,0.0,-104.3622,180.0,"POLYGON((0.993447 180.000005,0.993447 179.999995,0.99445 0,0.99445 0,0.993447 180.000005))",,POINT(0.110336032213213 180),0.110336032213,,,,,,,,,,,,1.1e-07 W / m2
5,10903,2006-08-09T03:07:00,2006-08-09T03:12:00,2006-08-09T03:16:00,B1.8,GOES,,-77,-12,,UTC-HGS-TOPO,degrees,,-77.5,-76.5,"POLYGON((0.983344 104.039973,0.980146 104.197893,0.979587 103.18946,0.982849 103.034186,0.983344 104.039973))",,POINT(0.981517175033317 103.614908707783),"POLYGON((132.36847 -12.5,133.36847 -12.5,133.36847 -11.5,132.36847 -11.5,132.36847 -12.5))",,POINT(132.86847 -12),132.86847,-12,"POLYGON((-77.5 -12.5,-76.5 -12.5,-76.5 -11.5,-77.5 -11.5,-77.5 -12.5))",,POINT(-77 -12),-77,-12,"POLYGON((-902.328 -225.6444,-898.77 -227.3886,-902.118 -211.4148,-905.694 -209.6652,-902.328 -225.6444))",,POINT(-902.298 -218.5374),01030000000100000005000000AAF1D24D62FA8CC0DA1B7C6132716EC0AAF1D24D62FA8CC0DA1B7C61323168C0AAF1D24D626A8BC0DA1B7C61323168C0AAF1D24D626A8BC0DA1B7C6132716EC0AAF1D24D62FA8CC0DA1B7C6132716EC0,928.385844357161659,-902.298,-218.5374,103.614908708,"POLYGON((0.983344 104.039973,0.980146 104.197893,0.979587 103.18946,0.982849 103.034186,0.983344 104.039973))",,POINT(0.981517175033317 103.614908707783),0.981517175033,,,,,,,,,,,,1.8e-07 W / m2
6,0,2006-08-09T04:07:00,2006-08-09T04:11:00,2006-08-09T04:13:00,B1.3,GOES,,0,0,,UTC-HGS-TOPO,degrees,,-90.0,90.0,"POLYGON((0.993436 180.000005,0.993436 179.999995,0.994439 0,0.994439 0,0.993436 180.000005))",,POINT(0.110452731404162 180),"POLYGON((119.41756 -89.9,-60.78244 -89.9,-60.78244 89.9,119.41756 89.9,119.41756 -89.9))",,POINT(-150.68243 0),-150.68243,0,"POLYGON((-89.9 -89.9,89.9 -89.9,89.9 89.9,-89.9 89.9,-89.9 -89.9))",,POINT(0 0),0,0,"POLYGON((8.3e-05 -939.666,-8.3e-05 -939.666,0 940.614,-0 940.614,8.3e-05 -939.666))",,POINT(0 -104.4744),,104.474399999999989,0.0,-104.4744,180.0,"POLYGON((0.993436 180.000005,0.993436 179.999995,0.994439 0,0.994439 0,0.993436 180.000005))",,POINT(0.110452731404162 180),0.110452731404,,,,,,,,,,,,1.3e-07 W / m2
7,0,2006-08-09T08:17:00,2006-08-09T08:22:00,2006-08-09T08:25:00,B1.6,GOES,,0,0,,UTC-HGS-TOPO,degrees,,-90.0,90.0,"POLYGON((0.993416 180.000005,0.993416 179.999995,0.994418 0,0.994418 0,0.993416 180.000005))",,POINT(0.110632419422371 180),"POLYGON((117.12214 -89.9,-63.07786 -89.9,-63.07786 89.9,117.12214 89.9,117.12214 -89.9))",,POINT(-152.97786 0),-152.97786,0,"POLYGON((-89.9 -89.9,89.9 -89.9,89.9 89.9,-89.9 89.9,-89.9 -89.9))",,POINT(0 0),0,0,"POLYGON((8.3e-05 -939.672,-8.3e-05 -939.672,0 940.62,-0 940.62,8.3e-05 -939.672))",,POINT(0 -104.6472),,104.647199999999998,0.0,-104.6472,180.0,"POLYGON((0.993416 180.000005,0.993416 179.999995,0.994418 0,0.994418 0,0.993416 180.000005))",,POINT(0.110632419422371 180),0.110632419422,,,,,,,,,,,,1.6e-07 W / m2
8,10903,2006-08-09T09:27:00,2006-08-09T09:42:00,2006-08-09T10:03:00,B5.1,GOES,,-80,-12,,UTC-HGS-TOPO,degrees,,-80.5,-79.5,"POLYGON((0.991285 103.595833,0.988922 103.740338,0.988539 102.739207,0.990956 102.596576,0.991285 103.595833))",,POINT(0.989959807050549 103.167557346378),"POLYGON((125.87942 -12.5,126.87942 -12.5,126.87942 -11.5,125.87942 -11.5,125.87942 -12.5))",,POINT(126.37942 -12),126.37942,-12,"POLYGON((-80.5 -12.5,-79.5 -12.5,-79.5 -11.5,-80.5 -11.5,-80.5 -12.5))",,POINT(-80 -12),-80,-12,"POLYGON((-911.388 -220.4178,-908.658 -222.1848,-912.048 -206.1948,-914.79 -204.4224,-911.388 -220.4178))",,POINT(-911.79 -213.3138),01030000000100000005000000B81E85EB51468DC0832F4CA60ACA6DC0B81E85EB51468DC0832F4CA60A8A67C0B81E85EB51B68BC0832F4CA60A8A67C0B81E85EB51B68BC0832F4CA60ACA6DC0B81E85EB51468DC0832F4CA60ACA6DC0,936.410049802136541,-911.79,-213.3138,103.167557346,"POLYGON((0.991285 103.595833,0.988922 103.740338,0.988539 102.739207,0.990956 102.596576,0.991285 103.595833))",,POINT(0.989959807050549 103.167557346378),0.989959807051,,,,,,,,,,,,5.1e-07 W / m2
9,0,2006-08-09T12:07:00,2006-08-09T12:37:00,2006-08-09T13:00:00,B1.1,GOES,,0,0,,UTC-HGS-TOPO,degrees,,-90.0,90.0,"POLYGON((0.993397 180.000005,0.993397 179.999995,0.9944 0,0.9944 0,0.993397 180.000005))",,POINT(0.110797743073542 180),"POLYGON((115.01036 -89.9,-65.18964 -89.9,-65.18964 89.9,115.01036 89.9,115.01036 -89.9))",,POINT(-155.08964 0),-155.08964,0,"POLYGON((-89.9 -89.9,89.9 -89.9,89.9 89.9,-89.9 89.9,-89.9 -89.9))",,POINT(0 0),0,0,"POLYGON((8.3e-05 -939.678,-8.3e-05 -939.678,0 940.626,-0 940.626,8.3e-05 -939.678))",,POINT(0 -104.8062),,104.80619999999999,0.0,-104.8062,180.0,"POLYGON((0.993397 180.000005,0.993397 179.999995,0.9944 0,0.9944 0,0.993397 180.000005))",,POINT(0.110797743073542 180),0.110797743074,,,,,,,,,,,,1.1e-07 W / m2
